ID,orig_ID,orig_source,number,volume,title,journal,author,grobid-version,file,ENTRYTYPE,doi,year,note
P_0000000429,0000000429,pdf,4,1,MIS Problems and Failures: A Socio-Technical Perspective PART I1: The Application of Socio-Technical Theory,MIS Quarterly,"Bostrom, Robert P and Stephen Heinen, J. and Department, Mis",lfoppiano/grobid:0.8.1,data/pdfs/1_4/BostromHeinen1977a.pdf,article,,,
P_0000000430,0000000430,pdf,3,35,CO-CREATION IN VIRTUAL WORLDS: THE DESIGN OF THE USER EXPERIENCE 1,MIS Quarterly,"Kohler, Thomas and Fueller, Johann and Matzler, Kurt and Stieger, Daniel",lfoppiano/grobid:0.8.1,data/pdfs/35_3/KohlerFuellerMatzlerEtAl2011.pdf,article,,,
P_0000000431,0000000431,pdf,1,41,A DATA ENVELOPMENT ANALYSIS APPROACH TO ESTIMATE IT-ENABLED PRODUCTION CAPABILITY 1,MIS Quarterly,"Ayabakan, Sezgin and Bardhan, Indranil R and Zheng, Eric",lfoppiano/grobid:0.8.1,data/pdfs/41_1/AyabakanBardhanZheng2017.pdf,article,,,
P_0000000432,0000000432,pdf,2,44,"FOR STARTUPS, ADAPTABILITY AND MENTOR NETWORK DIVERSITY CAN BE PIVOTAL: EVIDENCE FROM A RANDOMIZED EXPERIMENT ON A MOOC PLATFORM 1",MIS Quarterly,"Eesley, Charles and Wu, Lynn",lfoppiano/grobid:0.8.1,data/pdfs/44_2/EesleyWu2020.pdf,article,10.25300/MISQ/2020/15138,,
P_0000000433,0000000433,pdf,3,35,ARGUING THE VALUE OF VIRTUAL WORLDS: PATTERNS OF DISCURSIVE SENSEMAKING OF AN INNOVATIVE TECHNOLOGY 1,MIS Quarterly,"Berente, Nicholas and Hansen, Sean and Pike, Jacqueline C and Bateman, Patrick J",lfoppiano/grobid:0.8.1,data/pdfs/35_3/BerenteHansenPikeEtAl2011.pdf,article,,,
P_0000000434,0000000434,pdf,1,24,A RESOURCE-BASED PERSPECTIVE ON INFORMATION TECHNOLOGY CAPABILITY AND FIRM PERFORMANCE: AN EMPIRICAL INVESTIGATION 1,MIS Quarterly,"Bharadwaj, Anandhi S",lfoppiano/grobid:0.8.1,data/pdfs/24_1/Bharadwaj2000.pdf,article,,,
P_0000000435,0000000435,pdf,4,40,BIG DATA & ANALYTICS IN NETWORKED BUSINESS LARGE-SCALE NETWORK ANALYSIS FOR ONLINE SOCIAL BRAND ADVERTISING 1,MIS Quarterly,"Zhang, Kunpeng and Bhattacharyya, Siddhartha and Ram, Sudha",lfoppiano/grobid:0.8.1,data/pdfs/40_4/ZhangBhattacharyyaRam2016.pdf,article,,,
P_0000000436,0000000436,pdf,1,44,THE DYNAMICS OF DRIFT IN DIGITIZED PROCESSES 1,MIS Quarterly,"Pentland, Brian T and Liu, Peng and Mihaylo, Steven G and Kremser, Waldemar and Haerem, Thorvald",lfoppiano/grobid:0.8.1,data/pdfs/44_1/PentlandLiuKremserEtAl2020.pdf,article,10.25300/MISQ/2020/14458,,
P_0000000437,0000000437,pdf,4,32,,MIS Quarterly,"Smith, Robert H and Jones, Joni L and Mitchell, Will and Baer, Douglas and Campanelli, Pamela and Davis, Gerald and Heck, Eric Van and Masten, Scott E and Parmigiani, Anne and Sambamurthy, V. and Srivastava, Abhishek and Subramani, Mani",lfoppiano/grobid:0.8.1,data/pdfs/32_4/MithasJonesMitchell2008.pdf,article,,,
P_0000000438,0000000438,pdf,2,45,DESIGNING PROMOTIONAL INCENTIVES TO EMBRACE SOCIAL SHARING: EVIDENCE FROM FIELD AND ONLINE EXPERIMENTS 1,MIS Quarterly,"Sun, Tianshu and Viswanathan, Siva and Huang, Ni and Bauer, C. T and Zheleva, Elena",lfoppiano/grobid:0.8.1,data/pdfs/45_2/SunViswanathanHuangEtAl2021.pdf,article,10.25300/MISQ/2021/15352,,
P_0000000439,0000000439,pdf,2,46,THE OPM DATA BREACH: AN INVESTIGATION OF SHARED EMOTIONAL REACTIONS ON TWITTER 1,MIS Quarterly,"Bachura, Eric and Valecha, Rohit and Chen, Rui and Rao, H. Raghav",lfoppiano/grobid:0.8.1,data/pdfs/46_2/BachuraValechaChenEtAl2022.pdf,article,10.25300/MISQ/2022/15596,,
P_0000000440,0000000440,pdf,2,7,The Effectiveness of External Information Channels in Facilitating Innovation Within Software Development Groups,MIS Quarterly,"Zmud, Robert W",lfoppiano/grobid:0.8.1,data/pdfs/7_2/Zmud1983.pdf,article,,,
P_0000000441,0000000441,pdf,2,44,FINDING PEOPLE WITH EMOTIONAL DISTRESS IN ONLINE SOCIAL MEDIA: A DESIGN COMBINING MACHINE LEARNING AND RULE-BASED CLASSIFICATION 1,MIS Quarterly,"Chau, Michael and Li, Tim M H and Wong, Paul W C and Xu, Jennifer J and Yip, Paul S F and Chen, Hsinchun",lfoppiano/grobid:0.8.1,data/pdfs/44_2/ChauLiWongEtAl2020.pdf,article,10.25300/MISQ/2020/14110,,
P_0000000442,0000000442,pdf,3,38,SPECIAL ISSUE: SOCIOMATERIALITY OF IS & ORGANIZING A MATTER OF LIFE AND DEATH: EXPLORING CONCEPTUALIZATIONS OF SOCIOMATERIALITY IN THE CONTEXT OF CRITICAL CARE 1,MIS Quarterly,"Jones, Matthew",lfoppiano/grobid:0.8.1,data/pdfs/38_3/Jones2014.pdf,article,,,
P_0000000443,0000000443,pdf,2,33,ADOPTION OF ELECTRONIC HEALTH RECORDS IN THE PRESENCE OF PRIVACY CONCERNS: THE ELABORATION LIKELIHOOD MODEL AND INDIVIDUAL PERSUASION 1,MIS Quarterly,"Angst, Corey M and Agarwal, Ritu",lfoppiano/grobid:0.8.1,data/pdfs/33_2/AngstAgarwal2009.pdf,article,,,
P_0000000444,0000000444,pdf,3,44,THE MULTIPLEX NATURE OF THE CUSTOMER REPRESENTATIVE ROLE IN AGILE INFORMATION SYSTEMS DEVELOPMENT 1,MIS Quarterly,"Maruping, Likoebe M and Matook, Sabine",lfoppiano/grobid:0.8.1,data/pdfs/44_3/Maruping2020.pdf,article,10.25300/MISQ/2020/12284,,
P_0000000445,0000000445,pdf,4,42,IT CONSUMERIZATION AND THE TRANSFORMATION OF IT GOVERNANCE 1,MIS Quarterly,"Gregory, Robert Wayne and Kaganer, Evgeny and Henfridsson, Ola and Ruch, Thierry Jean",lfoppiano/grobid:0.8.1,data/pdfs/42_4/GregoryKaganerHenfridssonEtAl2018.pdf,article,10.25300/MISQ/2018/13703,,
P_0000000446,0000000446,pdf,1,45,PEER EFFECTS IN COMPETITIVE ENVIRONMENTS: FIELD EXPERIMENTS ON INFORMATION PROVISION AND INTERVENTIONS 1,MIS Quarterly,"Li, Zhuoxin and Wang, Gang and Wang, Harry Jiannan",lfoppiano/grobid:0.8.1,data/pdfs/45_1/LiWangWang2021.pdf,article,10.25300/MISQ/2021/16085,,
P_0000000447,0000000447,pdf,2,45,IS HIDDEN SAFE? LOCATION PROTECTION AGAINST MACHINE-LEARNING PREDICTION ATTACKS IN SOCIAL NETWORKS 1,MIS Quarterly,"Han, Xiao and Wang, Leye and Fan, Weiguo",lfoppiano/grobid:0.8.1,data/pdfs/45_2/HanWangFan2021.pdf,article,10.25300/MISQ/2021/16266,,
P_0000000448,0000000448,pdf,4,42,"THE ""INVISIBLE HAND""OF PIRACY: AN ECONOMIC ANALYSIS OF THE INFORMATION-GOODS SUPPLY CHAIN 1",MIS Quarterly,"Kim, Antino and Lahiri, Atanu and Dey, Debabrata and Kim and Lahiri",lfoppiano/grobid:0.8.1,data/pdfs/42_4/KimLahiriDey2018.pdf,article,10.25300/MISQ/2018/14798,,
P_0000000449,0000000449,pdf,4,14,EIS: It Can Work in the Public Sector 1,MIS Quarterly,"Mohan, Lakshmi",lfoppiano/grobid:0.8.1,data/pdfs/14_4/MohanHolsteinAdams1990.pdf,article,,,
P_0000000450,0000000450,pdf,4,38,SPECIAL ISSUE: IS FOR SYMBOLIC ACTION BEYOND BEING THERE: THE SYMBOLIC ROLE OF COMMUNICATION AND IDENTIFICATION IN PERCEPTIONS OF PROXIMITY TO GEOGRAPHICALLY DISPERSED COLLEAGUES 1,MIS Quarterly,"Boyer, Michael and Leary, O. ' and Wilson, Jeanne M and Metiu, Anca and Aakhus, Mark and Ågerfalk, Pär J and Lyytinen, Kalle and Te, Dov",lfoppiano/grobid:0.8.1,data/pdfs/38_4/BoyerOLearyWilsonMetiu2014.pdf,article,,,
P_0000000451,0000000451,pdf,3,11,System Development Methods-A Comparative Investigation,MIS Quarterly,"Mahmood, Mo A",lfoppiano/grobid:0.8.1,data/pdfs/11_3/Mahmood1987.pdf,article,,,
P_0000000452,0000000452,pdf,3,45,WHEN ALL PRODUCTS ARE DIGITAL: COMPLEXITY AND INTANGIBLE VALUE IN THE ECOSYSTEM OF DIGITIZING FIRMS 1,MIS Quarterly,"Rahmati, Pouya and Tafti, Ali and Westland, J. Christopher and Hidalgo, Cesar",lfoppiano/grobid:0.8.1,data/pdfs/45_3/RahmatiTaftiWestlandEtAl2021.pdf,article,10.25300/MISQ/2021/15384,,
P_0000000453,0000000453,pdf,2,40,A MULTIAGENT COMPETITIVE GAMING PLATFORM TO ADDRESS SOCIETAL CHALLENGES 1,MIS Quarterly,"Ketter, Wolfgang and Peters, Markus and Collins, John and Gupta, Alok",lfoppiano/grobid:0.8.1,data/pdfs/40_2/KetterPetersCollinsEtAl2016.pdf,article,,,
P_0000000454,0000000454,pdf,4,16,Organizational Experiences and Career Success of MIS Professionals and Managers: An Examination of Race Differences I,MIS Quarterly,"Igbaria, Magid and Wormley, Wayne M",lfoppiano/grobid:0.8.1,data/pdfs/16_4/IgbariaWormley1992.pdf,article,,,
P_0000000455,0000000455,pdf,4,15,The Application Software Factory: Applying Total Quality Techniques to Systems Development,MIS Quarterly,"Swanson, Kent and Mccomb, Dave and Smith, Jill and Mccubbrey, Don and Race, So and Denver, St",lfoppiano/grobid:0.8.1,data/pdfs/15_4/SwansonMcCombSmithEtAl1991.pdf,article,,,
P_0000000456,0000000456,pdf,1,14,Powers-of-Ten Information Biases,MIS Quarterly,"Ricketts, John A and St, Wesley and Willowbrook",lfoppiano/grobid:0.8.1,data/pdfs/14_1/Ricketts1990.pdf,article,,,
P_0000000457,0000000457,pdf,2,45,MULTI-HOMING REVISITED: LEVEL OF ADOPTION AND COMPETITIVE STRATEGIES 1,MIS Quarterly,"Barua, Anitesh and Mukherjee, Rajiv",lfoppiano/grobid:0.8.1,data/pdfs/45_2/BaruaMukherjee2021.pdf,article,10.25300/MISQ/2021/15416,,
P_0000000458,0000000458,pdf,2,18,Gender Differences in the Information Systems Managerial Ranks: An Assessment of Potential Discriminatory Practices,MIS Quarterly,"Truman, Gregory E and Baroudi, Jack J",lfoppiano/grobid:0.8.1,data/pdfs/18_2/TrumanBaroudi1994.pdf,article,,,
P_0000000459,0000000459,pdf,4,4,MANAGING THE IMPLEMENTATION OF STANDARDIZED COMPUTER BASED SYSTEMS,MIS Quarterly,"Gremillion, Lee L",lfoppiano/grobid:0.8.1,data/pdfs/4_4/Gremillion1980.pdf,article,,,
P_0000000460,0000000460,pdf,2,12,"The Value of Strategic IS Planning: Understanding Consistency, Validity, and IS Markets",MIS Quarterly,"Henderson, John C and Sifonis, John G and Young, Arthur",lfoppiano/grobid:0.8.1,data/pdfs/12_2/HendersonSifonis1988.pdf,article,,,
P_0000000461,0000000461,pdf,2,36,"ABSORPTIVE CAPACITY AND INFORMATION SYSTEMS RESEARCH: REVIEW, SYNTHESIS, AND DIRECTIONS FOR FUTURE RESEARCH 1",MIS Quarterly,"Roberts, Nicholas and Galluch, Pamela S and Dinger, Michael and Grover, Varun",lfoppiano/grobid:0.8.1,data/pdfs/36_2/RobertsGalluchDingerEtAl2012.pdf,article,,,
P_0000000462,0000000462,pdf,4,45,RECONFIGURING FOR AGILITY: EXAMINING THE PERFORMANCE IMPLICATIONS OF PROJECT TEAM AUTONOMY THROUGH AN ORGANIZATIONAL POLICY EXPERIMENT 1,MIS Quarterly,"Ramasubbu, Narayan and Katz, Joseph M and Bardhan, Indranil R",lfoppiano/grobid:0.8.1,data/pdfs/45_4/RamasubbuBardhan2021.pdf,article,10.25300/MISQ/2021/14997,,
P_0000000463,0000000463,pdf,3,19,IS'95: Guideline for Undergraduate IS Curriculum,MIS Quarterly,"Couger, J. Daniel and Davis, Gordon B and Dologite, Dorothy G and Feinstein, David L and Gorgone, John T and Jenkins, A. Milton and Kasper, George M and Longenecker, Herbert E",lfoppiano/grobid:0.8.1,data/pdfs/19_3/CougerDavisDologiteEtAl1995.pdf,article,,,
P_0000000464,0000000464,pdf,4,32,CYBERGATE: A DESIGN FRAMEWORK AND SYSTEM FOR TEXT ANALYSIS OF COMPUTER-MEDIATED COMMUNICATION 1,MIS Quarterly,"Abbasi, Ahmed and Lubar, Sheldon B and Chen, Hsinchun",lfoppiano/grobid:0.8.1,data/pdfs/32_4/AbbasiChen2008.pdf,article,,,
P_0000000465,0000000465,pdf,4,43,SHARED OR DEDICATED INFRASTRUCTURES: ON THE IMPACT OF REPROVISIONING ABILITY 1,MIS Quarterly,"Guerin, Roch and Hosanagar, Kartik and Li, Xinxin and Sen, Soumya",lfoppiano/grobid:0.8.1,data/pdfs/43_4/GuerinHosanagarLiEtAl2019.pdf,article,10.25300/MISQ/2019/14857,,
P_0000000466,0000000466,pdf,2,26,MEASURING INFORMATION SYSTEM SERVICE QUALITY: SERVQUAL FROM THE OTHER SIDE 1,MIS Quarterly,"Jiang, James J and Klein, Gary and Carr, Christopher L",lfoppiano/grobid:0.8.1,data/pdfs/26_2/JiangKleinCarr2002.pdf,article,,,
P_0000000467,0000000467,pdf,1,42,CPOE-ENABLED COORDINATION: APPROPRIATION FOR DEEP STRUCTURE USE AND IMPACTS ON PATIENT OUTCOMES 1,MIS Quarterly,"Romanow, Darryl and Rai, Arun and Keil, Mark and Robinson, J. Mack",lfoppiano/grobid:0.8.1,data/pdfs/42_1/RomanowRaiKeil2018.pdf,article,10.25300/MISQ/2018/13275,,
P_0000000468,0000000468,pdf,4,18,Alignment of the IS Functions With the Enterprise: Toward a Model of Antecedents,MIS Quarterly,"Magill, Sharon L",lfoppiano/grobid:0.8.1,data/pdfs/18_4/BrownMagill1994.pdf,article,,,
P_0000000469,0000000469,pdf,3,11,"Mapping the Intellectual Structure of MIS, 1980-1985: A Co-Citation Analysis",MIS Quarterly,"Culnan, Mary J and Lucas, H. C",lfoppiano/grobid:0.8.1,data/pdfs/11_3/Culnan1987.pdf,article,,,
P_0000000470,0000000470,pdf,4,38,HARNESSING THE POWER OF SELF-ORGANIZATION IN AN ONLINE COMMUNITY DURING ORGANIZATIONAL CRISIS 1,MIS Quarterly,"Nan, Ning and Lu, Yong",lfoppiano/grobid:0.8.1,data/pdfs/38_4/NanLu2014.pdf,article,,,
P_0000000471,0000000471,pdf,3,11,The PIOCO Model for Information Systems Design,MIS Quarterly,"Koskela, Erkki",lfoppiano/grobid:0.8.1,data/pdfs/11_3/Iivari1987.pdf,article,,,
P_0000000472,0000000472,pdf,4,35,INTEGRATING TECHNOLOGY ADDICTION AND USE: AN EMPIRICAL INVESTIGATION OF ONLINE AUCTION USERS 1 Ofir Turel,MIS Quarterly,"Mihaylo, Steven G and Serenko, Alexander and Giles, Paul",lfoppiano/grobid:0.8.1,data/pdfs/35_4/TurelSerenkoGiles2011.pdf,article,,,
P_0000000473,0000000473,pdf,2,29,EDITOR'S COMMENTS From the Trenches: Thoughts on Developmental Reviewing,MIS Quarterly,"Saunders, Carol",lfoppiano/grobid:0.8.1,data/pdfs/29_2/Beath2005.pdf,article,,,
P_0000000474,0000000474,pdf,1,11,Assimilating New Technology into the Organization: An Assessment of McFarlan and McKenney's Model,MIS Quarterly,"Raho, Louis E and Belohlav, James A",lfoppiano/grobid:0.8.1,data/pdfs/11_1/RahoBeholavFiedler1987.pdf,article,,,
P_0000000475,0000000475,pdf,4,36,BUSINESS INTELLIGENCE IN BLOGS: UNDERSTANDING CONSUMER INTERACTIONS AND COMMUNITIES 1,MIS Quarterly,"Chau, Michael and Xu, Jennifer",lfoppiano/grobid:0.8.1,data/pdfs/36_4/ChauXu2012.pdf,article,,,
P_0000000476,0000000476,pdf,2,42,EXAMINING THE EFFECTS OF INTERFIRM MANAGERIAL SOCIAL TIES ON IT COMPONENTS DIVERSITY: AN AGENCY PERSPECTIVE 1,MIS Quarterly,"Xue, Ling and Yang, Ke and Yao, Yuliang",lfoppiano/grobid:0.8.1,data/pdfs/42_2/XueYangYao2018.pdf,article,10.25300/MISQ/2018/13952,,
P_0000000477,0000000477,pdf,4,19,The Impact of Computer Alienation on Information Technology Investment Decisions: An Exploratory Cross-National Analysis,MIS Quarterly,"Abdui-Gader, Abdulla H and Kozar, Kenneth A",lfoppiano/grobid:0.8.1,data/pdfs/19_4/AbdulGaderKozar1995.pdf,article,,,
P_0000000478,0000000478,pdf,1,15,Applications of Global Information Technology: Key Issues for Management,MIS Quarterly,"Ives, Blake",lfoppiano/grobid:0.8.1,data/pdfs/15_1/IvesJarvenpaa1991.pdf,article,,,
P_0000000479,0000000479,pdf,4,6,Graphical User Interfaces for Business Information Systems,MIS Quarterly,"Ives, Blake",lfoppiano/grobid:0.8.1,data/pdfs/6_4/Ives1982.pdf,article,,,
P_0000000480,0000000480,pdf,2,37,KNOWING WHAT A USER LIKES: A DESIGN SCIENCE APPROACH TO INTERFACES THAT AUTOMATICALLY ADAPT TO CULTURE 1,MIS Quarterly,"Reinecke, Katharina and Bernstein, Abraham",lfoppiano/grobid:0.8.1,data/pdfs/37_2/ReineckeBernstein2013.pdf,article,,,
P_0000000481,0000000481,pdf,1,40,VALUING INFORMATION TECHNOLOGY RELATED INTANGIBLE ASSETS 1,MIS Quarterly,"Saunders, Adam and Brynjolfsson, Erik",lfoppiano/grobid:0.8.1,data/pdfs/40_1/SaundersBrynjolfsson2016.pdf,article,,,
P_0000000482,0000000482,pdf,3,21,Editor's Comments Management Information Systems Quarterly,MIS Quarterly,"Zmud, Bob",lfoppiano/grobid:0.8.1,data/pdfs/21_3/Zmud1997b.pdf,article,,1997,
P_0000000483,0000000483,pdf,1,13,Logic Programming as a Paradigm for Financial Modeling 1,MIS Quarterly,"Minch, Robed P",lfoppiano/grobid:0.8.1,data/pdfs/13_1/Minch1989.pdf,article,,,
P_0000000484,0000000484,pdf,4,26,UNDERSTANDING NETWORK EFFECTS IN SOFTWARE MARKETS: EVIDENCE FROM WEB SERVER PRICING 1,MIS Quarterly,"Gallaugher, John M and Carroll, Wallace E and Wang, Yu-Ming",lfoppiano/grobid:0.8.1,data/pdfs/26_4/GallaugherWang2002.pdf,article,,,
P_0000000485,0000000485,pdf,1,6,A Selection Model for Systems Development Tools,MIS Quarterly,"Naumann, Justus D and Palvia, Shailendra",lfoppiano/grobid:0.8.1,data/pdfs/6_1/NaumannPalvia1982.pdf,article,,,
P_0000000486,0000000486,pdf,1,33,THE ROLE OF SERVICE LEVEL AGREEMENTS IN RELATIONAL MANAGEMENT OF INFORMATION TECHNOLOGY OUTSOURCING: AN EMPIRICAL STUDY 1,MIS Quarterly,"Kishore, Rajiv and Rao, H. R and Nam, Kichan",lfoppiano/grobid:0.8.1,data/pdfs/33_1/GooKishoreRaoEtAl2009.pdf,article,,,
P_0000000487,0000000487,pdf,3,34,CIRCUITS OF POWER: A STUDY OF MANDATED COMPLIANCE TO AN INFORMATION SYSTEMS SECURITY DE JURE STANDARD IN A GOVERNMENT ORGANIZATION 1,MIS Quarterly,"Smith, Stephen and Winchester, Donald and Bunker, Deborah and Jamieson, Rodger",lfoppiano/grobid:0.8.1,data/pdfs/34_3/SmithWinchesterBunkerEtAl2010.pdf,article,,,
P_0000000488,0000000488,pdf,4,17,Tailoring Database Training for End Users,MIS Quarterly,"Ahrens, Judith D and Sankar, Chetan S",lfoppiano/grobid:0.8.1,data/pdfs/17_4/AhrensSankar1993.pdf,article,,,
P_0000000489,0000000489,pdf,2,30,EDITOR'S COMMENTS PLS: A Silver Bullet?,MIS Quarterly,"Marcoulides, George A and Saunders, Carol",lfoppiano/grobid:0.8.1,data/pdfs/30_2/MarcoulidesSaunders2006.pdf,article,,,
P_0000000490,0000000490,pdf,1,21,Executives' Information Behaviors Searching and Scanning: How Executives Obtain Information from Executive Information Systems*,MIS Quarterly,"Vandenbosch, Betty and Huff, Sid L",lfoppiano/grobid:0.8.1,data/pdfs/21_1/VandenboschHuff1997.pdf,article,,,
P_0000000491,0000000491,pdf,4,42,IS IT CHANGING THE WORLD? CONCEPTIONS OF CAUSALITY FOR INFORMATION SYSTEMS THEORIZING 1,MIS Quarterly,"Markus, M. Lynne and Rowe, Frantz",lfoppiano/grobid:0.8.1,data/pdfs/42_4/MarkusRowe2018.pdf,article,10.25300/MISQ/2018/12903,,
P_0000000492,0000000492,pdf,4,34,AN ALTERNATIVE TO METHODOLOGICAL INDIVIDUALISM: A NON-REDUCTIONIST APPROACH TO STUDYING TECHNOLOGY ADOPTION BY GROUPS 1,MIS Quarterly,"Sarker, Saonee and Valacich, Joseph S",lfoppiano/grobid:0.8.1,data/pdfs/34_4/SarkerValacich2010.pdf,article,,,
P_0000000493,0000000493,pdf,3,41,USER COMPENSATION AS A DATA BREACH RECOVERY ACTION: AN INVESTIGATION OF THE SONY PLAYSTATION NETWORK BREACH 1,MIS Quarterly,"Goode, Sigi and Hoehle, Hartmut and Venkatesh, Viswanath and Brown, Susan A",lfoppiano/grobid:0.8.1,data/pdfs/41_3/GoodeHoehleVenkateshEtAl2017.pdf,article,,,
P_0000000494,0000000494,pdf,1,24,"WHY DON'T MEN EVER STOP TO ASK FOR DIRECTIONS? GENDER, SOCIAL INFLUENCE, AND THEIR ROLE IN TECHNOLOGY ACCEPTANCE AND USAGE BEHAVIOR 1",MIS Quarterly,"Venkatesh, Viswanath and Smith, Robert H and Morris, Michael G",lfoppiano/grobid:0.8.1,data/pdfs/24_1/VenkateshMorris2000.pdf,article,,,
P_0000000495,0000000495,pdf,1,12,A Company/ University Joint Venture to Build a Knowledge-Based System,MIS Quarterly,"Weitzel, John R and Andrews, Kenneth R",lfoppiano/grobid:0.8.1,data/pdfs/12_1/WeitzelAndrews1988.pdf,article,,,
P_0000000496,0000000496,pdf,2,21,Measuring Information Systems Service Quality: Concerns on the Use of the SERVQUAL Questionnaire 1,MIS Quarterly,"Van Dyke, Thomas P and Kappelman, Leon A and Prybutok, Victor R",lfoppiano/grobid:0.8.1,data/pdfs/21_2/VanDykeKappelmanPrybutok1997.pdf,article,,,
P_0000000497,0000000497,pdf,4,45,ALGORITHMIC MANAGEMENT OF WORK ON ONLINE LABOR PLATFORMS: WHEN MATCHING MEETS CONTROL 1,MIS Quarterly,"Möhlmann, Mareike and Zalmanson, Lior and Henfridsson, Ola and Gregory, Robert Wayne",lfoppiano/grobid:0.8.1,data/pdfs/45_4/MohlmannZalmansonHenfridssonEtAl2021.pdf,article,10.25300/MISQ/2021/15333,,
P_0000000498,0000000498,pdf,4,44,ENTERPRISE SYSTEM IMPLEMENTATION AND EMPLOYEE JOB OUTCOMES: UNDERSTANDING THE ROLE OF FORMAL AND INFORMAL SUPPORT STRUCTURES USING THE JOB STRAIN MODEL 1,MIS Quarterly,"Sykes, Tracy Ann",lfoppiano/grobid:0.8.1,data/pdfs/44_4/Sykes2020.pdf,article,10.25300/MISQ/2020/11672,,
P_0000000499,0000000499,pdf,4,44,CONSTANT CHECKING IS NOT ADDICTION: A GROUNDED THEORY OF IT-MEDIATED STATE-TRACKING 1,MIS Quarterly,"Gerlach, Jin P and Cenfetelli, Ronald T",lfoppiano/grobid:0.8.1,data/pdfs/44_4/GerlachCenfetelli2020.pdf,article,10.25300/MISQ/2020/15685,,
P_0000000500,0000000500,pdf,3,39,VOCAL MINORITY AND SILENT MAJORITY: HOW DO ONLINE RATINGS REFLECT POPULATION PERCEPTIONS OF QUALITY 1,MIS Quarterly,"Gordon, Guodong ( and Gao, ). and Greenwood, Brad N and Agarwal, Ritu and Mccullough, Jeffrey S",lfoppiano/grobid:0.8.1,data/pdfs/39_3/GaoGreenwoodAgarwalEtAl2015.pdf,article,,,
P_0000000501,0000000501,pdf,1,27,PREDICTING INTENTION TO ADOPT INTERORGANIZATIONAL LINKAGES: AN INSTITUTIONAL PERSPECTIVE 1,MIS Quarterly,"Teo, H. H and Wei, K. K and Benbasat, I.",lfoppiano/grobid:0.8.1,data/pdfs/27_1/TeoWeiBenbasat2003.pdf,article,,,
P_0000000502,0000000502,pdf,1,46,NEW-MEDIA ADVERTISING AND RETAIL PLATFORM OPENNESS 1,MIS Quarterly,"Chen, Jianqing and Guo, Zhiling",lfoppiano/grobid:0.8.1,data/pdfs/46_1/ChenGuo2022.pdf,article,10.25300/MISQ/2022/15420,,
P_0000000503,0000000503,pdf,1,18,"User Participation, User Involvement, and User Attitude",MIS Quarterly,"Barki, Henri and Hartwick, Jon",lfoppiano/grobid:0.8.1,data/pdfs/18_1/BarkiHartwick1994.pdf,article,,,
P_0000000504,0000000504,pdf,1,37,THE EMBEDDEDNESS OF INFORMATION SYSTEMS HABITS IN ORGANIZATIONAL AND INDIVIDUAL LEVEL ROUTINES: DEVELOPMENT AND DISRUPTION 1,MIS Quarterly,"Polites, Greta L and Karahanna, Elena",lfoppiano/grobid:0.8.1,data/pdfs/37_1/PolitesKarahanna2013.pdf,article,,,
P_0000000505,0000000505,pdf,1,25,INTRODUCING MISQ REVIEW-A NEW DEPARTMENT IN MIS QUARTERLY,MIS Quarterly,"Watson, Richard T",lfoppiano/grobid:0.8.1,data/pdfs/25_1/Watson2001.pdf,article,,,
P_0000000506,0000000506,pdf,2,15,Career Orientations of MIS Employees: An Empirical Analysis,MIS Quarterly,"Igbaria, Magid and Greenhaus, Jeffrey H and Parasuraman, Saroj",lfoppiano/grobid:0.8.1,data/pdfs/15_2/IgbariaGreenhausParasuraman1990.pdf,article,,,
P_0000000507,0000000507,pdf,1,3,A FRAMEWORK FOR MIS SOFTWARE DEVELOPMENT PROJECTS,MIS Quarterly,"Moore, Jeffrey H",lfoppiano/grobid:0.8.1,data/pdfs/3_1/Moore1979.pdf,article,,,
P_0000000508,0000000508,pdf,3,18,Software Evaluation and Choice: Predictive Validation of the Technology Acceptance Instrument,MIS Quarterly,"Szajna, Bernadette",lfoppiano/grobid:0.8.1,data/pdfs/18_3/Szajna1994.pdf,article,,,
P_0000000509,0000000509,pdf,3,35,PREDICTIVE ANALYTICS IN INFORMATION SYSTEMS RESEARCH 1,MIS Quarterly,"Shmueli, Galit and Koppius, Otto R",lfoppiano/grobid:0.8.1,data/pdfs/35_3/ShmueliKoppius2011.pdf,article,,,
P_0000000510,0000000510,pdf,2,35,CAPTURING BOTTOM-UP INFORMATION TECHNOLOGY USE PROCESSES: A COMPLEX ADAPTIVE SYSTEMS MODEL 1,MIS Quarterly,"Nan, Ning",lfoppiano/grobid:0.8.1,data/pdfs/35_2/Nan2011.pdf,article,,,
P_0000000511,0000000511,pdf,3,31,UNDERSTANDING MINDSHIFT LEARNING: THE TRANSITION TO OBJECT-ORIENTED DEVELOPMENT 1,MIS Quarterly,"Armstrong, Deborah J and Hardgrave, Bill C",lfoppiano/grobid:0.8.1,data/pdfs/31_3/ArmstrongHardgrave2007.pdf,article,,,
P_0000000512,0000000512,pdf,4,32,THE DESIGN THEORY NEXUS 1,MIS Quarterly,"Baskerville, Richard",lfoppiano/grobid:0.8.1,data/pdfs/32_4/PriesHejeBaskerville2008.pdf,article,,,
