ID,ID,ENTRYTYPE,file,grobid-version,journal,title,volume,number,author,doi,year,note
0000000289,0000000289,article,data/pdfs/46_1/LuGuptaKetterEtAl2022.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,DESIGNING HYBRID MECHANISMS TO OVERCOME CONGESTION IN SEQUENTIAL DUTCH AUCTIONS 1,46,1,"Lu, Yixin and Gupta, Alok and Ketter, Wolfgang and Van Heck, Eric",10.25300/MISQ/2022/16472,,
0000000290,0000000290,article,data/pdfs/31_2/WalshamRobeySahay2007.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,FOREWORD: SPECIAL ISSUE ON INFORMATION SYSTEMS IN DEVELOPING COUNTRIES,31,2,"Walsham, Geoff and Robey, Daniel and Sahay, Sundeep",,,
0000000291,0000000291,article,data/pdfs/2_4/Dickson1978.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,,2,4,,,,
0000000292,0000000292,article,data/pdfs/44_3/Benlian2020.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A DAILY FIELD INVESTIGATION OF TECHNOLOGY-DRIVEN SPILLOVERS FROM WORK TO HOME 1,44,3,"Benlian, Alexander",10.25300/MISQ/2020/14911,,
0000000293,0000000293,article,data/pdfs/32_2/AgerfalkFitzgerald2006.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,OUTSOURCING TO AN UNKNOWN WORKFORCE: EXPLORING OPENSOURCING AS A GLOBAL SOURCING STRATEGY 1,32,2,"Ågerfalk, Pär J and Fitzgerald, Brian",,,
0000000294,0000000294,article,data/pdfs/23_3/NambisanAgarwalTanniru1999.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,ORGANIZATIONAL MECHANISMS FOR ENHANCING USER INNOVATION IN INFORMATION TECHNOLOGY 1,23,3,"Nambisan, Satish and Agarwal, Ritu and Tanniru, Mohan",,,
0000000295,0000000295,article,data/pdfs/30_1/NissenSengupta2006.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,INCORPORATING SOFTWARE AGENTS INTO SUPPLY CHAINS: EXPERIMENTAL INVESTIGATION WITH A PROCUREMENT TASK 1,30,1,"Nissen, Mark E",,,
0000000296,0000000296,article,data/pdfs/11_1/McKinnonKallman1987.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Mapping Chargeback Systems to Organizational Environments,11,1,"Mckinnon, William P and Kallman, Ernest A",,,
0000000297,0000000297,article,data/pdfs/35_1/XiaoBenbasat2011.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,PRODUCT-RELATED DECEPTION IN E-COMMERCE: A THEORETICAL PERSPECTIVE 1,35,1,"Xiao, Bo and Benbasat, Izak",,,
0000000298,0000000298,article,data/pdfs/29_1/KankanhalliTanWei2005.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,CONTRIBUTING KNOWLEDGE TO ELECTRONIC KNOWLEDGE REPOSITORIES: AN EMPIRICAL INVESTIGATION 1,29,1,"Kankanhalli, Atreyi and Tan, Bernard C Y and Wei, Kwok-Kee",,,
0000000299,0000000299,article,data/pdfs/8_4/MeadorMezger1984.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Selecting an End User Programming Language for DSS Development,8,4,"Meador, C. Lawrence and Mezger, Richard A and Computer, Entre ' and Boston, Center",,,
0000000300,0000000300,article,data/pdfs/18_1/CatsBarilJelassi1994.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,The French Videotex System Minitel: A Successful Implementation of a National Information Technology Infrastructure 1,18,1,"Cats-Baril, William L",,,
0000000301,0000000301,article,data/pdfs/13_4/HufnagelBirnberg1989.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Chargeback System Fairness Perceived Chargeback System Fairness in Decentralized Organizations: An Examination of the Issues,13,4,"Hufnagel, Ellen M and Birnberg, Jacob G and Katz Graduate, Joseph M",,,
0000000302,0000000302,article,data/pdfs/17_3/PinsonneaultKraemer1993.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,The Impact of Information Technology on Middle Managers,17,3,"Kraemer, Kenneth L",,,
0000000303,0000000303,article,data/pdfs/1_1/WetherbeWhitehead1977.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A Contingency View of Managing the Data Processing Organization,1,1,"Wetherbe, Jim C and Whitehead, Carlton J",,,
0000000304,0000000304,article,data/pdfs/45_1/ZhangZhangChen2021.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,EARLY BIRD VERSUS LATE OWL: AN EMPIRICAL INVESTIGATION OF INDIVIDUAL SHOPPING TIME HABIT AND ITS EFFECTS 1,45,1,"Zhang, Ziqiong and Zhang, Zili and Chen, Pei-Yu",10.25300/MISQ/2021/14312,,
0000000305,0000000305,article,data/pdfs/10_1/BenbasatDexter1986.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,An Investigation of the Effectiveness of Color and Graphical Information Presentation Under Varying Time Constraints,10,1,"Benbasat, Izak and Dexter, Albert S",,,
0000000306,0000000306,article,data/pdfs/20_2/SmithMilbergBurke1996.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Information Privacy: Measuring Individuals' Concerns About Organizational Practices1,20,2,"Smith, H. Jeff and Milberg, Sandra J and Burke, Sandra J",,,
0000000307,0000000307,article,data/pdfs/43_2/SalovaaraLyytinenPenttinen2019.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,"HIGH RELIABILITY IN DIGITAL ORGANIZING: MINDLESSNESS, THE FRAME PROBLEM, AND DIGITAL OPERATIONS 1",43,2,"Salovaara, Antti and Lyytinen, Kalle and Penttinen, Esko",10.25300/MISQ/2019/14577,,
0000000308,0000000308,article,data/pdfs/46_2/FengClaggettKarahannaEtAl2022.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A RANDOMIZED FIELD EXPERIMENT TO EXPLORE THE IMPACT OF HERDING CUES AS CATALYSTS FOR ADOPTION 1,46,2,"Feng, Katherine and Claggett, Jennifer L and Karahanna, Elena and Kar, Yan and Tam",10.25300/MISQ/2022/16141,,
0000000309,0000000309,article,data/pdfs/37_1/VenkateshBrownBala2013.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,BRIDGING THE QUALITATIVE-QUANTITATIVE DIVIDE: GUIDELINES FOR CONDUCTING MIXED METHODS RESEARCH IN INFORMATION SYSTEMS 1,37,1,"Venkatesh, Viswanath and Brown, Susan A and Bala, Hillol",,,
0000000310,0000000310,article,data/pdfs/45_2/ChauLiYangEtAl2021.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,INCORPORATING THE TIME-ORDER EFFECT OF FEEDBACK IN ONLINE AUCTION MARKETS THROUGH A BAYESIAN UPDATING MODEL 1,45,2,"Chau, Michael and Li, Wenwen and Yang, Boye and Lee, Alice J and Bao, Zhuolan",10.25300/MISQ/2021/15324,,
0000000311,0000000311,article,data/pdfs/31_3/SaundersBenbasat2007.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A Camel Going Through the Eye of a Needle,31,3,"Saunders, Carol and Benbasat, Izak",,,
0000000312,0000000312,article,data/pdfs/44_2/YooGooRao2020.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,IS CYBERSECURITY A TEAM SPORT? A MULTILEVEL EXAMINATION OF WORKGROUP INFORMATION SECURITY EFFECTIVENESS 1,44,2,"Woo, Chul and Goo, Jahyun and Rao, H. Raghav",10.25300/MISQ/2020/15477,,
0000000313,0000000313,article,data/pdfs/40_1/ImJunOhEtAl2016.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,DEAL-SEEKING VERSUS BRAND-SEEKING: SEARCH BEHAVIORS AND PURCHASE PROPENSITIES IN SPONSORED SEARCH PLATFORMS 1,40,1,"Im, Il and Jun, Jongkun and Oh, Wonseok and Jeong, Seok-Oh",,,
0000000314,0000000314,article,data/pdfs/9_2/Ballou1985.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Reconciliation Process for Data Management in Distributed Environments,9,2,"Ballou Girl, Donald P and Tayi, Kumar",,,
0000000315,0000000315,article,data/pdfs/36_3/Dimoka2012.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,HOW TO CONDUCT A FUNCTIONAL MAGNETIC RESONANCE (FMRI) STUDY IN SOCIAL SCIENCE RESEARCH 1,36,3,"Dimoka, Angelika",,,
0000000316,0000000316,article,data/pdfs/40_1/TanBenbasatCenfetelli2016.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,AN EXPLORATORY STUDY OF THE FORMATION AND IMPACT OF ELECTRONIC SERVICE FAILURES 1,40,1,"Tan, Chee-Wee and Benbasat, Izak and Cenfetelli, Ronald T",,,
0000000317,0000000317,article,data/pdfs/38_1/KaneAlaviLabiancaEtAl2014.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,WHAT'S DIFFERENT ABOUT SOCIAL MEDIA NETWORKS? A FRAMEWORK AND RESEARCH AGENDA 1,38,1,"Kane, Gerald C and Alavi, Maryam and Labianca, Joe and Borgatti, Stephen P",,,
0000000318,0000000318,article,data/pdfs/43_4/VenkateshSykesRaiEtAl2019.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,GOVERNANCE AND ICT4D INITIATIVE SUCCESS: A LONGITUDINAL FIELD STUDY OF TEN VILLAGES IN RURAL INDIA 1,43,4,"Venkatesh, Viswanath and Sykes, Tracy Ann and Rai, Arun and Setia, Pankaj",10.25300/MISQ/2019/12337,,
0000000319,0000000319,article,data/pdfs/31_2/AvgerouMcGrath2007.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,"POWER, RATIONALITY, AND THE ART OF LIVING THROUGH SOCIO-TECHNICAL CHANGE 1",31,2,"Avgerou, Chrisanthi and Mcgrath, Kathy",,,
0000000320,0000000320,article,data/pdfs/36_4/ChenChiangStorey2012.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,BUSINESS INTELLIGENCE AND ANALYTICS: FROM BIG DATA TO BIG IMPACT,36,4,"Chen, Hsinchun and Chiang, Roger H L and Lindner, Carl H and Storey, Veda C and Robinson, J. Mack",,,
0000000321,0000000321,article,data/pdfs/17_3/Culnan1993.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,"""How Did They Get My Name?"": An Exploratory Investigation of Consumer Attitudes Toward Secondary Information Use",17,3,"Culnan, Mary J",,,
0000000322,0000000322,article,data/pdfs/40_4/MartensProvostClarkEtAl2016.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,BIG DATA & ANALYTICS IN NETWORKED BUSINESS MINING MASSIVE FINE-GRAINED BEHAVIOR DATA TO IMPROVE PREDICTIVE ANALYTICS 1,40,4,"Martens, David and Provost, Foster and Clark, Jessica and Junqué De Fortuny, Enric",,,
0000000323,0000000323,article,data/pdfs/9_1/LewisCrews1985.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,The Evolution of Benchmarking as a Computer Performance Evaluation Technique,9,1,"Lewis, Byron C and Crews, Albert E",,,
0000000324,0000000324,article,data/pdfs/41_4/Ghoshal2017.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,DRAWING A LINE IN THE SAND: COMMITMENT PROBLEM IN ENDING SOFTWARE SUPPORT 1,41,4,"Ghoshal, Abhijeet and Lahiri, Atanu and Dey, Debabrata",,,
0000000325,0000000325,article,data/pdfs/30_SI/Lyytinen2006.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,,30,,,,,
0000000326,0000000326,article,data/pdfs/11_1/Orman1987.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Information Intensive Modeling,11,1,"Orman, Levent",,,
0000000327,0000000327,article,data/pdfs/44_4/TanPanChenEtAl2020.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,ORGANIZATIONAL SENSEMAKING IN ERP IMPLEMENTATION: THE INFLUENCE OF SENSEMAKING STRUCTURE 1,44,4,"Tan, Barney and Pan, Shan L and Chen, Wenbo and Huang, Lihua",10.25300/MISQ/2020/11872,,
0000000328,0000000328,article,data/pdfs/8_3/KriebelStrong1984.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A Survey of the MIS and Telecommunications Activities of Major Business Firms,8,3,"Kriebel, Charles H and Strong, Diane M",,,
0000000329,0000000329,article,data/pdfs/15_3/BaruaKriebelMukhopadhyay1991.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,An Economic Analysis of Strategic Information Technology Investments',15,3,"Barua, Anitesh and Kriebel, Charles H and Mukhopadhyay, Tridas",,,
0000000330,0000000330,article,data/pdfs/22_3/CarlsonDavis1998.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,"An Investigation of Media Selection Among Directors and Managers: From ""Self"" to ""Other"" Orientation 1",22,3,"Carlson, Patricia J and Davis, Gordon B",,,
0000000331,0000000331,article,data/pdfs/43_1/JianYangBaEtAl2019.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,MANAGING THE CROWDS: THE EFFECT OF PRIZE GUARANTEES AND IN-PROCESS FEEDBACK ON PARTICIPATION IN CROWDSOURCING CONTESTS 1,43,1,"Jian, Lian and Yang, Sha and Ba, Sulin and Lu, Li and Li, Crystal and Jiang",10.25300/MISQ/2019/13649,,
0000000332,0000000332,article,data/pdfs/28_3/LindgrenHenfridssonSchultze2004.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,DESIGN PRINCIPLES FOR COMPETENCE MANAGEMENT SYSTEMS: A SYNTHESIS OF AN ACTION RESEARCH STUDY 1,28,3,"Lindgren, Rikard and Henfridsson, Ola and Schultze, Ulrike",,,
0000000333,0000000333,article,data/pdfs/30_4/BhattacherjeeSanford2006.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,INFLUENCE PROCESSES FOR INFORMATION TECHNOLOGY ACCEPTANCE: AN ELABORATION LIKELIHOOD MODEL 1,30,4,"Sanford, Clive",,,
0000000334,0000000334,article,data/pdfs/32_2/LevinaVaast2006.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,INNOVATING OR DOING AS TOLD? STATUS DIFFERENCES AND OVERLAPPING BOUNDARIES IN OFFSHORE COLLABORATION 1,32,2,"Levina, Natalia and Vaast, Emmanuelle",,,
0000000335,0000000335,article,data/pdfs/30_3/CotteleerBendoly2006.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,ORDER LEAD-TIME IMPROVEMENT FOLLOWING ENTERPRISE INFORMATION TECHNOLOGY IMPLEMENTATION: AN EMPIRICAL STUDY 1,30,3,"Cotteleer, Mark J and Bendoly, Elliot",,,
0000000336,0000000336,article,data/pdfs/33_3/Poole2009.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,"RESPONSE TO JONES AND KARSTEN, ""GIDDENS'S STRUCTURATION THEORY AND INFORMATION SYSTEMS RESEARCH""",33,3,"Carsten, Jones & and Poole, Marshall Scott",,,
0000000337,0000000337,article,data/pdfs/42_4/KarahannaBenbasatBapnaEtAl2018.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Opportunities and Challenges for Different Types of Online Experiments,42,4,"Karahanna, Elena and Benbasat, Izak and Bapna, Ravi and Rai, Arun",,,
0000000338,0000000338,article,data/pdfs/29_3/GattikerGoodhue2005.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,WHAT HAPPENS AFTER ERP IMPLEMENTATION: UNDERSTANDING THE IMPACT OF INTER-DEPENDENCE AND DIFFERENTIATION ON PLANT-LEVEL OUTCOMES 1,29,3,"Gattiker, Thomas F and Goodhue, Dale L",,,
0000000339,0000000339,article,data/pdfs/38_4/ChouZahediZhao2014.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,ONTOLOGY-BASED EVALUATION OF NATURAL DISASTER MANAGEMENT WEBSITES: A MULTISTAKEHOLDER PERSPECTIVE 1,38,4,"Chou, Chen-Huei and Zahedi, Fatemeh Mariam and Zhao, Huimin",,,
0000000340,0000000340,article,data/pdfs/38_1/EtzionPang2014.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,COMPLEMENTARY ONLINE SERVICES IN COMPETITIVE MARKETS: MAINTAINING PROFITABILITY IN THE PRESENCE OF NETWORK EFFECTS 1,38,1,"Etzion, Hila and Pang, Min-Seok",,,
0000000341,0000000341,article,data/pdfs/37_2/Pagani2013.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,DIGITAL BUSINESS STRATEGY AND VALUE CREATION: FRAMING THE DYNAMIC CYCLE OF CONTROL POINTS 1,37,2,"Pagani, Margherita and Bharadwaj, Anandhi and Sawy, Omar A El and Pavlou, Paul A",,,
0000000342,0000000342,article,data/pdfs/13_4/HansenHill1989.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Control and Audit of Electronic Data Interchange,13,4,"Hansen, James V and Hill, Ned C",,,
0000000343,0000000343,article,data/pdfs/5_3/HackathornKeen1981.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Organizational Strategies For Personal Computing In Decision Support Systems*,5,3,"Sprague, Ralph H and Hackathorn, Richard D and Keen, Peter G W",,,
0000000344,0000000344,article,data/pdfs/12_4/ZigursPooleDeSanctis1988.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A Study of Influence in Computer-Mediated Group Decision Making,12,4,"Poole, M. Scott and Desanctis, Gerardine L",,,
0000000345,0000000345,article,data/pdfs/46_2/WangHenfridssonNandhakumarEtAl2022.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,PRODUCT MEANING IN DIGITAL PRODUCT INNOVATION 1,46,2,"Wang, Gongtai and Henfridsson, Ola and Nandhakumar, Joe and Yoo, Youngjin",10.25300/MISQ/2022/15252,,
0000000346,0000000346,article,data/pdfs/36_2/JosephBohAngEtAl2012.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,"THE CAREER PATHS LESS (OR MORE) TRAVELED: A SEQUENCE ANALYSIS OF IT CAREER HISTORIES, MOBILITY PATTERNS, AND CAREER SUCCESS 1",36,2,"Joseph, Damien and Fong Boh, Wai and Ang, Soon and Slaughter, Sandra A",,,
0000000347,0000000347,article,data/pdfs/43_4/LeeParkStraubEtAl2019.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,HOLISTIC ARCHETYPES OF IT OUTSOURCING STRATEGY: A CONTINGENCY FIT AND CONFIGURATIONAL APPROACH 1,43,4,"Lee, Jae-Nam and Park, Youngki and Straub, Detmar W and Koo, Yunmo",10.25300/MISQ/2019/14370,,
0000000348,0000000348,article,data/pdfs/43_4/AdomaviciusBockstedtCurleyEtAl2019.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,REDUCING RECOMMENDER SYSTEM BIASES: AN INVESTIGATION OF RATING DISPLAY DESIGNS 1,43,4,"Adomavicius, Gediminas and Bockstedt, Jesse C and Curley, Shawn P and Zhang, Jingjing",10.25300/MISQ/2019/13949,,
0000000349,0000000349,article,data/pdfs/40_3/WienerMahringRemusEtAl2016.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,CONTROL CONFIGURATION AND CONTROL ENACTMENT IN INFORMATION SYSTEMS PROJECTS: REVIEW AND EXPANDED THEORETICAL FRAMEWORK 1,40,3,"Wiener, Martin and Mähring, Magnus and Remus, Ulrich and Saunders, Carol",,,
0000000350,0000000350,article,data/pdfs/13_4/HaleHasemanGroom1989.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Integrating Islands of Automation,13,4,"Hale, David P and Haseman, William D",,,
0000000351,0000000351,article,data/pdfs/37_4/GeorgeCarlsonValacich2013.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,MEDIA SELECTION AS A STRATEGIC COMPONENT OF COMMUNICATION 1,37,4,"George, Joey F and Carlson, John R and Valacich, Joseph S",,,
0000000352,0000000352,article,data/pdfs/22_3/ZigursBuckland1998.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A Theory of Task/Technology Fit and Group Support Systems Effectiveness I,22,3,"Buckland, Bonnie K",,,
0000000353,0000000353,article,data/pdfs/35_4/MurrayHaubl2011.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,"FREEDOM OF CHOICE, EASE OF USE, AND THE FORMATION OF INTERFACE PREFERENCES 1",35,4,"Murray, Kyle B and Häubl, Gerald",,,
0000000354,0000000354,article,data/pdfs/29_1/MalhotraGosainSawy2005.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,ABSORPTIVE CAPACITY CONFIGURATIONS IN SUPPLY CHAINS: GEARING FOR PARTNER-ENABLED MARKET KNOWLEDGE CREATION 1,29,1,"Malhotra Kenan-Flagler, Arvind and Gosain, Sanjay and Smith, Robert H and Sawy, Omar A El",,,
0000000355,0000000355,article,data/pdfs/10_4/Lee1986.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Usage Pattem and Sources of Assistance For Personal Computer Users,10,4,"Lee, Denis M S",,,
0000000356,0000000356,article,data/pdfs/43_3/Avgerou2019.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,CONTEXTUAL EXPLANATION: ALTERNATIVE APPROACHES AND PERSISTENT CHALLENGES 1,43,3,"Avgerou, Chrisanthi",10.25300/MISQ/2019/13990,,
0000000357,0000000357,article,data/pdfs/27_3/Weber2003b.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Weber/Editor's Comments,27,3,"Weber, Ron",,,
0000000358,0000000358,article,data/pdfs/13_4/NeumannZviran1989.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Factors Affecting the Policy for Distributing Computing Resources,13,4,"Neumann, Seev and Zviran, Moshe",,,
0000000359,0000000359,article,data/pdfs/45_3/FugenerGrahlGuptaEtAl2021.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,SPECIAL ISSUE: MANAGING AI,45,3,"Fügener, Andreas and Grahl, Jörn and Gupta, Alok and Ketter, Wolfgang",10.25300/MISQ/2021/16553,,
0000000360,0000000360,article,data/pdfs/40_4/BaesensBapnaMarsdenEtAl2016.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,BIG DATA & ANALYTICS IN NETWORKED BUSINESS TRANSFORMATIONAL ISSUES OF BIG DATA AND ANALYTICS IN NETWORKED BUSINESS,40,4,"Baesens, Bart and Bapna, Ravi and Marsden, James R and Vanthienen, Jan and Zhao, J. Leon",,,
0000000361,0000000361,article,data/pdfs/29_3/JaspersonCarterZmud2005.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A COMPREHENSIVE CONCEPTUALIZATION OF POST-ADOPTIVE BEHAVIORS ASSOCIATED WITH INFORMATION TECHNOLOGY ENABLED WORK SYSTEMS 1,29,3,"Jasperson, Sean and Carter, Pamela E and Zmud, Robert W and Price, Michael F and Webster, Jane",,,
0000000362,0000000362,article,data/pdfs/17_3/Orlikowski1993.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,CASE Tools as Organizational Change: Investigating Incremental and Radical Changes in Systems Development,17,3,"Orlikowski, Wanda J",,,
0000000363,0000000363,article,data/pdfs/19_2/YeJohnson1995.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,The Impact of Explanation Facilities on User Acceptance of Expert Systems Advice,19,2,"Ye, L. Richard and Johnson, Paul E",,,
0000000364,0000000364,article,data/pdfs/37_3/Goes2013.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,EDITOR'S COMMENTS Information Systems Research and Behavioral Economics,37,3,"Goes, Paulo B and Head, Management",,,
0000000365,0000000365,article,data/pdfs/34_4/WattalSchuffMandviwallaEtAl2010.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,WEB 2.0 AND POLITICS: THE 2008 U.S. PRESIDENTIAL ELECTION AND AN E-POLITICS RESEARCH AGENDA 1,34,4,"Wattal, Sunil and Schuff, David and Mandviwalla, Munir and Williams, Christine B",,,
0000000366,0000000366,article,data/pdfs/18_1/NewmanKozar1994.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A Multimedia Solution to Productivity Gridlock: A Re-Engineered Jewelry Appraisal System at Zale Corporation 1,18,1,"Newman, Julie",,,
0000000367,0000000367,article,data/pdfs/8_3/Huber1984.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Issues in the Design of Group Decision Support Sytems,8,3,"Huber, George P",,,
0000000368,0000000368,article,data/pdfs/35_2/AggarwalDaiWalden2011.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,"THE MORE, THE MERRIER? HOW THE NUMBER OF PARTNERS IN A STANDARD-SETTING INITIATIVE AFFECTS SHAREHOLDER'S RISK AND RETURN 1",35,2,"Aggarwal, Nitin and Dai, Qizhi and Walden, Eric A and Weber, Bruce",,,
0000000369,0000000369,article,data/pdfs/4_1/Firth1980.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,THE IMPACT OF SOME MIS DESIGN VARIABLES ON MANAGERS' EVALUATIONS OF SUBORDINATES' PERFORMANCES*,4,1,"Firth, Michael",,,
0000000370,0000000370,article,data/pdfs/31_1/AhujaChudobaKacmarEtAl2007.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,"IT ROAD WARRIORS: BALANCING WORK-FAMILY CONFLICT, JOB AUTONOMY, AND WORK OVERLOAD TO MITIGATE TURNOVER INTENTIONS 1",31,1,"Ahuja, Manju K and Chudoba, Katherine M and Department, Mis and Kacmar, Charles J and Bartol, Kathryn M and Moore, Jo Ellen and Joseph, Damien and Mcknight, D. Harrison and George, Joey F",,,
0000000371,0000000371,article,data/pdfs/41_1/KudaravalliFarajJohnson2017.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,A CONFIGURAL APPROACH TO COORDINATING EXPERTISE IN SOFTWARE DEVELOPMENT TEAMS 1,41,1,"Kudaravalli, Srinivas and Faraj, Samer and Johnson, Steven L",,,
0000000372,0000000372,article,data/pdfs/35_4/SmithDinevXu2011.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,INFORMATION PRIVACY RESEARCH: AN INTERDISCIPLINARY REVIEW 1,35,4,"Smith, H. Jeff and Dinev, Tamara and Xu, Heng",,,
0000000373,0000000373,article,data/pdfs/16_2/AdamsNelsonTodd1992.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,"Perceived Usefulness, Ease of Use, and Usage of Information Technology: A Replication",16,2,"Adams, Dennis A and Nelson, Ryan and Todd, Peter A",,,
0000000374,0000000374,article,data/pdfs/7_4/Shore1983.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,Reshaping the IS Organization Reshaping the IS Organization,7,4,"Shore, Edwin B",,,
0000000375,0000000375,article,data/pdfs/23_3/TractinskyMeyer1999.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,CHARTJUNK OR GOLDGRAPH? EFFECTS OF PRESENTATION OBJECTIVES AND CONTENT DESIRABILITY ON INFORMATION PRESENTATION 1,23,3,"Tractinsky, Noam and Meyer, Joachim",,,
0000000376,0000000376,article,data/pdfs/38_4/BeckPahlkeSeebach2014.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,SPECIAL ISSUE: IS FOR SYMBOLIC ACTION KNOWLEDGE EXCHANGE AND SYMBOLIC ACTION IN SOCIAL MEDIA-ENABLED ELECTRONIC NETWORKS OF PRACTICE: A MULTILEVEL PERSPECTIVE ON KNOWLEDGE SEEKERS AND CONTRIBUTORS 1,38,4,"Beck, Roman and Pahlke, Immanuel and Seebach, Christoph",,,
0000000377,0000000377,article,data/pdfs/27_1/Nambisan2003.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,INFORMATION SYSTEMS AS A REFERENCE DISCIPLINE FOR NEW PRODUCT DEVELOPMENT 1,27,1,"Nambisan, Satish",,,
0000000378,0000000378,article,data/pdfs/26_1/BaskervilleMyers2002.pdf,lfoppiano/grobid:0.8.1,MIS Quarterly,INFORMATION SYSTEMS AS A REFERENCE DISCIPLINE 1,26,1,"Baskerville, Richard L and Myers, Michael D",,,
