"ID","title","year","author","pages","volume","number","ENTRYTYPE","journal"
"id_0000204","Recurrent atypical hemolytic uremic syndrome associated with factor I mutation in a living related renal transplant recipient",2009,"Chan, M. R. and Thomas, C. P. and Torrealba, J. R. and Djamali, A. and Fernandez, L. A. and Nishimura, C. J. and Smith, R. J. and Samaniego, M. D.","321-326",53,2,"article","American Journal of Kidney Diseases"
"id_0000205","Recurrent atypical hemolytic uremic syndrome associated with factor I mutation in a living related renal transplant recipient",2008,"Chan, M. R. and Thomas, C. P. and Smith, R. J. and Torrealba, J. and Sarrianiego, M.","A39-A39",51,4,"article","American Journal of Kidney Diseases"
"id_0000206","Thrombotic Microangiopathies: From Animal Models to Human Disease and Cure",2011,"Caprioli, Jessica and Remuzzi, Giuseppe and Noris, Marina","337-350",169,,"article","Experimental Models for Renal Diseases: Pathogenesis and Diagnosis"
"id_0000207","Thrombotic microangiopathies: from animal models to human disease and cure",2011,"Caprioli, J. and Remuzzi, G. and Noris, M.","337-350",169,,"article","Contributions to Nephrology"
"id_0000208","Genetics of HUS: the impact of MCP, CFH, and IF mutations on clinical presentation, response to treatment, and outcome",2006,"Caprioli, J. and Noris, M. and Brioschi, S. and Pianetti, G. and Castelletti, F. and Bettinaglio, P. and Mele, C.","1267-1279",108,4,"article","BLOOD"
"id_0000209","Genetics of HUS: the impact of MCP, CFH and IF mutations on clinical presentation, response to treatment, and outcome",2006,"Caprioli, J. and Noris, M. and Brioschi, S. and Pianetti, G. and Castelleti, F. and Bettinaglio, P. and Mele, C.","1267-1279",108,,"article","Blood"
"id_0000210","Current aspects of hemolytic uremic syndrome in children. [Romanian]",2003,"Brumariu, O. and Cucer, F. and Munteanu, M.","253-260",107,2,"article","Revista medico-chirurgicala a Societatii de Medici si Naturalisti din Iasi."
"id_0000211","[Current aspects of hemolytic uremic syndrome in children]. [Review] [16 refs] [Romanian]",2003,"Brumariu, O. and Cucer, F. and Munteanu, M.","253-260",107,2,"article","Revista Medico-Chirurgicala a Societatii de Medici Si Naturalisti Din Iasi"
"id_0000212","Mechanisms of Disease: the complement system in renal injury - new ways of looking at an old foe",2007,"Brown, K. M. and Sacks, S. H. and Sheerin, N. S.","277-286",3,5,"article","Nature Clinical Practice Nephrology"
"id_0000213","Mechanisms of disease: the complement system in renal injury--new ways of looking at an old foe. [Review] [88 refs]",2007,"Brown, K. M. and Sacks, S. H. and Sheerin, N. S.","277-286",3,5,"article","Nature Clinical Practice Nephrology"
"id_0000214","Meningococcal Polysaccharide Vaccine Fails to Protect A Renal Transplant Recipient Receiving Eculizumab from Developing Meningococcal Disease",2011,"Bouts, A. H. and Struijk, G. H. and Rijkers, G. T. and Davin, J. C. and Bemelman, F. J.","110-110",15,,"article","Pediatric Transplantation"
"id_0000215","Meningococcal polysaccharide vaccine fails to protect a renal transplant recipient receiving eculizumab from developing meningococcal disease",2011,"Bouts, A. H. and Struijk, G. H. and Rijkers, G. T. and Davin, J. C. and Bemelman, F. J.","110-110",15,,"article","Pediatric Transplantation.Conference: 6th Congress of the International Pediatric Transplant Association, IPTA 2011 Montreal, QC Canada."
"id_0000216","Insufficient protection by Neisseria meningitidis vaccination alone during eculizumab therapy",2011,"Bouts, A. and Monnens, L. and Davin, J. C. and Struijk, G. and Spanjaard, L.","1919-1920",26,10,"article","Pediatric Nephrology"
"id_0000217","Insufficient protection by Neisseria meningitidis vaccination alone during eculizumab therapy",2011,"Bouts, Antonia and Monnens, Leo and Davin, Jean Claude and Struijk, Geertrude and Spanjaard, Lodewijk","1919-1920",26,10,"article","Pediatric Nephrology"
"id_0000218","The spectrum of phenotypes caused by variants in the CFH gene",2009,"Boon, C. J. F. and van de Kar, N. C. and Klevering, B. J. and Keunen, J. E. E. and Cremers, F. P. M. and Klaver, C. C. W. and Hoyng, C. B. and Daha, M. R. and den Hollandera, A. I.","1573-1594",46,"8-9","article","Molecular Immunology"
"id_0000219","The spectrum of phenotypes caused by variants in the CFH gene.",2009,"Boon, C. J. and van de Kar, N. C. and Klevering, B. J. and Keunen, J. E. and Cremers, F. P. and Klaver, C. C. and Hoyng, C. B. and Daha, M. R. and den Hollander, A. I.","1573-1594",46,"8-9","article","Molecular Immunology"
"id_0000220","Perinatal asphyxia may present with features of neonatal atypical hemolytic uremic syndrome",2007,"Biran, V. and Fau, S. and Jammal, T. and Veinberg, F. and Gold, F. and Bensman, A. and Ulinski, T.","1514-1514",22,9,"article","Pediatric Nephrology"
"id_0000221","Perinatal asphyxia may present with features of neonatal atypical hemolytic uremic syndrome",2007,"Biran, V. and Fau, S. and Jamal, T. and Veinberg, F. and Renolleau, S. and Gold, F. and Bensman, A. and Ulinski, T.","2129-2132",22,12,"article","Pediatric Nephrology"
"id_0000222","Thrombotic microangiopathy: new insights",2010,"Benz, K. and Amann, K.","242-247",19,3,"article","Current Opinion in Nephrology & Hypertension"
"id_0000223","Thrombotic microangiopathy: new insights",2010,"Benz, K. and Amann, K.","242-247",19,3,"article","Current Opinion in Nephrology and Hypertension"
"id_0000224","Thrombotic microangiopathy: new insights.",2010,"Benz, K. and Amann, K.","242-247",19,3,"article","Current Opinion in Nephrology & Hypertension"
"id_0000225","Eculizumab is effective in patients resistant to plasma exchange/infusion with atypical hemolytic uremic syndrome (AHUS)",2011,"Bedrosian, C. and Babu, S. and Furman, R. and Sheerin, N. and Cohen, D. and Gaber, O. and Eitner, F. and Delmas, Y. and Loirat, C. and Greenbaum, L. and Zimmerhaekl, L. and Legendre, C.",,,,"article","Journal of Thrombosis and Haemostasis.Conference: 23rd Congress of the International Society on Thrombosis and Haemostasis 57th Annual SSC Meeting Kyoto Japan."
"id_0000226","Eculizumab is effective in patients resistant to plasma exchange/infusion with atypical hemolytic uremic syndrome (AHUS)",2011,"Bedrosian, C. and Babu, S. and Furman, R. and Sheerin, N. and Cohen, D. and Gaber, O. and Eitner, F. and Delmas, Y.. and Loirat, C. and Greenbaum, L. and Zimmerhaekl, L. and Legendre, C.",,,,"article","J. Thromb. Haemost. Conference: 23rd Congress of the International Society on Thrombosis and Haemostasis 57th Annual SSC Meeting Kyoto Japan."
"id_0000227","Hemolytic uremic syndrome - An example of insufficient complement regulation on self-tissue",2005,"Atkinson, J. P. and Liszewski, M. K. and Richards, A. and Kavanagh, D. and Moulton, E. A.","144-152",1056,,"article","Natural Products and Molecular Therapy"
"id_0000228","Hemolytic uremic syndrome: an example of insufficient complement regulation on self-tissue.",2005,"Atkinson, J. P. and Liszewski, M. K. and Richards, A. and Kavanagh, D. and Moulton, E. A.","144-152",1056,,"article","Annals of the New York Academy of Sciences"
"id_0000229","Indications and contraindications for living kidney donations. [Spanish]",2010,"Andres, A.","30-38",30,"SUPPL","article","Nefrologia."
"id_0000230","Indications and contraindications for living kidney donations",2010,"Andres, A.","30-38",30,"SUPPL","article","Nefrologia"
"id_0000231","[Indications and contraindications of living-donor kidney transplantation]. [Spanish]",2010,"Andres, A.","30-38",30,"Suppl 2","article","Nefrologia"
"id_0000232","Haemolytic uraemic syndrome: An overview",2006,"Amirlak, I. and Amirlak, B.","213-218",11,3,"article","Nephrology"
"id_0000233","Haemolytic uraemic syndrome: an overview. ",2006,"Amirlak, I. and Amirlak, B.","213-218",11,3,"article","Nephrology"
"id_0000234","Open Label Controlled Trial of Eculizumab in Adult Patients With Plasma Therapy-Sensitive Atypical Hemolytic Uremic Syndrome (aHUS)",2011,"Alexion Pharmaceuticals, Inc",,,,"article",
"id_0000235","Open Label Controlled Trial of Eculizumab in Adult Patients With Plasma Therapy-Resistant aHUS",2011,"Alexion Pharmaceuticals, Inc",,,,"article",
"id_0000236","Open Label Controlled Trial of Eculizumab in Adolescent Patients With Plasma Therapy-Sensitive aHUS",2011,"Alexion Pharmaceuticals, Inc",,,,"article",
"id_0000237","Open Label Controlled Trial of Eculizumab in Adolescent Patients With Plasma Therapy-Resistant aHUS",2011,"Alexion Pharmaceuticals, Inc",,,,"article",
"id_0000238","The simple design of complement factor H: Looks can be deceiving",2007,"Alexander, J. J. and Quigg, R. J.","123-132",44,"1-3","article","Molecular Immunology"
"id_0000239","The simple design of complement factor H: Looks can be deceiving.",2007,"Alexander, J. J. and Quigg, R. J.","123-132",44,"1-3","article","Molecular Immunology"
"id_0000240","Eculizumab induces long-term remission in recurrent post-transplant HUS associated with C3 gene mutation",2011,"Al-Akash, S. I. and Almond, P. S. and Savell, V. H., Jr. and Gharaybeh, S. I. and Hogue, C.","613-619",26,4,"article","Pediatric Nephrology"
"id_0000241","Eculizumab induces long-term remission in recurrent post-transplant HUS associated with C3 gene mutation",2011,"Al-Akash, S. I. and Almond, P. S. and Savell, V. H., Jr. and Gharaybeh, S. I. and Hogue, C.","613-619",26,4,"article","Pediatric Nephrology"
"id_0000242","Eculizumab pharmacokinetics and efficacy in a newborn with aHUS: an option in no-candidates to plasmaexchange",2011,"Aguirre, M. and Arrizabalaga, B. and Abarrategui, C. and Morteruel, E. and Lopez-Trascasa, M. and Areses, R. and Quintela, M. J. and Ariceta, G. and $$include title John","1676-1677",26,9,"article","Pediatric Nephrology"
"id_0000243","Eculizumab pharmacokinetics and efficacy in a newborn with aHUS: An option in no-candidates to plasmaexchange",2011,"Aguirre, M. and Arrizabalaga, B. and Abarrategui, C. and Morteruel, E. and Lopez-Trascasa, M. and Areses, R. and Quintela, M. J. and Ariceta, G.","1676-1677",26,9,"article","Pediatric Nephrology.Conference: 44th Annual Scientific Meeting of the European Society for Paediatric Nephrology Cavtat, Dubrovnik Croatia."
"id_0000244","AN OPEN-LABEL, MULTI-CENTRE CLINICAL TRIAL OF ECULIZUMAB IN ADULT PATIENTS WITH ATYPICAL HEMOLYTIC-UREMIC SYNDROME",2012,,,,,"article",
"id_0000245","An open-label, multi-centre controlled clinical trial of eculizumab in adult patients with plasma therapy-resistant Atypical Hemolytic Uremic Syndrome (AHUS)",2012,,,,,"article",
"id_0000246","An open-label, multi-centre controlled clinical trial of eculizumab in adult patients with plasma therapy-sensitive atypical hemolytic uremic syndrome (AHUS)",2012,,,,,"article",
"id_0000247","[Intravenous immunoglobulin therapy for kidney diseases in children]. [Polish]",2011,"Zwolinska, D.","423-426",30,180,"article","Polski Merkuriusz Lekarski"
"id_0000248","[Successful prophylactic plasma infusions in recurrent atypical hemolytic-uremic syndrome]. [Polish]",2006,"Zurowska, A. and Zaluska-Lesniewska, I. and Hladny-Czerska, W.","223-225","63 Suppl 3",,"article","Przeglad Lekarski"
"id_0000249","Use of eculizumab for atypical haemolytic uraemic syndrome and C3 glomerulopathies",2012,"Zuber, J and Fakhouri, F and Roumenina, LT and Loirat, C and Frémeaux-Bacchi, V","643-57",8,11,"article","Nat Rev Nephrol. "
"id_0000250","WIESLAB (R) Alternative Pathway assay as a specific test to support the diagnosis of atypical hemolytic-uremic syndrome: Results of a series of nine cases",2010,"Zoltan, P. and Agnes, S. and George, F. and Lilian, V.","2210-2210",47,13,"article","Molecular Immunology"
"id_0000251","Immunogenicity of meningococcus C vaccination in a patient with atypical hemolytic uremic syndrome (aHUS) on eculizumab therapy",2012,"Zlamy, M and Hofer, J and Elias, J and Vogel, U and Frosch, M and Jungraithmayr, T and Zimmerhackl, LB and Prelog, M","246-50",16,6,"article","Pediatr Transplant"
"id_0000252","Genetic screening in haemolytic uraemic syndrome",2003,"Zipfel, P. F. and Neumann, H. P. H. and Jozsi, M.","653-657",12,6,"article","Current Opinion in Nephrology and Hypertension"
"id_0000253","DEAP-HUS: Deficiency of CFHR plasma proteins and autoantibody-positive form of hemolytic uremic syndrome",2010,"Zipfel, P. F. and Mache, C. and Muller, D. and Licht, C. and Wigger, M. and Skerka, C.","2009-2019",25,10,"article","Pediatric Nephrology"
"id_0000254","Complement and diseases: Defective alternative pathway control results in kidney and eye diseases",2006,"Zipfel, P. F. and Heinen, S. and Jozsi, M. and Skerka, C.","97-106",43,"1-2","article","Molecular Immunology"
"id_0000255","Deletion of complement factor H-related genes CFHR1 and CFHR3 is associated with atypical hemolytic uremic syndrome",2007,"Zipfel, P. F. and Edey, M. and Heinen, S. and Jozsi, M. and Richter, H. and Misselwitz, J. and Hoppe, B. and Routledge, D. and Strain, L. and Hughes, A. E. and Goodship, J. A. and Licht, C. and Goodship, T. H. and Skerka, C.","e41",3,3,"article","PLoS Genetics"
"id_0000256","Hemolytic uremic syndrome: how do factor H mutants mediate endothelial damage?",2001,"Zipfel, P. F.","345-348",22,7,"article","Trends in Immunology"
"id_0000257","Renal transplantation in HUS patients with disorders of complement regulation",2007,"Zimmerhackl, L. B. and Scheiring, J. and Prufer, F. and Taylor, C. M. and Loirat, C.","10-16",22,1,"article","Pediatric Nephrology"
"id_0000258","Editorial: Marginal donors in pediatric solid organ transplantation",2010,"Zimmerhackl, L. B. and Jungraithmayr, T. C. and Tibell, A.","154-155",14,2,"article","Pediatric Transplantation."
"id_0000259","Prophylactic eculizumab after renal transplantation in atypical hemolytic-uremic syndrome",2010,"Zimmerhackl, L. B. and Hofer, J. and Cortina, G. and Mark, W. and Wurzner, R. and Jungraithmayr, T. C. and Khursigara, G. and Kliche, K. O. and Radauer, W.","1746-1748",362,18,"article","New England Journal of Medicine"
"id_0000260","Epidemiology, clinical presentation, and pathophysiology of atypical and recurrent hemolytic uremic syndrome",2006,"Zimmerhackl, L. B. and Besbas, N. and Jungraithmayr, T. and van de Kar, N. and Karch, H. and Karpman, D. and Landau, D. and Loirat, C. and Proesmans, W. and Prufer, F. and Rizzoni, G. and Taylor, M. C.","113-120",32,2,"article","Seminars in Thrombosis and Hemostasis"
"id_0000261","Thrombosis in paroxysmal nocturnal hemoglobinuria at a glance: a clinical review.",2008,"Ziakas, P. D. and Poulou, L. S. and Pomoni, A.","347-353",6,4,"article","Current Vascular Pharmacology"
"id_0000262","Monoclonal antibodies in rare acquired thrombotic disorders: the paradigms of paroxysmal nocturnal hemoglobinuria, thrombotic thrombocytopenic purpura and central retinal vein occlusion.",2010,"Ziakas, P. D. and Kopterides, P. and Voulgarelis, M.","51-58",8,1,"article","Current Vascular Pharmacology"
"id_0000263","Mechanisms of monoclonal antibody-drug interactions",2011,"Zhou, H. and Mascelli, M. A.","359-372",51,,"article","Annual Review of Pharmacology and Toxicology."
"id_0000264","Two patients with CBLG deficiency complicated with atypical hemolytic uraemic syndrome",2011,"Zetterstrom, R. H. and Nordenstrom, A. and Frithiof, D. and Bostrom, J. and Celsi, G. and Herthelius, M. and Krmar, R. and Von, Dobeln U.",,,,"article","Journal of Inherited Metabolic Disease.Conference: Annual Symposium of the Society for the Study of Inborn Errors of Metabolism 2011 Geneva Switzerland."
"id_0000265","The yin and yang of B cells in graft rejection and tolerance",2010,"Zarkhin, V. and Chalasani, G. and Sarwal, M. M.","67-78",24,2,"article","Transplantation Reviews."
"id_0000266","Eculizumab: A novel therapy for paroxysmal nocturnal hemoglobinuria.",2007,"Zareba, K. M.","539-546",43,8,"article","Drugs of Today"
"id_0000267","Barriers to successful transplantation of the sensitized patient",2010,"Zachary, A. A. and Leffell, M. S.","449-460",6,3,"article","Expert Review of Clinical Immunology."
"id_0000268","Quantifying HLA-specific antibodies in patients undergoing desensitization",2011,"Zachary, A. and Reinsmoen, N. L.","410-415",16,4,"article","Current Opinion in Organ Transplantation."
"id_0000269","Year round experimental study on a constant temperature and humidity air-conditioning system driven by ground source heat pump",2011,"Yu, X. and Wang, R. Z. and Zhai, X. Q.","1309-1318",36,2,"article","Energy"
"id_0000270","The Management of Paroxysmal Nocturnal Hemoglobinuria: Recent Advances in Diagnosis and Treatment and New Hope for Patients",2009,"Young, N. S. and Meyers, G. and Schrezenmeier, H. and Hillmen, P. and Hill, A.","S1-S16",46,"SUPPL","article","Seminars in Hematology."
"id_0000271","Safety and efficacy of the terminal complement inhibitor eculizumab in patients with paroxysmal nocturnal hemoglobinuria: Interim shepherd phase III clinical study",2006,"Young, N. S. and Antonioli, E. and Rotoli, B. and Schrezenmeier, H. and Schubert, J. and Urbano-Ispizua, A. and Coyle, L. and de Castro, C. and Fu, C. L. and Maciejewski, J. P. and Mojcik, C. F. and Rother, R. P. and Hillmen, P.","290A-290A",108,11,"article","Blood"
"id_0000272","Atypical hemolytic uremic syndrome (HUS) presenting initially as malignant hypertension",2010,"Yosypiv, I. and Totina, A. and Iorember, F. and El-Dahr, S.","1592-1592",25,8,"article","Pediatric Nephrology"
"id_0000273","Current perspectives on therapeutic antibodies",2010,"Yoon, S. and Kim, Y. S. and Shim, H. and Chung, J.","709-715",15,5,"article","Biotechnology and Bioprocess Engineering."
"id_0000274","Complement factor H gene mutation associated with autosomal recessive atypical hemolytic uremic syndrome",1999,"Ying, L. and Katz, Y. and Schlesinger, M. and Carmi, R. and Shalev, H. and Haider, N. and Beck, G. and Sheffield, V. C. and Landau, D.","1538-1546",65,6,"article","American Journal of Human Genetics"
"id_0000275","Current and novel therapeutics in the treatment of systemic lupus erythematosus",2011,"Yildirim-Toruner, C. and Diamond, B.","303-312",127,2,"article","Journal of Allergy and Clinical Immunology."
"id_0000276","Treatment of dry age-related macular degeneration. [Turkish]",2010,"Yazar, Z. and Zirig, H. I.","253-262",18,4,"article","Retina-Vitreus."
"id_0000277","[Plasma exchange in the treatment of atypical hemolytic-uremic syndrome in 2 children]. [Chinese]",2004,"Yang, Q. and Lin, R. X. and Yang, Y. Z. and Zhuang, J. and Wang, Z.",599,42,8,"article","Zhonghua Erke Zazhi"
"id_0000278","Practical receding-horizon optimization control of the air handling unit in HVAC systems",2005,"Xu, M. and Li, S. Y. and Cai, W. J.","2848-2855",44,8,"article","Industrial & Engineering Chemistry Research"
"id_0000279","Complement factor H polymorphisms, renal phenotypes and age-related macular degeneration: the Blue Mountains Eye Study",2008,"Xing, C. and Sivakumaran, T. A. and Wang, J. J. and Rochtchina, E. and Joshi, T. and Smith, W. and Mitchell, P. and Iyengar, S. K.","231-239",9,3,"article","Genes & Immunity"
"id_0000280","CCLEP Reduces Energy Consumption by More than 50% for a Luxury Shopping Mall",2009,"Wu, L. and Liu, M. and Pang, X. and Wang, G. and Wang, J. and Lewis, T. G.","492-501",,,"article","ASHRAE TRANSACTIONS 2009 ASHRAE Transactions"
"id_0000281","A rare variant in CFH directly links age-related macular degeneration with rare glomerular nephropathies",2011,"Wright, A. F.","1176-1177",43,12,"article","Nature Genetics"
"id_0000282","Eculizumab and temsirolimus",2007,"Worley, K. B. and Whitmore, M. B. and Waddell, J. A. and Solimando,, Jr.","1111-1114",42,12,"article","Hospital Pharmacy."
"id_0000283","JP Morgan Hambrecht & Quist: 3DP, Lundbeck & Serono: 7-10 January 2002, San Francisco, CA, USA",2002,"Worker, C.","124-128",5,2,"article","IDrugs."
"id_0000284","Rapid clearance of t-activation in a child with streptococcus pneumoniae associated atypical hemolytic uremic syndrome with plasmaspheresis using fresh frozen plasma not tested for anti-t antibody lev",2009,"Wong, E. C. C. and Paul, W. and Pary, P. and Stroka, H. L. and Clough, L. and Moudgil, A. and Luban, N. L. C.","86-86",24,2,"article","Journal of Clinical Apheresis.Conference: American Society for Apheresis 30th Annual Meeting San Diego, CA United States."
"id_0000285","Bacterial meningitis: Current therapy and possible future treatment options",2011,"Woehrl, B. and Klein, M. and Grandgirard, D. and Koedel, U. and Leib, S.","1053-1065",9,11,"article","Expert Review of Anti-Infective Therapy."
"id_0000286","Mold contamination and air handling units",2007,"Wilson, S. C. and Palmatier, R. N. and Andriychuk, L. A. and Martin, J. M. and Jumper, C. A. and Holder, H. W. and Straus, D. C.","483-491",4,7,"article","Journal of Occupational & Environmental Hygiene"
"id_0000287","Successful treatment of de novo posttransplant thrombotic microangiopathy with eculizumab",2011,"Wilson, C. H. and Brown, A. L. and White, S. A. and Goodship, T. H. and Sheerin, N. S. and Manas, D. M.","e42-e43",92,8,"article","Transplantation"
"id_0000288","Successful simultaneous liver-kidney transplant in an adult with atypical hemolytic uremic syndrome associated with a mutation in complement factor H",2011,"Wilson, C. and Torpey, N. and Jaques, B. and Strain, L. and Talbot, D. and Manas, D. and Goodship, T.","109-112",58,1,"article","American Journal of Kidney Diseases"
"id_0000289","Familial, atypical hemolytic-uremic syndrome in a premature infant",1998,"Wilson, B. J. and Flynn, J. T.","782-784",12,9,"article","Pediatric Nephrology"
"id_0000290","Antibody-mediated rejection after alemtuzumab induction: incidence, risk factors, and predictors of poor outcome",2011,"Willicombe, M. and Roufosse, C. and Brookes, P. and Galliford, J. W. and McLean, A. G. and Dorling, A. and Warrens, A. N. and Cook, T. H. and Cairns, T. D. and Taube, D.","176-182",92,2,"article","Transplantation"
"id_0000291","New pathophysiological insights and treatment of ANCA-associated vasculitis",2011,"Wilde, B. and Van, Paassen P. and Witzke, O. and Tervaert, J. W. C.","599-612",79,6,"article","Kidney International."
"id_0000292","Successful treatment of a DEAP-HUS with mycophenolate mofetil: A two year follow-up",2010,"Wigger, M. and Druckler, E. and Skerka, C. and Zipfel, P. F. and Haffner, D.","1846-1846",25,9,"article","Pediatric Nephrology.Conference: 15th Congress of the International Pediatric Nephrology Association, IPNA 2010 New York, NY United States."
"id_0000293","Novel therapeutics for systemic lupus erythematosus",2006,"Wiesendanger, M. and Stanevsky, A. and Kovsky, S. and Diamond, B.","227-235",18,3,"article","Current Opinion in Rheumatology."
"id_0000294","The mammalian innate immune system: Potential targets for drug development",2005,"Wheeler, T. T. and Hood, K. A.","237-247",5,2,"article","Current Drug Targets: Immune, Endocrine and Metabolic Disorders."
"id_0000295","Mutations in the CFHR5 gene and in genes encoding components of the membrane attack complex in patients with atypical hemolytic uremic syndrome",2011,"Westra, D. and Volokhina, E. B. and Klaasen, A. and Held, N. M. and van de Kar, N. C. A. J. and van den Heuvel, L. P. W. J.","1682-1682",48,14,"article","Molecular Immunology"
"id_0000296","Linkage analysis and mutational screening in a family with atypical HUS",2010,"Westra, D. and Volokhina, E. and van, der V. and van de Kar, N. and van den Heuvel, L.","1921-1921",25,9,"article","Pediatric Nephrology.Conference: 15th Congress of the International Pediatric Nephrology Association, IPNA 2010 New York, NY United States."
"id_0000297","Genetic disorders in complement (regulating) genes in patients with atypical haemolytic uraemic syndrome (aHUS)",2010,"Westra, D. and Volokhina, E. and van der Heijden, E. and Vos, A. and Huigen, M. and Jansen, J. and van, Kaauwen E. and van, der V. and van de Kar, N. and van den Heuvel, L.","2195-2202",25,7,"article","Nephrology Dialysis Transplantation"
"id_0000298","Mutations in the CFHR5 gene and in genes encoding components of the terminal complement pathway in patients with atypical hemolytic uremic syndrome",2011,"Westra, D. and Volokhina, E. and Geerdink, L. and Klaasen, A. and Held, N. and Huigen, M. and van de Kar, N. and van den Heuvel, L.","1575-1575",26,9,"article","Pediatric Nephrology"
"id_0000299","Genetic Aberrations in Complement (Regulating) Genes in Patients with Atypical Hemolytic Uremic Syndrome (Ahus)",2009,"Westra, D. and van den Heuvel, L. P. W. and van de Kar, N. J. C. and van der Heijden, E. H. M.","1798-1798",24,9,"article","Pediatric Nephrology"
"id_0000300","Molecular genetic aberrations in complement (regulating) genes in patients with atypical haemolytic uremic syndrome",2009,"Westra, D. and van de Kar, N. J. C. A. and van den Heuvel, L. P. W. J.","886-886",24,4,"article","Pediatric Nephrology"
"id_0000301","ABO-incompatible hearts for infant transplantation",2011,"West, L. J.","548-554",16,5,"article","Current Opinion in Organ Transplantation."
"id_0000302","Magnesium supplementation during pediatric apheresis procedures",2011,"West, F. B. and Jata, E. and Hirst, K. and Verburgt, A. and Orsini, E.","63-64",26,2,"article","Journal of Clinical Apheresis.Conference: 32nd Annual Meeting of the American Society for Apheresis Scottsdale, AZ United States."
"id_0000303","Peripartum microangiopathic hemolytic anemias",2009,"Werch, J. B. and Coll, B. and Szigeti, R.","86-87",24,2,"article","Journal of Clinical Apheresis.Conference: American Society for Apheresis 30th Annual Meeting San Diego, CA United States."
"id_0000304","Haemolytic uraemic syndrome. Clinical features, treatment and prognostic indicators",1996,"WendeFischer, R. and Hoyer, P. F. and Offner, G. and Brodehl, J.","526-533",144,5,"article","Monatsschrift Kinderheilkunde"
"id_0000305","Enteroaggregative Escherichia coli: epidemiology, virulence and detection",2007,"Weintraub, A.","4-8",56,1,"article","Journal of Medical Microbiology"
"id_0000306","Atypical (nondiarrheal) hemolytic-uremic syndrome (HUS) in children",1999,"Weglarska, J. and Roszkowska-Blaim, M. and Kuzma, E. and Krzemien, G. and Szmigielska, A.","A77",14,9,"article","Nephrology Dialysis Transplantation"
"id_0000307","Extended risk manaaement proposal challenge manufacturers: The FDA seeks new strategies for improving the safe use of opioids and other high-risk medicines, including erythropoiesis stimulating agents",2009,"Wechsler, J.","16-17",22,7,"article","BioPharm International."
"id_0000308","Atypical hemolytic uremic syndrome responsive to steroids and intravenous immune globulin",2009,"Watt, T. and Warshaw, B. and Katzenstein, H. M.","90-91",53,1,"article","Pediatric Blood & Cancer"
"id_0000309","Novel inborn error of folate metabolism: identification by exome capture and sequencing of mutations in the MTHFD1 gene in a single proband",2011,"Watkins, D. and Schwartzentruber, J. A. and Ganesh, J. and Orange, J. S. and Kaplan, B. S. and Nunez, L. D. and Majewski, J. and Rosenblatt, D. S.","590-592",48,9,"article","Journal of Medical Genetics"
"id_0000310","Successful renal transplantation in factor H autoantibody associated HUS with CFHR1 and 3 deficiency and CFH variant G2850T",2010,"Waters, A. M. and Pappworth, I. and Marchbank, K. and Bockenhauer, D. and Tullus, K. and Pickering, M. C. and Strain, L. and Sebire, N. and Shroff, R. and Marks, S. D. and Goodship, T. H. and Rees, L.","168-172",10,1,"article","American Journal of Transplantation"
"id_0000311","Atypical hemolytic uremic syndrome: an unsolved case of complement dysregulation",2007,"Waters, A. and Trautmann, A. and Zipfel, P. and Harvey, E. and Licht, C.","1595-1595",22,9,"article","Pediatric Nephrology"
"id_0000312","Deficiency of FHR-1/FHR-3 causes atypical hemolytic uremic syndrome",2007,"Waters, A. and Al Maghrabi, M. and Geary, D. and Zipfel, P. and Licht, C.","1480-1480",22,9,"article","Pediatric Nephrology"
"id_0000313","Optimizing treatment strategies in paediatric atypical hemolytic uremic syndrome",2011,"Waters, A.","1917-1918",26,10,"article","Pediatric Nephrology"
"id_0000314","Inherited factor H dysfunction and complement-associated glomerulonephritis in renal grafts of first and second transplantations",2001,"Watanabe, S. and Yamaguchi, Y. and Suzuki, T. and Ikezoe, M. and Matsumoto, N. and Chikamoto, H. and Nagafuchi, H. and Horita, S. and Hattori, M. and Shiraga, H. and Tokumoto, T. and Tanabe, K. and Toma, H. and Ito, K.","45-50",15,,"article","Clinical Transplantation"
"id_0000315","Three new polymorphisms in the human complement factor H gene and promoter region",1997,"Warwicker, P and Goodship, TH and Goodship, JA","437-38",46,,"article","Immunogenetics"
"id_0000316","Incompatible kidney transplantation: Lessons from a decade of desensitization and paired kidney exchange",2010,"Warren, D. S. and Montgomery, R. A.","257-264",47,"1-3","article","Immunologic Research."
"id_0000317","The role of anti-inflammatory agents in age-related macular degeneration (AMD) treatment",2011,"Wang, Y. and Wang, V. M. and Chan, C. C.","127-139",25,2,"article","Eye."
"id_0000318","Complementary therapies for inflammation",2006,"Wang, Y.","1224-1226",24,10,"article","Nature Biotechnology"
"id_0000319","Sensor fault detection and diagnosis of air-handling units using a condition-based adaptive statistical method",2006,"Wang, S. W. and Xiao, F.","127-150",12,1,"article","Hvac&R Research"
"id_0000320","Research on energy consumption of variable frequency chilled water pumps in air-conditioning systems",2003,"Wang, H. D.","607-610",,,"article","Cryogenics and Refrigeration - Proceedings of Iccr'2003"
"id_0000321","Intravascular Platelet Activation in the Hemolytic Uremic Syndrome",1988,"Walters, M. D. S. and Levin, M. and Smith, C. and Nokes, T. J. C. and Hardisty, R. M. and Dillon, M. J. and Barratt, T. M.","107-115",33,1,"article","Kidney International"
"id_0000322","Biopharmaceuticals: Approval trends in 2007",2008,"Walsh, G.","52-65",21,10,"article","BioPharm International."
