package,time,dataset,TP,FP,FN,TN,false_positive_rate,specificity,sensitivity,precision,f1,runtime
bib-dedupe,2023-11-21 15:44,problem_cases,131,12,211,236,0.0483870967741935,0.9516129032258064,0.3830409356725146,0.916083916083916,0.5402061855670104,0:00:02
asreview,2023-11-21 15:44,problem_cases,175,3,167,245,0.0120967741935483,0.9879032258064516,0.5116959064327485,0.9831460674157304,0.6730769230769231,0:00:00
bib-dedupe,2023-11-21 16:22,problem_cases,152,12,190,236,0.0483870967741935,0.9516129032258064,0.4444444444444444,0.926829268292683,0.6007905138339921,0:00:02
asreview,2023-11-21 16:22,problem_cases,184,3,158,245,0.0120967741935483,0.9879032258064516,0.5380116959064327,0.983957219251337,0.6956521739130435,0:00:00
bib-dedupe,2023-11-21 16:24,problem_cases,152,12,190,236,0.0483870967741935,0.9516129032258064,0.4444444444444444,0.926829268292683,0.6007905138339921,0:00:02
asreview,2023-11-21 16:24,problem_cases,184,3,158,245,0.0120967741935483,0.9879032258064516,0.5380116959064327,0.983957219251337,0.6956521739130435,0:00:00
bib-dedupe,2023-11-21 16:28,problem_cases,153,12,189,236,0.0483870967741935,0.9516129032258064,0.4473684210526316,0.9272727272727272,0.6035502958579881,0:00:02
asreview,2023-11-21 16:28,problem_cases,184,3,158,245,0.0120967741935483,0.9879032258064516,0.5380116959064327,0.983957219251337,0.6956521739130435,0:00:00
bib-dedupe,2023-11-21 17:26,digital_work,354,0,7,6798,0.0,1.0,0.9806094182825484,1.0,0.9902097902097902,0:01:05
asreview,2023-11-21 17:26,digital_work,333,218,28,6580,0.0320682553692262,0.9679317446307738,0.922437673130194,0.604355716878403,0.730263157894737,0:00:00
bib-dedupe,2023-11-21 17:26,diabetes,1258,3,3,581,0.0051369863013698,0.9948630136986302,0.9976209357652656,0.9976209357652656,0.9976209357652656,0:00:07
asreview,2023-11-21 17:26,diabetes,1242,24,19,560,0.0410958904109589,0.958904109589041,0.984932593180016,0.981042654028436,0.9829837752275424,0:00:00
bib-dedupe,2023-11-21 17:27,respiratory,387,1,47,1553,0.0006435006435006,0.9993564993564994,0.8917050691244239,0.9974226804123713,0.9416058394160584,0:00:09
asreview,2023-11-21 17:27,respiratory,391,15,43,1539,0.0096525096525096,0.9903474903474904,0.9009216589861752,0.9630541871921182,0.930952380952381,0:00:00
bib-dedupe,2023-11-21 17:49,srsr,16701,33,157,36110,0.0009130398694076,0.9990869601305924,0.9906869142247005,0.9980279670132663,0.9943438914027148,0:18:35
asreview,2023-11-21 18:06,srsr,16059,302,799,35841,0.0083556981988213,0.9916443018011788,0.9526041048760232,0.9815414705702584,0.966856317167886,0:00:02
bib-dedupe,2023-11-21 19:02,depression,9592,16,561,69711,0.0002294663473259,0.999770533652674,0.9447453954496208,0.9983347210657784,0.9708010728202014,0:49:44
asreview,2023-11-21 19:39,depression,8453,52,1700,69675,0.0007457656288094,0.9992542343711904,0.8325618043927903,0.993885949441505,0.9060992603708864,0:00:03
bib-dedupe,2023-11-21 19:39,neuroimaging,1257,4,42,2135,0.0018700327255726,0.9981299672744272,0.9676674364896074,0.9968279143536876,0.98203125,0:00:15
asreview,2023-11-21 19:39,neuroimaging,1229,9,70,2130,0.0042075736325385,0.9957924263674616,0.9461123941493456,0.9927302100161552,0.9688608592826172,0:00:00
bib-dedupe,2023-11-21 19:40,stroke,302,1,12,977,0.0010224948875255,0.9989775051124744,0.961783439490446,0.9966996699669968,0.9789303079416533,0:00:08
asreview,2023-11-21 19:40,stroke,306,13,8,965,0.0132924335378323,0.9867075664621676,0.9745222929936306,0.9592476489028212,0.966824644549763,0:00:00
bib-dedupe,2023-11-21 19:40,haematology,101,0,32,1282,0.0,1.0,0.7593984962406015,1.0,0.8632478632478633,0:00:11
asreview,2023-11-21 19:40,haematology,107,32,26,1250,0.0249609984399376,0.9750390015600624,0.8045112781954887,0.7697841726618705,0.786764705882353,0:00:00
bib-dedupe,2023-11-21 19:42,cardiac,3439,1,93,5415,0.0001846381093057,0.9998153618906942,0.9736693091732728,0.9997093023255814,0.9865174985656912,0:01:11
asreview,2023-11-21 19:42,cardiac,3028,122,504,5294,0.0225258493353028,0.9774741506646972,0.8573046432616082,0.9612698412698412,0.9063154744088596,0:00:00
bib-dedupe,2023-11-21 19:42,cytology_screening,721,1,50,1084,0.0009216589861751,0.9990783410138248,0.9351491569390402,0.9986149584487536,0.9658405894172808,0:00:06
asreview,2023-11-21 19:42,cytology_screening,697,10,74,1075,0.0092165898617511,0.9907834101382488,0.9040207522697796,0.9858557284299858,0.9431664411366713,0:00:00
bib-dedupe,2023-11-21 19:53,problem_cases,239,16,431,574,0.0271186440677966,0.9728813559322034,0.3567164179104478,0.9372549019607844,0.5167567567567568,0:00:03
asreview,2023-11-21 19:53,problem_cases,464,5,206,585,0.0084745762711864,0.9915254237288136,0.6925373134328359,0.9893390191897654,0.8147497805092185,0:00:00
bib-dedupe,2023-11-21 20:24,digital_work,354,0,7,6798,0.0,1.0,0.9806094182825484,1.0,0.9902097902097902,0:01:30
asreview,2023-11-21 20:24,digital_work,333,218,28,6580,0.0320682553692262,0.9679317446307738,0.922437673130194,0.604355716878403,0.730263157894737,0:00:00
bib-dedupe,2023-11-21 20:24,diabetes,1260,3,1,581,0.0051369863013698,0.9948630136986302,0.999206978588422,0.997624703087886,0.9984152139461172,0:00:11
asreview,2023-11-21 20:25,diabetes,1242,24,19,560,0.0410958904109589,0.958904109589041,0.984932593180016,0.981042654028436,0.9829837752275424,0:00:00
bib-dedupe,2023-11-21 20:25,respiratory,395,1,39,1553,0.0006435006435006,0.9993564993564994,0.9101382488479264,0.9974747474747476,0.9518072289156628,0:00:12
asreview,2023-11-21 20:25,respiratory,391,15,43,1539,0.0096525096525096,0.9903474903474904,0.9009216589861752,0.9630541871921182,0.930952380952381,0:00:00
bib-dedupe,2023-11-21 20:52,srsr,16703,33,155,36110,0.0009130398694076,0.9990869601305924,0.9908055522600546,0.9980282026768642,0.9944037625766504,0:22:50
bib-dedupe,2023-11-21 21:23,digital_work,354,1,7,6797,0.0001471020888496,0.9998528979111504,0.9806094182825484,0.9971830985915492,0.988826815642458,0:21:28
asreview,2023-11-21 21:23,digital_work,333,218,28,6580,0.0320682553692262,0.9679317446307738,0.922437673130194,0.604355716878403,0.730263157894737,0:00:00
bib-dedupe,2023-11-21 21:24,diabetes,1260,3,1,581,0.0051369863013698,0.9948630136986302,0.999206978588422,0.997624703087886,0.9984152139461172,0:01:18
asreview,2023-11-21 21:24,diabetes,1242,24,19,560,0.0410958904109589,0.958904109589041,0.984932593180016,0.981042654028436,0.9829837752275424,0:00:00
bib-dedupe,2023-11-21 21:26,respiratory,401,0,34,1553,0.0,1.0,0.92183908045977,1.0,0.9593301435406698,0:01:31
asreview,2023-11-21 21:26,respiratory,392,14,43,1539,0.009014810045074,0.990985189954926,0.9011494252873564,0.9655172413793104,0.9322235434007136,0:00:00
bib-dedupe,2023-11-21 22:33,srsr,16706,35,152,36108,0.0009683756190686,0.9990316243809312,0.9909835093130858,0.9979093244131176,0.9944343581654216,1:03:21
asreview,2023-11-21 22:50,srsr,16059,302,799,35841,0.0083556981988213,0.9916443018011788,0.9526041048760232,0.9815414705702584,0.966856317167886,0:00:02
bib-dedupe,2023-11-22 00:33,depression,9972,17,181,69710,0.0002438079940338,0.999756192005966,0.9821727568206442,0.9982981279407348,0.9901697944593388,1:36:01
asreview,2023-11-22 01:09,depression,8453,52,1700,69675,0.0007457656288094,0.9992542343711904,0.8325618043927903,0.993885949441505,0.9060992603708864,0:00:03
bib-dedupe,2023-11-22 01:10,neuroimaging,1272,4,27,2135,0.0018700327255726,0.9981299672744272,0.979214780600462,0.9968652037617556,0.9879611650485436,0:00:41
asreview,2023-11-22 01:10,neuroimaging,1229,9,70,2130,0.0042075736325385,0.9957924263674616,0.9461123941493456,0.9927302100161552,0.9688608592826172,0:00:00
bib-dedupe,2023-11-22 01:10,stroke,304,1,10,977,0.0010224948875255,0.9989775051124744,0.9681528662420382,0.99672131147541,0.9822294022617124,0:00:27
asreview,2023-11-22 01:10,stroke,306,13,8,965,0.0132924335378323,0.9867075664621676,0.9745222929936306,0.9592476489028212,0.966824644549763,0:00:00
bib-dedupe,2023-11-22 01:11,haematology,106,0,27,1282,0.0,1.0,0.7969924812030075,1.0,0.8870292887029287,0:00:43
asreview,2023-11-22 01:11,haematology,109,32,24,1250,0.0249609984399376,0.9750390015600624,0.8195488721804511,0.7730496453900709,0.7956204379562043,0:00:00
bib-dedupe,2023-11-22 01:17,cardiac,3488,1,44,5415,0.0001846381093057,0.9998153618906942,0.987542468856172,0.999713384924047,0.9935906566016236,0:05:14
asreview,2023-11-22 01:18,cardiac,3028,122,504,5294,0.0225258493353028,0.9774741506646972,0.8573046432616082,0.9612698412698412,0.9063154744088596,0:00:00
bib-dedupe,2023-11-22 01:18,cytology_screening,763,1,8,1084,0.0009216589861751,0.9990783410138248,0.9896238651102464,0.9986910994764396,0.9941368078175896,0:00:24
asreview,2023-11-22 01:18,cytology_screening,737,11,34,1074,0.0101382488479262,0.9898617511520738,0.9559014267185474,0.9852941176470588,0.9703752468729429,0:00:00
bib-dedupe,2023-11-22 06:35,problem_cases,10,1,44,45,0.0217391304347826,0.9782608695652174,0.1851851851851851,0.9090909090909092,0.3076923076923076,0:00:37
asreview,2023-11-22 06:35,problem_cases,21,0,33,46,0.0,1.0,0.3888888888888889,1.0,0.56,0:00:00
bib-dedupe,2023-11-22 07:20,problem_cases,16,1,38,45,0.0217391304347826,0.9782608695652174,0.2962962962962963,0.9411764705882352,0.4507042253521126,0:00:45
asreview,2023-11-22 07:20,problem_cases,23,0,31,46,0.0,1.0,0.4259259259259259,1.0,0.5974025974025974,0:00:00
bib-dedupe,2023-11-22 07:47,problem_cases,26,1,28,45,0.0217391304347826,0.9782608695652174,0.4814814814814814,0.9629629629629628,0.6419753086419752,0:00:36
asreview,2023-11-22 07:47,problem_cases,24,0,30,46,0.0,1.0,0.4444444444444444,1.0,0.6153846153846153,0:00:00
bib-dedupe,2023-11-22 07:57,problem_cases,30,1,23,46,0.0212765957446808,0.9787234042553192,0.5660377358490566,0.967741935483871,0.7142857142857144,0:00:29
asreview,2023-11-22 07:57,problem_cases,24,0,29,47,0.0,1.0,0.4528301886792453,1.0,0.6233766233766235,0:00:00
bib-dedupe,2023-11-22 08:17,problem_cases,28,4,22,31,0.1142857142857142,0.8857142857142857,0.56,0.875,0.6829268292682927,0:00:01
asreview,2023-11-22 08:17,problem_cases,42,3,8,32,0.0857142857142857,0.9142857142857144,0.84,0.9333333333333332,0.8842105263157894,0:00:00
bib-dedupe,2023-11-22 08:54,problem_cases,28,4,22,31,0.1142857142857142,0.8857142857142857,0.56,0.875,0.6829268292682927,0:00:00
asreview,2023-11-22 08:54,problem_cases,42,3,8,32,0.0857142857142857,0.9142857142857144,0.84,0.9333333333333332,0.8842105263157894,0:00:00
bib-dedupe,2023-11-22 08:55,problem_cases,28,4,22,31,0.1142857142857142,0.8857142857142857,0.56,0.875,0.6829268292682927,0:00:00
asreview,2023-11-22 08:55,problem_cases,42,3,8,32,0.0857142857142857,0.9142857142857144,0.84,0.9333333333333332,0.8842105263157894,0:00:00
bib-dedupe,2023-11-22 08:58,problem_cases,28,3,22,32,0.0857142857142857,0.9142857142857144,0.56,0.9032258064516128,0.691358024691358,0:00:01
asreview,2023-11-22 08:58,problem_cases,42,3,8,32,0.0857142857142857,0.9142857142857144,0.84,0.9333333333333332,0.8842105263157894,0:00:00
bib-dedupe,2023-11-22 09:08,problem_cases,30,3,19,33,0.0833333333333333,0.9166666666666666,0.6122448979591837,0.9090909090909092,0.7317073170731708,0:00:00
asreview,2023-11-22 09:08,problem_cases,43,3,6,33,0.0833333333333333,0.9166666666666666,0.8775510204081632,0.9347826086956522,0.9052631578947368,0:00:00
bib-dedupe,2023-11-22 09:14,problem_cases,40,3,9,33,0.0833333333333333,0.9166666666666666,0.8163265306122449,0.9302325581395348,0.8695652173913043,0:00:00
asreview,2023-11-22 09:14,problem_cases,45,3,4,33,0.0833333333333333,0.9166666666666666,0.9183673469387756,0.9375,0.9278350515463918,0:00:00
bib-dedupe,2023-11-22 09:16,problem_cases,40,3,9,33,0.0833333333333333,0.9166666666666666,0.8163265306122449,0.9302325581395348,0.8695652173913043,0:00:01
asreview,2023-11-22 09:16,problem_cases,45,3,4,33,0.0833333333333333,0.9166666666666666,0.9183673469387756,0.9375,0.9278350515463918,0:00:00
bib-dedupe,2023-11-22 09:26,problem_cases,41,3,8,33,0.0833333333333333,0.9166666666666666,0.8367346938775511,0.9318181818181818,0.8817204301075268,0:00:01
asreview,2023-11-22 09:26,problem_cases,45,3,4,33,0.0833333333333333,0.9166666666666666,0.9183673469387756,0.9375,0.9278350515463918,0:00:00
bib-dedupe,2023-11-22 09:32,problem_cases,42,3,7,33,0.0833333333333333,0.9166666666666666,0.8571428571428571,0.9333333333333332,0.8936170212765957,0:00:01
asreview,2023-11-22 09:32,problem_cases,45,3,4,33,0.0833333333333333,0.9166666666666666,0.9183673469387756,0.9375,0.9278350515463918,0:00:00
bib-dedupe,2023-11-22 09:33,problem_cases,42,3,7,33,0.0833333333333333,0.9166666666666666,0.8571428571428571,0.9333333333333332,0.8936170212765957,0:00:01
asreview,2023-11-22 09:33,problem_cases,45,3,4,33,0.0833333333333333,0.9166666666666666,0.9183673469387756,0.9375,0.9278350515463918,0:00:00
bib-dedupe,2023-11-22 10:11,digital_work,355,0,7,6797,0.0,1.0,0.9806629834254144,1.0,0.99023709902371,0:07:42
asreview,2023-11-22 10:11,digital_work,334,218,28,6579,0.0320729733706046,0.9679270266293952,0.9226519337016574,0.605072463768116,0.7308533916849016,0:00:00
bib-dedupe,2023-11-22 10:12,diabetes,1260,3,1,581,0.0051369863013698,0.9948630136986302,0.999206978588422,0.997624703087886,0.9984152139461172,0:00:17
asreview,2023-11-22 10:12,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-11-22 10:12,respiratory,400,0,35,1553,0.0,1.0,0.9195402298850576,1.0,0.9580838323353292,0:00:22
asreview,2023-11-22 10:12,respiratory,392,14,43,1539,0.009014810045074,0.990985189954926,0.9011494252873564,0.9655172413793104,0.9322235434007136,0:00:00
bib-dedupe,2023-11-22 10:46,srsr,16711,30,147,36113,0.000830036244916,0.999169963755084,0.9912801044014712,0.9982079923541008,0.994731986071014,0:29:10
asreview,2023-11-22 11:02,srsr,16099,304,759,35839,0.0084110339484824,0.9915889660515176,0.954976865583106,0.9814668048527708,0.9680406482066084,0:00:02
bib-dedupe,2023-11-22 12:33,depression,9989,17,164,69710,0.0002438079940338,0.999756192005966,0.9838471387767164,0.998301019388367,0.9910213800287712,1:23:06
asreview,2023-11-22 13:28,depression,8691,52,1462,69675,0.0007457656288094,0.9992542343711904,0.8560031517777996,0.9940523847649548,0.9198772226926332,0:00:04
bib-dedupe,2023-11-22 13:29,neuroimaging,1291,3,7,2137,0.0014018691588785,0.9985981308411216,0.9946070878274268,0.9976816074188564,0.996141975308642,0:00:27
asreview,2023-11-22 13:29,neuroimaging,1261,9,37,2131,0.0042056074766355,0.9957943925233644,0.9714946070878274,0.9929133858267716,0.9820872274143304,0:00:00
bib-dedupe,2023-11-22 13:29,stroke,304,1,10,977,0.0010224948875255,0.9989775051124744,0.9681528662420382,0.99672131147541,0.9822294022617124,0:00:10
asreview,2023-11-22 13:29,stroke,306,13,8,965,0.0132924335378323,0.9867075664621676,0.9745222929936306,0.9592476489028212,0.966824644549763,0:00:00
bib-dedupe,2023-11-22 13:30,haematology,106,0,27,1282,0.0,1.0,0.7969924812030075,1.0,0.8870292887029287,0:00:24
asreview,2023-11-22 13:30,haematology,109,32,24,1250,0.0249609984399376,0.9750390015600624,0.8195488721804511,0.7730496453900709,0.7956204379562043,0:00:00
bib-dedupe,2023-11-22 13:34,cardiac,3509,1,22,5416,0.0001846040243677,0.9998153959756324,0.9937694704049844,0.9997150997150998,0.9967334185485016,0:03:41
asreview,2023-11-22 13:34,cardiac,3115,122,416,5295,0.0225216909728632,0.9774783090271368,0.8821863494760691,0.96231078158789,0.9205082742316784,0:00:00
bib-dedupe,2023-11-22 13:35,cytology_screening,764,1,7,1084,0.0009216589861751,0.9990783410138248,0.9909208819714656,0.9986928104575163,0.9947916666666669,0:00:11
asreview,2023-11-22 13:35,cytology_screening,737,11,34,1074,0.0101382488479262,0.9898617511520738,0.9559014267185474,0.9852941176470588,0.9703752468729429,0:00:00
bib-dedupe,2023-11-22 15:43,digital_work,355,0,7,6797,0.0,1.0,0.9806629834254144,1.0,0.99023709902371,0:10:16
asreview,2023-11-22 15:44,digital_work,334,218,28,6579,0.0320729733706046,0.9679270266293952,0.9226519337016574,0.605072463768116,0.7308533916849016,0:00:00
bib-dedupe,2023-11-22 15:59,cardiac,3509,1,22,5416,0.0001846040243677,0.9998153959756324,0.9937694704049844,0.9997150997150998,0.9967334185485016,0:05:10
asreview,2023-11-22 16:00,cardiac,3115,122,416,5295,0.0225216909728632,0.9774783090271368,0.8821863494760691,0.96231078158789,0.9205082742316784,0:00:01
bib-dedupe,2023-11-22 16:13,cardiac,3511,1,20,5416,0.0001846040243677,0.9998153959756324,0.9943358821863496,0.9997152619589976,0.9970183160584978,0:04:55
asreview,2023-11-22 16:14,cardiac,3115,122,416,5295,0.0225216909728632,0.9774783090271368,0.8821863494760691,0.96231078158789,0.9205082742316784,0:00:00
bib-dedupe,2023-11-22 16:46,cardiac,3514,1,16,5417,0.0001845699520118,0.9998154300479882,0.9954674220963172,0.9997155049786628,0.997586941092974,0:04:52
asreview,2023-11-22 16:46,cardiac,3115,123,415,5295,0.0227021040974529,0.9772978959025472,0.8824362606232294,0.96201358863496,0.9205082742316786,0:00:00
bib-dedupe,2023-11-22 16:58,cardiac,3514,1,16,5417,0.0001845699520118,0.9998154300479882,0.9954674220963172,0.9997155049786628,0.997586941092974,0:04:55
asreview,2023-11-22 16:58,cardiac,3115,123,415,5295,0.0227021040974529,0.9772978959025472,0.8824362606232294,0.96201358863496,0.9205082742316786,0:00:00
bib-dedupe,2023-11-22 17:12,cardiac,3514,1,16,5417,0.0001845699520118,0.9998154300479882,0.9954674220963172,0.9997155049786628,0.997586941092974,0:05:06
asreview,2023-11-22 17:13,cardiac,3116,123,414,5295,0.0227021040974529,0.9772978959025472,0.8827195467422096,0.9620253164556962,0.920667750036933,0:00:00
bib-dedupe,2023-11-22 17:37,cardiac,2671,0,859,5418,0.0,1.0,0.756657223796034,1.0,0.8614739558135784,0:03:53
bib-dedupe,2023-11-22 17:44,cardiac,2671,0,859,5418,0.0,1.0,0.756657223796034,1.0,0.8614739558135784,0:04:01
asreview,2023-11-22 17:44,cardiac,3116,123,414,5295,0.0227021040974529,0.9772978959025472,0.8827195467422096,0.9620253164556962,0.920667750036933,0:00:00
bib-dedupe,2023-11-22 20:59,cardiac,3514,1,16,5417,0.0001845699520118,0.9998154300479882,0.9954674220963172,0.9997155049786628,0.997586941092974,2:57:50
asreview,2023-11-22 20:59,cardiac,3116,123,414,5295,0.0227021040974529,0.9772978959025472,0.8827195467422096,0.9620253164556962,0.920667750036933,0:00:00
bib-dedupe,2023-11-22 21:05,cytology_screening,769,1,2,1084,0.0009216589861751,0.9990783410138248,0.9974059662775616,0.9987012987012988,0.9980532121998702,0:00:09
asreview,2023-11-22 21:05,cytology_screening,744,11,27,1074,0.0101382488479262,0.9898617511520738,0.9649805447470816,0.9854304635761588,0.9750982961992136,0:00:00
bib-dedupe,2023-11-22 21:17,cytology_screening,769,1,2,1084,0.0009216589861751,0.9990783410138248,0.9974059662775616,0.9987012987012988,0.9980532121998702,0:00:14
asreview,2023-11-22 21:17,cytology_screening,744,11,27,1074,0.0101382488479262,0.9898617511520738,0.9649805447470816,0.9854304635761588,0.9750982961992136,0:00:00
bib-dedupe,2023-11-22 21:26,cytology_screening,769,1,2,1084,0.0009216589861751,0.9990783410138248,0.9974059662775616,0.9987012987012988,0.9980532121998702,0:00:12
asreview,2023-11-22 21:26,cytology_screening,744,11,27,1074,0.0101382488479262,0.9898617511520738,0.9649805447470816,0.9854304635761588,0.9750982961992136,0:00:00
bib-dedupe,2023-11-22 21:27,problem_cases,44,3,5,33,0.0833333333333333,0.9166666666666666,0.8979591836734694,0.9361702127659576,0.9166666666666666,0:00:00
asreview,2023-11-22 21:27,problem_cases,45,3,4,33,0.0833333333333333,0.9166666666666666,0.9183673469387756,0.9375,0.9278350515463918,0:00:00
bib-dedupe,2023-11-22 21:46,digital_work,355,0,7,6797,0.0,1.0,0.9806629834254144,1.0,0.99023709902371,0:06:57
asreview,2023-11-22 21:46,digital_work,334,218,28,6579,0.0320729733706046,0.9679270266293952,0.9226519337016574,0.605072463768116,0.7308533916849016,0:00:00
bib-dedupe,2023-11-22 21:46,diabetes,1260,3,1,581,0.0051369863013698,0.9948630136986302,0.999206978588422,0.997624703087886,0.9984152139461172,0:00:15
asreview,2023-11-22 21:46,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-11-22 21:47,respiratory,404,0,31,1553,0.0,1.0,0.928735632183908,1.0,0.9630512514898688,0:00:23
asreview,2023-11-22 21:47,respiratory,397,14,38,1539,0.009014810045074,0.990985189954926,0.9126436781609196,0.9659367396593674,0.9385342789598108,0:00:00
bib-dedupe,2023-11-22 22:19,srsr,16724,32,134,36111,0.000885371994577,0.999114628005423,0.992051251631273,0.9980902363332538,0.9950615814839054,0:28:24
asreview,2023-11-22 22:37,srsr,16099,304,759,35839,0.0084110339484824,0.9915889660515176,0.954976865583106,0.9814668048527708,0.9680406482066084,0:00:02
bib-dedupe,2023-11-23 06:10,digital_work,355,0,7,6797,0.0,1.0,0.9806629834254144,1.0,0.99023709902371,0:06:36
asreview,2023-11-23 06:10,digital_work,334,218,28,6579,0.0320729733706046,0.9679270266293952,0.9226519337016574,0.605072463768116,0.7308533916849016,0:00:00
bib-dedupe,2023-11-23 06:10,diabetes,1260,3,1,581,0.0051369863013698,0.9948630136986302,0.999206978588422,0.997624703087886,0.9984152139461172,0:00:13
asreview,2023-11-23 06:10,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-11-23 06:11,respiratory,404,0,31,1553,0.0,1.0,0.928735632183908,1.0,0.9630512514898688,0:00:17
asreview,2023-11-23 06:11,respiratory,397,14,38,1539,0.009014810045074,0.990985189954926,0.9126436781609196,0.9659367396593674,0.9385342789598108,0:00:00
bib-dedupe,2023-11-23 06:42,srsr,16724,32,134,36111,0.000885371994577,0.999114628005423,0.992051251631273,0.9980902363332538,0.9950615814839054,0:27:31
asreview,2023-11-23 07:00,srsr,16099,304,759,35839,0.0084110339484824,0.9915889660515176,0.954976865583106,0.9814668048527708,0.9680406482066084,0:00:02
bib-dedupe,2023-11-23 08:16,depression,9992,17,161,69710,0.0002438079940338,0.999756192005966,0.9841426179454348,0.9983015286242382,0.9911715107628212,1:09:19
asreview,2023-11-23 08:54,depression,8693,52,1460,69675,0.0007457656288094,0.9992542343711904,0.8562001378902787,0.9940537449971412,0.919991533495608,0:00:04
bib-dedupe,2023-11-23 08:55,neuroimaging,1293,3,5,2137,0.0014018691588785,0.9985981308411216,0.9961479198767336,0.9976851851851852,0.9969159599074788,0:00:27
asreview,2023-11-23 08:55,neuroimaging,1261,9,37,2131,0.0042056074766355,0.9957943925233644,0.9714946070878274,0.9929133858267716,0.9820872274143304,0:00:00
bib-dedupe,2023-11-23 08:55,stroke,306,1,8,977,0.0010224948875255,0.9989775051124744,0.9745222929936306,0.996742671009772,0.9855072463768116,0:00:12
asreview,2023-11-23 08:55,stroke,308,13,6,965,0.0132924335378323,0.9867075664621676,0.9808917197452228,0.9595015576323987,0.9700787401574804,0:00:00
bib-dedupe,2023-11-23 08:56,haematology,111,0,22,1282,0.0,1.0,0.8345864661654135,1.0,0.9098360655737704,0:00:26
asreview,2023-11-23 08:56,haematology,113,33,20,1249,0.0257410296411856,0.9742589703588144,0.849624060150376,0.773972602739726,0.8100358422939068,0:00:00
bib-dedupe,2023-11-23 09:00,cardiac,3511,1,19,5417,0.0001845699520118,0.9998154300479882,0.9946175637393768,0.9997152619589976,0.9971598977563192,0:03:28
asreview,2023-11-23 09:00,cardiac,3116,123,414,5295,0.0227021040974529,0.9772978959025472,0.8827195467422096,0.9620253164556962,0.920667750036933,0:00:00
bib-dedupe,2023-11-23 09:01,cytology_screening,769,1,1,1085,0.0009208103130755,0.9990791896869244,0.9987012987012988,0.9987012987012988,0.9987012987012988,0:00:10
asreview,2023-11-23 09:01,cytology_screening,743,12,27,1074,0.011049723756906,0.988950276243094,0.964935064935065,0.9841059602649008,0.9744262295081968,0:00:00
bib-dedupe,2023-11-23 09:32,problem_cases,44,3,5,33,0.0833333333333333,0.9166666666666666,0.8979591836734694,0.9361702127659576,0.9166666666666666,0:00:00
asreview,2023-11-23 09:32,problem_cases,45,3,4,33,0.0833333333333333,0.9166666666666666,0.9183673469387756,0.9375,0.9278350515463918,0:00:00
bib-dedupe,2023-11-23 09:32,diabetes,1260,3,1,581,0.0051369863013698,0.9948630136986302,0.999206978588422,0.997624703087886,0.9984152139461172,0:00:12
asreview,2023-11-23 09:32,diabetes,1250,24,11,560,0.0410958904109589,0.958904109589041,0.9912767644726408,0.9811616954474096,0.9861932938856016,0:00:00
bib-dedupe,2023-11-23 09:40,digital_work,355,0,7,6797,0.0,1.0,0.9806629834254144,1.0,0.99023709902371,0:07:14
asreview,2023-11-23 09:40,digital_work,334,218,28,6579,0.0320729733706046,0.9679270266293952,0.9226519337016574,0.605072463768116,0.7308533916849016,0:00:00
bib-dedupe,2023-11-23 10:13,problem_cases,44,3,5,33,0.0833333333333333,0.9166666666666666,0.8979591836734694,0.9361702127659576,0.9166666666666666,0:00:01
asreview,2023-11-23 10:13,problem_cases,45,3,4,33,0.0833333333333333,0.9166666666666666,0.9183673469387756,0.9375,0.9278350515463918,0:00:00
bib-dedupe,2023-11-23 10:14,stroke,306,1,8,977,0.0010224948875255,0.9989775051124744,0.9745222929936306,0.996742671009772,0.9855072463768116,0:00:11
asreview,2023-11-23 10:14,stroke,308,13,6,965,0.0132924335378323,0.9867075664621676,0.9808917197452228,0.9595015576323987,0.9700787401574804,0:00:00
bib-dedupe,2023-11-23 10:24,digital_work,355,0,7,6797,0.0,1.0,0.9806629834254144,1.0,0.99023709902371,0:06:56
asreview,2023-11-23 10:24,digital_work,334,218,28,6579,0.0320729733706046,0.9679270266293952,0.9226519337016574,0.605072463768116,0.7308533916849016,0:00:00
bib-dedupe,2023-11-23 10:35,digital_work,284,0,78,6797,0.0,1.0,0.7845303867403315,1.0,0.8792569659442725,0:01:07
asreview,2023-11-23 10:36,digital_work,334,218,28,6579,0.0320729733706046,0.9679270266293952,0.9226519337016574,0.605072463768116,0.7308533916849016,0:00:00
bib-dedupe,2023-11-23 11:13,stroke,306,1,8,977,0.0010224948875255,0.9989775051124744,0.9745222929936306,0.996742671009772,0.9855072463768116,0:00:21
asreview,2023-11-23 11:13,stroke,308,13,6,965,0.0132924335378323,0.9867075664621676,0.9808917197452228,0.9595015576323987,0.9700787401574804,0:00:00
bib-dedupe,2023-11-23 11:15,stroke,306,1,8,977,0.0010224948875255,0.9989775051124744,0.9745222929936306,0.996742671009772,0.9855072463768116,0:00:14
asreview,2023-11-23 11:15,stroke,308,13,6,965,0.0132924335378323,0.9867075664621676,0.9808917197452228,0.9595015576323987,0.9700787401574804,0:00:00
