ID,author,title,year,journal,volume,number,pages,url,doi
381,Una Zhou and Judee K Burgoon and Douglas P Twitchell and Tiantian Qin and Jay F Lina Nunamaker and Zhou,A Comparison of Classification Methods for Predicting Deception in Computer-Mediated Communication,,Journal of Management Information Systems,20,4,,,
382,Sebastian W Schuetz and Paul Benjamin Lowry and Daniel A Pienta and Jason Bennett Thatcher,Effectiveness of Abstract versus Concrete Fear Appeals in Information Security,,Journal of Management Information Systems,37,3,,,10.1080/07421222.2020.1790187
383,J. Christopher Zimmer and Raymond M Henry and Brian S Butler,Determinants of the Use of Relational and Nonrelational Information Sources,,Journal of Management Information Systems,24,3,,,10.2753/MIS0742-1222240310
384,Rajendra P Srivastava and Ted Mock,,,Journal of Management Information Systems,22,4,,,
385,Zafer D Ozdemir and Prabuddha De and Yasin Ozcelik,"Donor-to-Nonprofit Online Marketplace: An Economic Analysis of the Effects on Fund-Raising ZAFER D. OZDEMIR, KEMAL ALTINKEMER, PRABUDDHA DE, AND YASIN OZCELIK",,Journal of Management Information Systems,27,2,,,10.2753/MIS0742-1222270207
386,Jahangir Karimi and M. Toni and Yash P Somers and Gupta and Toni M Somers,Impact of Information Technology Management Practices on Customer Service,,Journal of Management Information Systems,17,4,,,
387,,,,Journal of Management Information Systems,15,4,,,
388,Zhenhui Jiang,Virtual Product Experience: Effects of Visual and Functional Control of Products on Perceived Diagnosticity and Flow in Electronic Shopping ZHENHUI JIANG AND IZAK BENBASAT,,Journal of Management Information Systems,21,3,,,
389,William E Spangler and Jerrold H May and Luis G Vargas and Willram E Spangler,Choosing Data-Mining Methods for Multiple Classification: Representational and Performance Measurement Implications for Decision Support,,Journal of Management Information Systems,16,1,,,
390,Ravi Sen and Chandrasekar Subramaniam and Matthew L Nelson,Determinants of the Choice of Open Source Software License,,Journal of Management Information Systems,25,3,,,10.2753/MIS0742-1222250306
391,Bruce R Schatz and Ed Friedman and Scott Grossman and Kevin Hudson and Andrey Yeatls Powell and Edgley Mark and John Sulston,Building an Electronic Community System BRUCE R. SCHATZ,,Journal of Management Information Systems,8,3,,,
392,Peter H Gray and Alexandra Durcikova,,,Journal of Management Information Systems,22,3,,,
393,R. Kelly and Hugh J Watson,The Keys to Executive Information System Success,,Journal of Management Information Systems,12,2,,,
394,Hsing K Cheng and Ronald R Sims and Hildy Teegen and Ronald R Sims Is Floyd and Dewey Gottwald,To Purchase or to Pirate Software: An Empirical Study,,Journal of Management Information Systems,13,4,,,
395,Ada Wang and Min-Seok Pang and Paul A Pavlou,Cure or Poison? Identity Verification and the Posting of Fake News on Social Media,,Journal of Management Information Systems,38,4,,,10.1080/07421222.2021.1990615
396,Jingjun David and Izak Xu and Ronald T Benbasat and David Jingjun Cenfetelli and Xu,A Two-Stage Model of Generating Product Advice: Proposing and Testing the Complementarity Principle,,Journal of Management Information Systems,34,3,,,10.1080/07421222.2017.1373011
397,,The papers in the Special section on Cognitive Perspectives on Information Systems that opens this issue of the Journal of Management Information Systems are unified by the common idea of its,,Journal of Management Information Systems,31,4,,,10.1080/07421222.2014.1001252
398,Jim Sheffield and R. Brent Gallupe and Paul Gray and Jay Nunamaker and Marvin Mannheim,Using Group Support Systems to Improve the New Zealand Economy Part II: Followup Results,,Journal of Management Information Systems,11,3,,,
399,Jai-Yeol Son and Izak Benbasat and Minnesota Professor Benbasat,Organizational Buyers' Adoption and Use of B2B Electronic Marketplaces: Efficiency-and Legitimacy-Oriented Perspectives JAI-YEOL SON AND IZAK BENBASAT,,Journal of Management Information Systems,24,1,,,10.2753/MIS0742-1222240102
400,Jerry Fjermestad and Starr Roxa>fne Hiltz and I. 00 Cj,An Assessment of Group Support Systems Experimental Research: Methodology and Results,,Journal of Management Information Systems,15,3,,,
401,Ali R Montazemi and Shouhong Wang,The Effects of Modes of Information Presentation on Decision-Making: A Review and Meta-Analysis,,Journal of Management Information Systems,5,3,,,
402,Malcolm C Munro and Sid L Huff and Gary Moore,Expansion and Control of End-User Computing,,Journal of Management Information Systems,4,3,,,
403,Karl Reiner Lang,A Pricing Mechanism for Digital Content Distribution Over Computer Networks KARL REINER LANG AND ROUMEN VRAGOV,,Journal of Management Information Systems,22,2,,,
404,Robert L Leitheiser and Robert L Leminiser,MIS Skills for the 1990s: A Survey of MIS Managers' Perceptions,,Journal of Management Information Systems,9,1,,,
405,Harold G Levine,Diagnosing the Human Threats to Information Technology Implementation: A Missing Factor in Systems Analysis Illustrated in a Case Study HAROLD G. LEVINE AND DON ROSSMOORE,,Journal of Management Information Systems,10,2,,,
406,G. Premkumar and William R King,An Empirical Assessment of Information Systems Planning and the Role of Information Systems in Organizations,,Journal of Management Information Systems,9,2,,,
407,Charles E Paddock and Neil E Swanson,Open versus Closed Minds: The Effect of Dogmatism on an Analyst's Problemsolving Behavior,,Journal of Management Information Systems,3,3,,,
408,Douglas Smith and Marius A Janson,"Integration of Computer Graphics and Statistical Procedures for Decision Support Systems L, DOUGLAS SMITH and MARIUS A. JANSON",,Journal of Management Information Systems,3,2,,,
409,Stefan Henningsson and William J Kettinger,Understanding Information Systems Integration Deficiencies in Mergers and Acquisitions: A Configurational Perspective,,Journal of Management Information Systems,33,4,,,10.1080/07421222.2016.1267516
410,Richard T Watson and Gigi G Kelly and Robert D Galliers and Jambs C Brancheau and Gigl G Kelly and James C Branchfau and Australia Estonia and Hong Konc,Key Issues in Information Systems Management: An International Perspective,,Journal of Management Information Systems,13,4,,,
411,Bill C Hardgrave and Rick L Wilson and Ken Eastman,Toward a Contingency Model for Selecting an Information System Prototyping Strategy,,Journal of Management Information Systems,16,2,,,
412,,,,Journal of Management Information Systems,20,3,,,
413,Dominik Molitor and Martin Spann and Anindya Ghose and Philipp Reichhart,Effectiveness of Location-Based Advertising and the Impact of Interface Design,,Journal of Management Information Systems,37,2,,,10.1080/07421222.2020.1759922
414,Eun Hee Park,"Emotion in IT Investment Decision Making with A Real Options Perspective: The Intertwining of Cognition and Regret EUN HEE PARK, BALASUBRAMANIAM RAMESH, AND LAN CAO",,Journal of Management Information Systems,33,3,,,10.1080/07421222.2016.1243893
415,Justin S Giboney,Special Issue: Information Systems for Deception Detection,,Journal of Management Information Systems,33,2,,,10.1080/07421222.2016.1205928
416,Henri Barki and Suzanne Rivard and Jean Talbot,Toward an Assessment of Software Development Risk,,Journal of Management Information Systems,10,2,,,
417,Ananth Chiravuri and Derek Nazareth and Ananth Ramamurthy and Chiravuri,Cognitive Conflict and Consensus Generation in Virtual Teams During Knowledge Capture: Comparative Effectiveness of Techniques,,Journal of Management Information Systems,28,1,,,10.2753/MIS0742-1222280110
418,Tobias Brandt and Dirk Neumann,Chasing Lemmings: Modeling IT-Induced Misperceptions About the Strategic Situation as a Reason for Flash Crashes,,Journal of Management Information Systems,31,4,,,10.1080/07421222.2014.1001258
419,Alan R Dennis and Lingyao Yuan and Xuan Feng and Eric Webb and Christine J Hsieh,Digital Nudging: Numeric and Semantic Priming in E-Commerce,,Journal of Management Information Systems,37,1,,,10.1080/07421222.2019.1705505
420,Gen Li and Jing Wang and Hong Kong,Threshold Effects on Backer Motivations in Reward-Based Crowdfunding,,Journal of Management Information Systems,36,2,,,10.1080/07421222.2019.1599499
421,Juhanl Iivari and Rudy Hirschheim And and Heinz K Klein and Juhani Ilvari and Rudy Hirschheim,A Dynamic Framework for Classifying Information Systems Development Methodologies and Approaches,,Journal of Management Information Systems,17,3,,,
422,Bruce W Weber,Next-Generation Trading in Futures Markets: A Comparison of Open Outcry and Order Matching Systems,,Journal of Management Information Systems,16,2,,,
423,Clay Posey and Tom L Roberts and Paul Benjamin Lowry,The Impact of Organizational Commitment on Insiders' Motivation to Protect Organizational Information Assets,,Journal of Management Information Systems,32,4,,,10.1080/07421222.2015.1138374
424,Albert Croker,Improvements in Database Concurrency Control with Locking,,Journal of Management Information Systems,4,2,,,
425,Alan R Dennis and Kelly M Hilmer and Nolan J Taylor,Information Exchange and Use in GSS and Verbal Group Decision Making: Effects of Minority Influence,,Journal of Management Information Systems,14,3,,,
426,,,,Journal of Management Information Systems,7,1,,,
427,Robert R Trippi,The Impact of Parallel and Neural Computing on Managerial Decision Making ROBERT TRIPPI and EFRAIM TURBAN,,Journal of Management Information Systems,6,3,,,
428,Lingyun Qiu and Izak Benbasat,Evaluating Anthropomorphic Product Recommendation Agents: A Social Relationship Perspective to Designing Information Systems,,Journal of Management Information Systems,25,4,,,10.2753/MIS0742-1222250405
429,Mark E Bergen and Robert J Kaufeman and Dongwon Lee and Robert J Kauffman,Beyond the Hype of Frictionless Markets: Evidence of Heterogeneity in Price Rigidity on the Internet,,Journal of Management Information Systems,22,2,,,
430,Kirk Dean Fiedler and Varun Grover and James T C Teng,An Empirically Derived Taxonomy of Information Technology Structure and Its Relationship to Organizational Structure,,Journal of Management Information Systems,13,1,,,
431,Michael J Hine and Mtchael Goul,"The Design, Development, and Validation of a Knowledge-Based Organizational Learning Support System",,Journal of Management Information Systems,15,2,,,
432,Gwendolyn L Kolfschoten and Fred Niederman and Robert O Briggs and Gert-Jan De Vreede,Facilitation Roles and Responsibilities for Sustained Collaboration Support in Organizations,,Journal of Management Information Systems,28,4,,,10.2753/MIS0742-1222280406
433,Jun He and William R King,The Role of User Participation in Information Systems Development: Implications from a Meta-Analysis,,Journal of Management Information Systems,25,1,,,10.2753/MIS0742-1222250111
434,Jay F Nunamaker and Robert O Briggs and Douglas C Derrick and Gerhard Schwabe,The Last Research Mile: Achieving Both Rigor and Relevance in Information Systems Research,,Journal of Management Information Systems,32,3,,,10.1080/07421222.2015.1094961
435,Imed Boughzala and Gert-Jan De Vreede,Evaluating Team Collaboration Quality: The Development and Field Application of a Collaboration Maturity Model IMED BOUGHZALA AND GERT-JAN DE VREEDE,,Journal of Management Information Systems,32,3,,,10.1080/07421222.2015.1095042
436,Steven Poltrock and Mark Handel,Models of Collaboration as the Foundation for Collaboration Technologies,,Journal of Management Information Systems,27,1,,,10.2753/MIS0742-1222270105
437,,,,Journal of Management Information Systems,24,2,,,10.2753/MIS0742-1222240200
438,Zhao Pan and Yaobin Lu and Bin Wang and Patrick Y K Chau,Who Do You Think You Are? Common and Differential Effects of Social Self-Identity on Social Media Usage,,Journal of Management Information Systems,34,1,,,10.1080/07421222.2017.1296747
439,Erran Carmel and J. Alberto Espinosa and Yael Dubinsky,"""Follow the Sun"" Workflow in Global Software Development",,Journal of Management Information Systems,27,1,,,10.2753/MIS0742-1222270102
440,Michael Bieber and Douglas Engelbart and Richard Furuta and Roxanne Hiltz and John Noll and Jennifer Preece and Edward A Stohr and Murray Turoff and Bartel Van De Walle and Roxanne Starr and Hiltz and John Wiley,Toward Virtual Community Knowledge Evolution,,Journal of Management Information Systems,18,4,,,
441,Hemant K Bhargava,Information Goods and Vertical Differentiation HEMANT K. BHARGAVA AND VIDYANAND CHOUDHARY,,Journal of Management Information Systems,18,2,,,
442,Oliver Muller and Maria Fay and Jan Vom Brocke and Jan Vom Broccke,|® Check for updates The Effect of Big Data and Analytics on Firm Performance: An Econometric Analysis Considering Industry Characteristics,,Journal of Management Information Systems,35,2,,,10.1080/07421222.2018.1451955
443,Li I Chen and Paulo Goes and James R Marsden and Zhongju Zhang and John Zhang,Design and Use of Preference Markets for Evaluation of Early Stage Technologies,,Journal of Management Information Systems,26,3,,,10.2753/MIS0742-1222260302
444,Vladimir Zwass,,,Journal of Management Information Systems,1,2,,,
445,Gary I Green and Cary T Hughes,Effects of Decision Support Systems Training and Cognitive Style on Decision Process Attributes,,Journal of Management Information Systems,3,2,,,
446,Sandeep Purao and Hemant K Jain and Derek L Nazareth,An Approach to Distribution of Object-Oriented Applications in Loosely Coupled Networks,,Journal of Management Information Systems,18,3,,,
447,Eric K Clemons and David C Croson and Bruce W Weber,Market Dominance as a Precursor of a Firm's Failure: Emerging Technologies and the Competitive Advantage of New Entrants,,Journal of Management Information Systems,13,2,,,
448,Spencer Rugaber,,,Journal of Management Information Systems,12,3,,,
449,Eric K Clemons,Justifying Contingent Information Technology Investments: Balancing the Need for Speed of Action with Certainty Before Action ERIC K. CLEMONS AND BIN GU,,Journal of Management Information Systems,20,2,,,
450,Michael Siering and Jascha-Alexander Koch and Amit V Deokar,Detecting Fraudulent Behavior on Crowdfunding Platforms: The Role of Linguistic and Content-Based Cues in Static and Dynamic Contexts,,Journal of Management Information Systems,33,2,,,10.1080/07421222.2016.1205930
451,,,,Journal of Management Information Systems,33,3,,,10.1080/07421222.2016.1243874
452,,,,Journal of Management Information Systems,27,4,,,10.2753/MIS0742-1222270400
453,Arun Rai,A Structural Model for CASE Adoption Behavior ARUN RAI AND RAVI PATNAYAKUNI,,Journal of Management Information Systems,13,2,,,
454,David L Paul,Collaborative Activities in Virtual Settings: A Knowledge Management Perspective of Telemedicine,,Journal of Management Information Systems,22,4,,,
455,James R Marsden and David E Pingry and David E Pinory,Generating an Optimal Information System: PMAX-SDLC and the Redirection of MIS Research (or How to Help Joe Eat Salmon),,Journal of Management Information Systems,3,1,,,
456,Thomas W Ferratt and Larry E Short,Measuring the Information Systems Supervisor's Work-Unit Environment and Demonstrated Skill at Supervising,,Journal of Management Information Systems,9,4,,,
457,Detmar Straub and Arun Rai and Richard Klein,Measuring Firm Performance at the Network Level: A Nomology ofthe Business Impact of Digital Supply Networks,,Journal of Management Information Systems,21,1,,,
458,Nathan W Twyman and Steven J Pentland and Lee Spitzley,Design Principles for Signal Detection in Modern Job Application Systems: Identifying Fabricated Qualifications,,Journal of Management Information Systems,37,3,,,10.1080/07421222.2020.1790201
459,Hock-Hai Teo and Bernard C Y Tan and Kwok-Kee Wei and Kwok-Kef Wei,Organizational Transformation Using Electronic Data Interchange: T The Case of TradeNet in Singapore,,Journal of Management Information Systems,13,4,,,
460,Thompson S H Teo and Shirish C Srivastava and Li Jiang,,,Journal of Management Information Systems,25,3,,,10.2753/MIS0742-1222250300
461,Ruth C Krng and Vikram Sethi and Ruth C King,The Impact of Socialization on the Role Adjustment of Information Systems Professionals,,Journal of Management Information Systems,14,4,,,
462,Charles A Snyder and James F Cox,A Dynamic Systems Development Life-Cycle Approach: A Project Management Information System,,Journal of Management Information Systems,2,1,,,
463,Levent Orman and Bertrand Russell,Fighting Information Pollution with Decision Support Systems,,Journal of Management Information Systems,1,2,,,
464,Eric K Clemons and M. Rajiv and Robert J Dewan and Kauffman,"Special Section: Economics, Electronic Commerce, and Competitive Strategy",,Journal of Management Information Systems,18,2,,,
465,Alexander Benlian,Effect Mechanisms of Perceptual Congruence Between Information Systems Professionals and Users on Satisfaction with Service,,Journal of Management Information Systems,29,4,,,10.2753/MIS0742-1222290402
466,Bay Aremze,A Contingency Model of DSS Development Methodology BAY ARINZE,,Journal of Management Information Systems,8,1,,,
467,Hugh J Watson and Houston H Carr and C. Herman and Mary Virginia Terry and Watson,Organizing for Decision Support System Support: The End-User Services Alternative,,Journal of Management Information Systems,4,1,,,
468,,,,Journal of Management Information Systems,24,1,,,10.2753/MIS0742-1222240100
469,Sarma R Nidumolu,A Comparison ofthe Structural Contingency and Risk-Based Perspectives on Coordination in Software-Development Projects SARMA R. NIDUMOLU,,Journal of Management Information Systems,13,2,,,
470,,,,Journal of Management Information Systems,11,2,,,
471,Huimln Zhao,Exploring Attribute Correspondences Across Heterogeneous Databases by Mutual Information HUIMIN ZHAO AND EHSAN S. SOOFI,,Journal of Management Information Systems,22,4,,,
472,Carlee Joe-Wong,"Harnessing the Power of the Cloud: Revenue, Fairness, and Cloud Neutrality CARLEE JOE-WONG AND SOUMYA SEN",,Journal of Management Information Systems,35,3,,,10.1080/07421222.2018.1481639
473,Niv Ahituv and Aviem Sella and Magid Igbaria,The Effects of Time Pressure and Completeness of Information on Decision Making,,Journal of Management Information Systems,15,2,,,
474,Liangfei Qiu,"Effect of ""Following"" on Contributions to Open Source Communities",,Journal of Management Information Systems,35,4,,,10.1080/07421222.2018.1523605
475,Terence J V Saldanha and Babu John-Mariadoss and Michelle Xiao Wu and Sunil Mithas,How Information and Communication Technology Shapes the Influence of Culture on Innovation: A Country-level Analysis,,Journal of Management Information Systems,38,1,,,10.1080/07421222.2021.1870386
476,,,,Journal of Management Information Systems,21,1,,,
477,Indranil R Bardhan and Haluk Demirkan and P. K Kannan and J. Kauffman and Ryan Sougstad,An Interdisciplinary Perspective on IT Services Management and Service Science,,Journal of Management Information Systems,26,4,,,10.2753/MIS0742-1222260402
478,,,,Journal of Management Information Systems,36,3,,,10.1080/07421222.2019.1628848
479,Nishtha Langer,Impact of Formal Controls on Client Satisfaction and Profitability in Strategic Outsourcing Contracts NISHTHA LANGER AND DEEPA MANI,,Journal of Management Information Systems,35,4,,,10.1080/07421222.2018.1522895
480,Aaron C Elkins and Norah E Dunbar and Bradley Adame and Jay F Nunamaker,Are Users Threatened by Credibility Assessment Systems?,,Journal of Management Information Systems,29,4,,,10.2753/MIS0742-1222290409
481,Morgan M Shepherd and Robert 0 Briggs and Bruce A Reinig Jerome and Jay F Nunamaker and M. Morgan and Shepherd,Invoking Social Comparison to Improve Electronic Brainstorming: Beyond Anonymity,,Journal of Management Information Systems,12,3,,,
482,Wingyan Chung and Hsinchun Chen and Jay F Wingyan Nunamaker and Chung,A Visual Framework for Knowledge Discovery on the Web: An Empirical Study of Business Intelligence Exploration,,Journal of Management Information Systems,21,4,,,
483,Jay F Nunamaker and Douglas C Derrick and C. Elkins and Judee K Burgoon and Mark W Patton and Aaron C Elkins and W. Patton,Embodied Conversational Agent-Based Kiosk for Automated Interviewing,,Journal of Management Information Systems,28,1,,,10.2753/MIS0742-1222280102
484,Manuel Sojer and Oliver Alexy and Sven Kleinknecht and Joachim Henkel,Understanding the Drivers of Unethical Programming Behavior: The Inappropriate Reuse of Internet-Accessible Code,,Journal of Management Information Systems,31,3,,,10.1080/07421222.2014.995563
485,Adam Mo and Gary J Mann Mo and Adam Mahmood and Ness Mahmood and Gary J Mann,Measuring the Organizational Impact of Information Technology Investment: An Exploratory Study,,Journal of Management Information Systems,10,1,,,
486,Jan-Hendrik Piel and Julian F H Hamann and André Koukal and Michael H Breitner,Promoting the System Integration of Renewable Energies: Toward a Decision Support System for Incentivizing Spatially Diversified Deployment,,Journal of Management Information Systems,34,4,,,10.1080/07421222.2017.1394044
487,Gert-Jan De Vreede,Collaborative Business Engineering with Animated Electronic Meetings GERT-JAN DE VREEDE,,Journal of Management Information Systems,14,3,,,
488,Joanne Hale,A Layered Communication Architecture for the Support of Crisis Response,,Journal of Management Information Systems,14,1,,,
489,Young Bong Chang and Wooje Cho,The Risk Implications of Mergers and Acquisitions with Information Technology Firms,,Journal of Management Information Systems,34,1,,,10.1080/07421222.2017.1297641
490,Wietske Van Osch and Charles W Steinfield,Strategic Visibility in Enterprise Social Media: Implications for Network Formation and Boundary Spanning,,Journal of Management Information Systems,35,2,,,10.1080/07421222.2018.1451961
491,Xiao Ma,Disrupting Unwanted Habits in Online Gambling Through Information Technology,,Journal of Management Information Systems,36,4,,,10.1080/07421222.2019.1661088
492,Dowan Kwon,"Broken Ties: The Impact of Organizational Restructuring on the Stability of Information-Processing Networks DOWAN KWON, WONSEOK OH, AND SANGYONG JEON",,Journal of Management Information Systems,24,1,,,10.2753/MIS0742-1222240106
493,Kun-Chang Lee,The Use of Cognitive Maps and Case-Based Reasoning for B2B Negotiation KUN-CHANG LEE AND SOON-JAE KWON,,Journal of Management Information Systems,22,4,,,
494,,,,Journal of Management Information Systems,27,1,,,10.2753/MIS0742-1222270104
495,Manoochehr Ghiassi and David Zimbra and Sean Lee,Targeted Twitter Sentiment Analysis for Brands Using Supervised Feature Engineering and the Dynamic Architecture for Artificial Neural Networks,,Journal of Management Information Systems,33,4,,,10.1080/07421222.2016.1267526
496,Jean-Charles Pomerol,"Operational Knowledge Representation for Praetical Decision-Making JEAN-CHARLES POMEROL, PATRICK BREZILLON, AND LAURENT PASQUIER",,Journal of Management Information Systems,18,4,,,
497,Shanshan Guo,"How Doctors Gain Social and Economic Returns in Online Health-Care Communities: A Professional Capital Perspective SHANSHAN GUO, XITONG GUO, YULIN FANG, AND DOUG VOGEL",,Journal of Management Information Systems,34,2,,,10.1080/07421222.2017.1334480
498,Yongbeom Kim and Edward A Stohr and Yongbfom Klm,Software Reuse: Survey and Research Directions,,Journal of Management Information Systems,14,4,,,
499,David Avison and Ned Kock and Julien Malaurent,Special Issue: Action Research in Information Systems,,Journal of Management Information Systems,34,3,,,10.1080/07421222.2017.1372995
500,Alan R Dennis and Dennis F Galletta and Jane Webster,Special Issue: Fake News on the Internet,,Journal of Management Information Systems,38,4,,,10.1080/07421222.2021.1990609
501,Qian Tang and Andrew B Whinston,"Content Contribution for Revenue Sharing and Reputation in Social Media: A Dynamic Structural Model QIAN TANg, BIN gu, AND ANDrEw B. whINSTON",,Journal of Management Information Systems,29,2,,,10.2753/MIS0742-1222290203
502,Robert L Leitheiser and Salvatore T March,The Influence of Database Structure Representation on Database System Learning and Use,,Journal of Management Information Systems,12,4,,,
503,Chih-Ping Wei,"Preserving User Preferences in Automated Document-Category Management: An Evolution-Based Approach ChIh-PINg WEI, Paul JEN-hWa hu, aND YEN-hSIEN lEE",,Journal of Management Information Systems,25,4,,,10.2753/MIS0742-1222250404
504,Edward A Stohr,Decision Support and Knowledge-Based Systems: A Special Issue,,Journal of Management Information Systems,2,4,,,
505,James B Pick and Rasool Azari,"A Global Model of Technological Utilization Based on Governmental, Business-Investment, Social, and Economic Factors",,Journal of Management Information Systems,28,1,,,10.2753/MIS0742-1222280103
506,Abhurr Gopal and Robert P Bostrom and Wynne W Chin,"Applying Adaptive Structuration Theory to Investigate the Process of Group Support Systems Use ABHIJIT GOPAL, ROBERT P. BOSTROM, AND WYNNE W. CHIN",,Journal of Management Information Systems,9,3,,,
507,Ron Chi-Wai Kwok and Douglas R Jian Ma and Chi-Wai Kwok and Jian Ma and Douglas R Vogel,Effects of Group Support Systems and Content Facilitation on Knowledge Acquisition,,Journal of Management Information Systems,19,3,,,
508,Ravi Patnayakuni Arun Rai and Nainika Seth and Ravi Patnayakuni,Relational Antecedents of Information Flow Integration for Supply Chain Coordination,,Journal of Management Information Systems,23,1,,,
509,Warren Harrison and Bahram Adrangi,The Role of Programming Language in Estimating Software Development Costs,,Journal of Management Information Systems,3,3,,,
510,Bonnie Brinton and Anthony Vance and C. Brock Kirwan and Jeffrey L Jenkins and David Eargle,From Warning to Wallpaper: Why the Brain Habituates to Security Warnings and What Can Be Done About It,,Journal of Management Information Systems,33,3,,,10.1080/07421222.2016.1243947
511,Niek Althuizen and Astrid Reichel,The Effects of IT-Enabled Cognitive Stimulation Tools on Creative Problem Solving: A Dual Pathway to Creativity,,Journal of Management Information Systems,33,1,,,10.1080/07421222.2016.1172439
512,Eric K Clemons and Michael C Row,Special Section: Strategic and Competitive Information Systems,,Journal of Management Information Systems,9,2,,,
513,Alexandra Durcikova and Peter Gray,How Knowledge Validation Processes Affect Knowledge Contribution,,Journal of Management Information Systems,25,4,,,10.2753/MIS0742-1222250403
514,Thomas A Weber,Smart Products for Sharing,,Journal of Management Information Systems,34,2,,,10.1080/07421222.2017.1334466
515,Sabrina Karwatzki and Olga Dytynko and Manuel Trenz and Daniel Veit,"Beyond the Personalization-Privacy Paradox: Privacy Valuation, Transparency Features, and Service Personalization",,Journal of Management Information Systems,34,2,,,10.1080/07421222.2017.1334467
516,Stefano Mastrogiacomo and Stephanie Missonier and Riccardo Bonazzi,Talk Before It's Too Late: Reconsidering the Role of Conversation in Information Systems Project Management,,Journal of Management Information Systems,31,1,,,10.2753/MIS0742-1222310103
517,Stacie Petter and William Delone and Ephraim R Mclean and Petter and Delone and Mclean,Information Systems Success: The Quest for the Independent Variables,,Journal of Management Information Systems,29,4,,,10.2753/MIS0742-1222290401
518,Young U Ryu,DX: A Deontic Expert System RONALD M. LEE AND YOUNG U. RYU,,Journal of Management Information Systems,12,1,,,
519,Daniel Robey and Jeanne W Ross and Marie-Claude Boudreau and John B Zellars,Learning to Implement Enterprise Systems: An Exploratory Study of the Dialectics of Change,,Journal of Management Information Systems,19,1,,,
520,Steven O Kimbrough and Scott A Moore,"Message Management Systems: Concepts, Motivations, and Strategic Effects",,Journal of Management Information Systems,9,2,,,
521,Robert O Briggs,Special Issue: Enhancing Organizations' Intellectual Bandwidth: The Quest for Fast and Effective Value Creation,,Journal of Management Information Systems,17,3,,,
522,Sabine Matook and Jeff Cummings and Hillol Bala,Are You Feeling Lonely? The Impact of Relationship Characteristics and Online Social Network Features on Loneliness,,Journal of Management Information Systems,31,4,,,10.1080/07421222.2014.1001282
523,Henry C Lucas and Michael A Palley,"Plant Management, the Locus of Decision Making, and the Information Services Department",,Journal of Management Information Systems,3,3,,,
524,Douglas L Dean and Jajvies D Lee and Mark O Pendergast and Ann M Fflckey and Jay F Nunamaker and James D Lee and Ann M Hickey,Enabling the Effective Involvement of Multiple Users: Methods and Tools for Collaborative Software Engineering,,Journal of Management Information Systems,14,3,,,
525,Brian D Janz and James C Wetherbe and Gordon B Davis and Raymond A Noe and Na Na Na,Reengineering the Systems Development Process: The Link between Autonomons Teams and Business Process Outcomes,,Journal of Management Information Systems,14,1,,,
526,Peter P Mykytyn,"A Framework to Limit Systems Developers' Legal Liabilities BUOY BORDOLOI, KATHLEEN MYKYTYN, AND",,Journal of Management Information Systems,12,4,,,
527,Matthew L Jensen and Paul Benjamin Lowry and Jeffrey L Jenkins,Effects of Automated and Participative Decision Support in Computer-Aided Credibility Assessment,,Journal of Management Information Systems,28,1,,,10.2753/MIS0742-1222280107
528,Ofir Turel,Problematic Use of Social Networking Sites: Antecedents and Consequence from a Dual-System Theory Perspective OFIR TUREL AND HAMED QAHRI-SAREMI,,Journal of Management Information Systems,33,4,,,10.1080/07421222.2016.1267529
529,Richard G Ramirez and R. Uday and Kathleen A Kulkarni and Richard G Moser and Ramirez and Uday R Kulkarni and Kathleen A Moser,"Performance Analysis of ""What-If' Databases Using Independently Updated Views",,Journal of Management Information Systems,9,1,,,
530,,,,Journal of Management Information Systems,11,4,,,
531,Eric K Clemons and Bruce W Weber,Special Section: Strategic and Competitive Information Systems,,Journal of Management Information Systems,14,2,,,
532,,,,Journal of Management Information Systems,10,2,,,
533,Young-Jin Lee and Yong Tan,Effects of Different Types of Free Trials and Ratings in Sampling of Consumer Software: An Empirical Study YOuNg-JIN LEE AND YONg TAN,,Journal of Management Information Systems,30,3,,,10.2753/MIS0742-1222300308
534,Jennifer J Xu and Michael Chau,Cheap Talk? The Impact of Lender-Borrower Communication on Peer-to-Peer Lending Outcomes,,Journal of Management Information Systems,35,1,,,10.1080/07421222.2018.1440776
535,Gerardine Desanctis and Marshall Scott Poole and Howard Lewis and George Desharnais,Using Computing in Quality Team Meetings: Initial Observations from the IRS-Minnesota Project,,Journal of Management Information Systems,8,3,,,
536,Omar A El and Burt Nanus and Omar A El Sawy,Toward the Design of Robust Information Systems,,Journal of Management Information Systems,5,4,,,
537,John C Henderson and John F Rockart and John G Sifonis and Douglas F Aldrich and James R Harrison and Dennis W Loughridge and Clark R Mandigo and Richard W Volk,Integrating Management Support Systems into Strategic Information Systems Planning,,Journal of Management Information Systems,4,1,,,
538,John W Satzinger and Monica J Garfield,The Creative Process: The Effects of Group Memory on Individual Idea Generation,,Journal of Management Information Systems,15,4,,,
539,Robert O Briggs and Jay F Nunaiviaker and Ralph H Sprague and O. Robert and Briggs,001 Unanswered Research Questions in GSS,,Journal of Management Information Systems,14,3,,,
540,Hasan Cavusoglu and Nan Hu and Yingjiu Li and Dan Ma,"Information Technology Diffusion with Influentials, Imitators, and Opponents",,Journal of Management Information Systems,27,2,,,10.2753/MIS0742-1222270210
541,,,,Journal of Management Information Systems,17,2,,,
542,,,,Journal of Management Information Systems,25,2,,,10.2753/MIS0742-1222250200
