merged_origins
"['source_1.bib/0000001658', 'source_1.bib/0000007880']"
"['source_1.bib/0000001492', 'source_1.bib/0000009086']"
"['source_1.bib/0000000643', 'source_1.bib/0000005751']"
"['source_1.bib/0000004117', 'source_1.bib/0000008785']"
"['source_1.bib/0000000555', 'source_1.bib/0000007243']"
"['source_1.bib/0000003008', 'source_1.bib/0000007435']"
"['source_1.bib/0000002432', 'source_1.bib/0000008409']"
"['source_1.bib/0000002941', 'source_1.bib/0000009175']"
"['source_1.bib/0000001381', 'source_1.bib/0000009200', 'source_1.bib/0000009205']"
"['source_1.bib/0000004029', 'source_1.bib/0000007160']"
"['source_1.bib/0000003106', 'source_1.bib/0000006257', 'source_1.bib/0000006298']"
"['source_1.bib/0000002438', 'source_1.bib/0000006660']"
"['source_1.bib/0000001784', 'source_1.bib/0000005994']"
"['source_1.bib/0000003149', 'source_1.bib/0000007201']"
"['source_1.bib/0000003607', 'source_1.bib/0000007935']"
"['source_1.bib/0000003133', 'source_1.bib/0000007285']"
"['source_1.bib/0000002535', 'source_1.bib/0000007131', 'source_1.bib/0000007253']"
"['source_1.bib/0000000661', 'source_1.bib/0000007151']"
"['source_1.bib/0000002231', 'source_1.bib/0000007271']"
"['source_1.bib/0000003305', 'source_1.bib/0000004902']"
"['source_1.bib/0000001731', 'source_1.bib/0000006661']"
"['source_1.bib/0000003884', 'source_1.bib/0000005022']"
"['source_1.bib/0000003307', 'source_1.bib/0000004883']"
"['source_1.bib/0000000939', 'source_1.bib/0000007686']"
"['source_1.bib/0000000801', 'source_1.bib/0000008727']"
"['source_1.bib/0000002270', 'source_1.bib/0000007264']"
"['source_1.bib/0000003482', 'source_1.bib/0000008764']"
"['source_1.bib/0000002187', 'source_1.bib/0000008097']"
"['source_1.bib/0000004251', 'source_1.bib/0000005599']"
"['source_1.bib/0000000299', 'source_1.bib/0000008252']"
"['source_1.bib/0000004109', 'source_1.bib/0000008953']"
"['source_1.bib/0000002736', 'source_1.bib/0000008899']"
"['source_1.bib/0000002083', 'source_1.bib/0000008745']"
"['source_1.bib/0000003973', 'source_1.bib/0000007918']"
"['source_1.bib/0000004434', 'source_1.bib/0000008279']"
"['source_1.bib/0000004423', 'source_1.bib/0000007372']"
"['source_1.bib/0000003308', 'source_1.bib/0000006263']"
"['source_1.bib/0000002414', 'source_1.bib/0000004907', 'source_1.bib/0000005618']"
"['source_1.bib/0000000500', 'source_1.bib/0000007170']"
"['source_1.bib/0000001337', 'source_1.bib/0000004961']"
"['source_1.bib/0000002225', 'source_1.bib/0000006676', 'source_1.bib/0000006843']"
"['source_1.bib/0000001602', 'source_1.bib/0000005609']"
"['source_1.bib/0000003785', 'source_1.bib/0000005363']"
"['source_1.bib/0000002372', 'source_1.bib/0000005346']"
"['source_1.bib/0000001807', 'source_1.bib/0000008915']"
"['source_1.bib/0000003874', 'source_1.bib/0000006543']"
"['source_1.bib/0000003514', 'source_1.bib/0000007182']"
"['source_1.bib/0000001514', 'source_1.bib/0000009142']"
"['source_1.bib/0000003919', 'source_1.bib/0000008673']"
"['source_1.bib/0000001371', 'source_1.bib/0000006617']"
"['source_1.bib/0000002549', 'source_1.bib/0000006077']"
"['source_1.bib/0000002752', 'source_1.bib/0000008360']"
"['source_1.bib/0000003908', 'source_1.bib/0000006901']"
"['source_1.bib/0000004557', 'source_1.bib/0000005634']"
"['source_1.bib/0000003400', 'source_1.bib/0000007825']"
"['source_1.bib/0000004116', 'source_1.bib/0000008746']"
"['source_1.bib/0000001625', 'source_1.bib/0000006761']"
"['source_1.bib/0000004247', 'source_1.bib/0000005446']"
"['source_1.bib/0000001080', 'source_1.bib/0000007452']"
"['source_1.bib/0000001808', 'source_1.bib/0000009131']"
"['source_1.bib/0000003931', 'source_1.bib/0000008185']"
"['source_1.bib/0000001522', 'source_1.bib/0000007434']"
"['source_1.bib/0000002484', 'source_1.bib/0000008219']"
"['source_1.bib/0000001507', 'source_1.bib/0000008369']"
"['source_1.bib/0000004392', 'source_1.bib/0000006680']"
"['source_1.bib/0000002121', 'source_1.bib/0000009210']"
"['source_1.bib/0000000441', 'source_1.bib/0000008175']"
"['source_1.bib/0000003808', 'source_1.bib/0000005964']"
"['source_1.bib/0000000766', 'source_1.bib/0000008923']"
"['source_1.bib/0000000663', 'source_1.bib/0000006236', 'source_1.bib/0000006340']"
"['source_1.bib/0000002577', 'source_1.bib/0000006932']"
"['source_1.bib/0000000767', 'source_1.bib/0000008946']"
"['source_1.bib/0000000937', 'source_1.bib/0000007350']"
"['source_1.bib/0000004266', 'source_1.bib/0000006486']"
"['source_1.bib/0000002842', 'source_1.bib/0000008997']"
"['source_1.bib/0000001841', 'source_1.bib/0000006751']"
"['source_1.bib/0000001802', 'source_1.bib/0000008972']"
"['source_1.bib/0000000648', 'source_1.bib/0000007558']"
"['source_1.bib/0000004490', 'source_1.bib/0000009044']"
"['source_1.bib/0000000876', 'source_1.bib/0000008800']"
"['source_1.bib/0000004610', 'source_1.bib/0000007130']"
"['source_1.bib/0000001026', 'source_1.bib/0000005056', 'source_1.bib/0000005596']"
"['source_1.bib/0000003187', 'source_1.bib/0000008870']"
"['source_1.bib/0000001966', 'source_1.bib/0000007705']"
"['source_1.bib/0000000457', 'source_1.bib/0000007393']"
"['source_1.bib/0000002783', 'source_1.bib/0000009014']"
"['source_1.bib/0000001332', 'source_1.bib/0000007352']"
"['source_1.bib/0000001944', 'source_1.bib/0000006759']"
"['source_1.bib/0000002069', 'source_1.bib/0000009151']"
"['source_1.bib/0000004592', 'source_1.bib/0000004889']"
"['source_1.bib/0000002431', 'source_1.bib/0000008408']"
"['source_1.bib/0000003933', 'source_1.bib/0000008610', 'source_1.bib/0000008766']"
"['source_1.bib/0000003140', 'source_1.bib/0000009209']"
"['source_1.bib/0000003841', 'source_1.bib/0000007300']"
"['source_1.bib/0000002712', 'source_1.bib/0000005139']"
"['source_1.bib/0000004174', 'source_1.bib/0000009083']"
"['source_1.bib/0000001718', 'source_1.bib/0000006028']"
"['source_1.bib/0000000790', 'source_1.bib/0000007843']"
"['source_1.bib/0000001024', 'source_1.bib/0000006941']"
"['source_1.bib/0000000941', 'source_1.bib/0000005109']"
"['source_1.bib/0000004466', 'source_1.bib/0000008526']"
"['source_1.bib/0000002327', 'source_1.bib/0000005357']"
"['source_1.bib/0000004007', 'source_1.bib/0000008659']"
"['source_1.bib/0000004361', 'source_1.bib/0000006517']"
"['source_1.bib/0000003513', 'source_1.bib/0000008869']"
"['source_1.bib/0000000484', 'source_1.bib/0000005714']"
"['source_1.bib/0000000589', 'source_1.bib/0000006427']"
"['source_1.bib/0000003953', 'source_1.bib/0000007906']"
"['source_1.bib/0000003773', 'source_1.bib/0000007692']"
"['source_1.bib/0000002300', 'source_1.bib/0000004876']"
"['source_1.bib/0000000848', 'source_1.bib/0000007443']"
"['source_1.bib/0000003088', 'source_1.bib/0000006591']"
"['source_1.bib/0000003592', 'source_1.bib/0000007821']"
"['source_1.bib/0000001319', 'source_1.bib/0000005887']"
"['source_1.bib/0000002585', 'source_1.bib/0000008488']"
"['source_1.bib/0000002236', 'source_1.bib/0000008802']"
"['source_1.bib/0000003185', 'source_1.bib/0000006516']"
"['source_1.bib/0000001262', 'source_1.bib/0000006094']"
"['source_1.bib/0000000440', 'source_1.bib/0000004838']"
"['source_1.bib/0000001568', 'source_1.bib/0000007891']"
"['source_1.bib/0000001537', 'source_1.bib/0000004743']"
"['source_1.bib/0000000809', 'source_1.bib/0000004861']"
"['source_1.bib/0000003984', 'source_1.bib/0000008285']"
"['source_1.bib/0000001315', 'source_1.bib/0000007329']"
"['source_1.bib/0000004246', 'source_1.bib/0000008080']"
"['source_1.bib/0000004603', 'source_1.bib/0000006220']"
"['source_1.bib/0000004696', 'source_1.bib/0000005032']"
"['source_1.bib/0000004456', 'source_1.bib/0000008898']"
"['source_1.bib/0000002986', 'source_1.bib/0000008536']"
"['source_1.bib/0000002157', 'source_1.bib/0000006918', 'source_1.bib/0000007052']"
"['source_1.bib/0000002789', 'source_1.bib/0000007873']"
"['source_1.bib/0000004502', 'source_1.bib/0000006448']"
"['source_1.bib/0000002534', 'source_1.bib/0000007334']"
"['source_1.bib/0000002356', 'source_1.bib/0000008831']"
"['source_1.bib/0000003001', 'source_1.bib/0000005906']"
"['source_1.bib/0000002889', 'source_1.bib/0000007607']"
"['source_1.bib/0000003664', 'source_1.bib/0000006796']"
"['source_1.bib/0000004278', 'source_1.bib/0000009100']"
"['source_1.bib/0000003833', 'source_1.bib/0000009218']"
"['source_1.bib/0000004286', 'source_1.bib/0000006948']"
"['source_1.bib/0000001937', 'source_1.bib/0000008370']"
"['source_1.bib/0000003424', 'source_1.bib/0000006041']"
"['source_1.bib/0000001123', 'source_1.bib/0000006771']"
"['source_1.bib/0000004659', 'source_1.bib/0000004854']"
"['source_1.bib/0000002878', 'source_1.bib/0000002879', 'source_1.bib/0000004813']"
"['source_1.bib/0000002099', 'source_1.bib/0000004911']"
"['source_1.bib/0000002189', 'source_1.bib/0000008031']"
"['source_1.bib/0000004011', 'source_1.bib/0000008966']"
"['source_1.bib/0000001688', 'source_1.bib/0000008550']"
"['source_1.bib/0000002235', 'source_1.bib/0000008443']"
"['source_1.bib/0000003026', 'source_1.bib/0000008430']"
"['source_1.bib/0000002127', 'source_1.bib/0000007584']"
"['source_1.bib/0000003827', 'source_1.bib/0000007936']"
"['source_1.bib/0000003507', 'source_1.bib/0000006359']"
"['source_1.bib/0000002427', 'source_1.bib/0000008239']"
"['source_1.bib/0000003853', 'source_1.bib/0000007165']"
"['source_1.bib/0000003882', 'source_1.bib/0000005891']"
"['source_1.bib/0000002942', 'source_1.bib/0000006682', 'source_1.bib/0000006849']"
"['source_1.bib/0000002462', 'source_1.bib/0000006226', 'source_1.bib/0000006283']"
"['source_1.bib/0000000935', 'source_1.bib/0000005711']"
"['source_1.bib/0000003739', 'source_1.bib/0000007409']"
"['source_1.bib/0000003985', 'source_1.bib/0000007676']"
"['source_1.bib/0000003407', 'source_1.bib/0000005658']"
"['source_1.bib/0000001264', 'source_1.bib/0000007467']"
"['source_1.bib/0000001546', 'source_1.bib/0000004760']"
"['source_1.bib/0000003699', 'source_1.bib/0000009213']"
"['source_1.bib/0000004409', 'source_1.bib/0000008433']"
"['source_1.bib/0000001945', 'source_1.bib/0000007169']"
"['source_1.bib/0000000298', 'source_1.bib/0000008960']"
"['source_1.bib/0000004598', 'source_1.bib/0000005905']"
"['source_1.bib/0000003488', 'source_1.bib/0000008319']"
"['source_1.bib/0000001023', 'source_1.bib/0000007112']"
"['source_1.bib/0000003251', 'source_1.bib/0000005423']"
"['source_1.bib/0000001120', 'source_1.bib/0000006644']"
"['source_1.bib/0000004561', 'source_1.bib/0000005600']"
"['source_1.bib/0000004034', 'source_1.bib/0000007156']"
"['source_1.bib/0000003346', 'source_1.bib/0000004770']"
"['source_1.bib/0000002109', 'source_1.bib/0000005189']"
"['source_1.bib/0000001599', 'source_1.bib/0000005622']"
"['source_1.bib/0000001552', 'source_1.bib/0000009056']"
"['source_1.bib/0000003167', 'source_1.bib/0000008559']"
"['source_1.bib/0000003617', 'source_1.bib/0000008721']"
"['source_1.bib/0000001845', 'source_1.bib/0000007912']"
"['source_1.bib/0000003317', 'source_1.bib/0000006259', 'source_1.bib/0000006358']"
"['source_1.bib/0000003042', 'source_1.bib/0000006212']"
"['source_1.bib/0000001899', 'source_1.bib/0000007527', 'source_1.bib/0000007636']"
"['source_1.bib/0000002112', 'source_1.bib/0000008786']"
"['source_1.bib/0000003720', 'source_1.bib/0000006709', 'source_1.bib/0000006851']"
"['source_1.bib/0000001523', 'source_1.bib/0000006403']"
"['source_1.bib/0000004307', 'source_1.bib/0000008882']"
"['source_1.bib/0000006122', 'source_1.bib/0000006133']"
"['source_1.bib/0000000386', 'source_1.bib/0000008747']"
"['source_1.bib/0000001420', 'source_1.bib/0000004959']"
"['source_1.bib/0000001482', 'source_1.bib/0000006434']"
"['source_1.bib/0000003343', 'source_1.bib/0000004933']"
"['source_1.bib/0000004178', 'source_1.bib/0000008841']"
"['source_1.bib/0000004435', 'source_1.bib/0000006476', 'source_1.bib/0000006522']"
"['source_1.bib/0000001755', 'source_1.bib/0000007069']"
"['source_1.bib/0000002541', 'source_1.bib/0000007183']"
"['source_1.bib/0000002246', 'source_1.bib/0000007540']"
"['source_1.bib/0000001182', 'source_1.bib/0000008699']"
"['source_1.bib/0000000675', 'source_1.bib/0000008661']"
"['source_1.bib/0000001414', 'source_1.bib/0000007073']"
"['source_1.bib/0000002655', 'source_1.bib/0000009130']"
"['source_1.bib/0000000546', 'source_1.bib/0000008089']"
"['source_1.bib/0000004573', 'source_1.bib/0000008139']"
"['source_1.bib/0000003934', 'source_1.bib/0000008380']"
"['source_1.bib/0000002782', 'source_1.bib/0000009180']"
"['source_1.bib/0000002183', 'source_1.bib/0000005067']"
"['source_1.bib/0000003567', 'source_1.bib/0000008318']"
"['source_1.bib/0000003311', 'source_1.bib/0000008588']"
"['source_1.bib/0000000626', 'source_1.bib/0000006228']"
"['source_1.bib/0000001051', 'source_1.bib/0000007427']"
"['source_1.bib/0000001092', 'source_1.bib/0000009117']"
"['source_1.bib/0000002931', 'source_1.bib/0000007670']"
"['source_1.bib/0000002661', 'source_1.bib/0000005016']"
"['source_1.bib/0000001203', 'source_1.bib/0000005428']"
"['source_1.bib/0000001477', 'source_1.bib/0000005413']"
"['source_1.bib/0000004538', 'source_1.bib/0000007172']"
"['source_1.bib/0000003877', 'source_1.bib/0000005641']"
"['source_1.bib/0000002943', 'source_1.bib/0000006802']"
"['source_1.bib/0000001785', 'source_1.bib/0000006864']"
"['source_1.bib/0000003774', 'source_1.bib/0000008716']"
"['source_1.bib/0000004396', 'source_1.bib/0000004964']"
"['source_1.bib/0000004601', 'source_1.bib/0000005652']"
"['source_1.bib/0000009020', 'source_1.bib/0000009045']"
"['source_1.bib/0000002936', 'source_1.bib/0000006800']"
"['source_1.bib/0000001904', 'source_1.bib/0000007012']"
"['source_1.bib/0000003524', 'source_1.bib/0000006607']"
"['source_1.bib/0000000627', 'source_1.bib/0000006229', 'source_1.bib/0000006324']"
"['source_1.bib/0000004327', 'source_1.bib/0000005415']"
"['source_1.bib/0000000964', 'source_1.bib/0000006357']"
"['source_1.bib/0000004244', 'source_1.bib/0000006402']"
"['source_1.bib/0000003811', 'source_1.bib/0000005024']"
"['source_1.bib/0000001614', 'source_1.bib/0000006325']"
"['source_1.bib/0000001527', 'source_1.bib/0000007761']"
"['source_1.bib/0000000844', 'source_1.bib/0000006302']"
"['source_1.bib/0000002536', 'source_1.bib/0000005508']"
"['source_1.bib/0000003302', 'source_1.bib/0000007272']"
"['source_1.bib/0000003940', 'source_1.bib/0000007031']"
"['source_1.bib/0000002451', 'source_1.bib/0000006446']"
"['source_1.bib/0000004503', 'source_1.bib/0000005453']"
"['source_1.bib/0000002829', 'source_1.bib/0000008309']"
"['source_1.bib/0000001920', 'source_1.bib/0000007465']"
"['source_1.bib/0000000808', 'source_1.bib/0000007902']"
"['source_1.bib/0000004089', 'source_1.bib/0000007284']"
"['source_1.bib/0000003724', 'source_1.bib/0000005770']"
"['source_1.bib/0000002176', 'source_1.bib/0000005322']"
"['source_1.bib/0000002250', 'source_1.bib/0000008003']"
"['source_1.bib/0000003978', 'source_1.bib/0000007356']"
"['source_1.bib/0000001485', 'source_1.bib/0000007930']"
"['source_1.bib/0000003814', 'source_1.bib/0000008761']"
"['source_1.bib/0000001457', 'source_1.bib/0000005450']"
"['source_1.bib/0000002494', 'source_1.bib/0000008169']"
"['source_1.bib/0000002029', 'source_1.bib/0000006557']"
"['source_1.bib/0000003547', 'source_1.bib/0000008850']"
"['source_1.bib/0000001438', 'source_1.bib/0000005992']"
"['source_1.bib/0000000342', 'source_1.bib/0000008033']"
"['source_1.bib/0000002675', 'source_1.bib/0000008817']"
"['source_1.bib/0000002012', 'source_1.bib/0000008245']"
"['source_1.bib/0000003683', 'source_1.bib/0000007267']"
"['source_1.bib/0000000614', 'source_1.bib/0000008544']"
"['source_1.bib/0000004383', 'source_1.bib/0000007657']"
"['source_1.bib/0000002537', 'source_1.bib/0000005752']"
"['source_1.bib/0000002399', 'source_1.bib/0000008936']"
"['source_1.bib/0000003846', 'source_1.bib/0000006385']"
"['source_1.bib/0000001078', 'source_1.bib/0000007532', 'source_1.bib/0000007640']"
"['source_1.bib/0000003624', 'source_1.bib/0000005347']"
"['source_1.bib/0000001961', 'source_1.bib/0000005975']"
"['source_1.bib/0000003623', 'source_1.bib/0000005180']"
"['source_1.bib/0000000294', 'source_1.bib/0000008000']"
"['source_1.bib/0000001280', 'source_1.bib/0000005337']"
"['source_1.bib/0000002707', 'source_1.bib/0000005198', 'source_1.bib/0000005253']"
"['source_1.bib/0000002891', 'source_1.bib/0000007984']"
"['source_1.bib/0000003280', 'source_1.bib/0000007216']"
"['source_1.bib/0000001140', 'source_1.bib/0000006364']"
"['source_1.bib/0000002084', 'source_1.bib/0000008149']"
"['source_1.bib/0000001756', 'source_1.bib/0000008243']"
"['source_1.bib/0000004663', 'source_1.bib/0000008775']"
"['source_1.bib/0000001201', 'source_1.bib/0000008136']"
"['source_1.bib/0000002946', 'source_1.bib/0000008242']"
"['source_1.bib/0000001835', 'source_1.bib/0000006552']"
"['source_1.bib/0000004215', 'source_1.bib/0000007719']"
"['source_1.bib/0000000910', 'source_1.bib/0000007547', 'source_1.bib/0000007561']"
"['source_1.bib/0000000974', 'source_1.bib/0000007094']"
"['source_1.bib/0000002087', 'source_1.bib/0000005737']"
"['source_1.bib/0000003890', 'source_1.bib/0000008338']"
"['source_1.bib/0000000304', 'source_1.bib/0000008522']"
"['source_1.bib/0000001129', 'source_1.bib/0000005196']"
"['source_1.bib/0000004214', 'source_1.bib/0000006053']"
"['source_1.bib/0000002133', 'source_1.bib/0000007462']"
"['source_1.bib/0000003105', 'source_1.bib/0000004806', 'source_1.bib/0000004929']"
"['source_1.bib/0000001558', 'source_1.bib/0000008311']"
"['source_1.bib/0000003376', 'source_1.bib/0000009058']"
"['source_1.bib/0000001073', 'source_1.bib/0000004869']"
"['source_1.bib/0000004208', 'source_1.bib/0000006805']"
"['source_1.bib/0000002975', 'source_1.bib/0000009153']"
"['source_1.bib/0000003161', 'source_1.bib/0000007127', 'source_1.bib/0000007175']"
"['source_1.bib/0000004330', 'source_1.bib/0000008576']"
"['source_1.bib/0000001436', 'source_1.bib/0000005026']"
"['source_1.bib/0000000817', 'source_1.bib/0000007036']"
"['source_1.bib/0000001210', 'source_1.bib/0000008438']"
"['source_1.bib/0000003702', 'source_1.bib/0000005470']"
"['source_1.bib/0000001342', 'source_1.bib/0000007970']"
"['source_1.bib/0000001075', 'source_1.bib/0000008717']"
"['source_1.bib/0000004092', 'source_1.bib/0000009116']"
"['source_1.bib/0000000869', 'source_1.bib/0000007998']"
"['source_1.bib/0000000443', 'source_1.bib/0000004963']"
"['source_1.bib/0000004422', 'source_1.bib/0000005649']"
"['source_1.bib/0000000918', 'source_1.bib/0000007915']"
"['source_1.bib/0000000917', 'source_1.bib/0000007721']"
"['source_1.bib/0000003253', 'source_1.bib/0000006749']"
"['source_1.bib/0000003393', 'source_1.bib/0000006671', 'source_1.bib/0000006782']"
"['source_1.bib/0000004613', 'source_1.bib/0000007947']"
"['source_1.bib/0000004299', 'source_1.bib/0000008325']"
"['source_1.bib/0000001301', 'source_1.bib/0000009033']"
"['source_1.bib/0000003275', 'source_1.bib/0000007281']"
"['source_1.bib/0000002266', 'source_1.bib/0000007106']"
"['source_1.bib/0000001765', 'source_1.bib/0000006659']"
"['source_1.bib/0000001896', 'source_1.bib/0000007450']"
"['source_1.bib/0000002807', 'source_1.bib/0000009082']"
"['source_1.bib/0000000975', 'source_1.bib/0000009155']"
"['source_1.bib/0000001695', 'source_1.bib/0000005159']"
"['source_1.bib/0000003100', 'source_1.bib/0000008975']"
"['source_1.bib/0000002927', 'source_1.bib/0000006441']"
"['source_1.bib/0000004277', 'source_1.bib/0000005409']"
"['source_1.bib/0000003471', 'source_1.bib/0000007617']"
"['source_1.bib/0000003081', 'source_1.bib/0000006599']"
"['source_1.bib/0000001346', 'source_1.bib/0000007541']"
"['source_1.bib/0000002118', 'source_1.bib/0000007816']"
"['source_1.bib/0000003829', 'source_1.bib/0000007159']"
"['source_1.bib/0000003644', 'source_1.bib/0000007318']"
"['source_1.bib/0000003794', 'source_1.bib/0000009188']"
"['source_1.bib/0000004209', 'source_1.bib/0000006806']"
"['source_1.bib/0000003676', 'source_1.bib/0000007690']"
"['source_1.bib/0000001010', 'source_1.bib/0000008306']"
"['source_1.bib/0000000803', 'source_1.bib/0000007000']"
"['source_1.bib/0000001032', 'source_1.bib/0000007809']"
"['source_1.bib/0000002315', 'source_1.bib/0000007864']"
"['source_1.bib/0000002314', 'source_1.bib/0000007404']"
"['source_1.bib/0000002313', 'source_1.bib/0000006684', 'source_1.bib/0000006847']"
"['source_1.bib/0000002312', 'source_1.bib/0000005319']"
"['source_1.bib/0000001811', 'source_1.bib/0000008182']"
"['source_1.bib/0000000965', 'source_1.bib/0000006649']"
"['source_1.bib/0000003019', 'source_1.bib/0000006015']"
"['source_1.bib/0000001479', 'source_1.bib/0000005089', 'source_1.bib/0000005166']"
"['source_1.bib/0000003705', 'source_1.bib/0000007202']"
"['source_1.bib/0000003249', 'source_1.bib/0000004975']"
"['source_1.bib/0000002700', 'source_1.bib/0000005679']"
"['source_1.bib/0000004475', 'source_1.bib/0000007402']"
"['source_1.bib/0000001780', 'source_1.bib/0000008533']"
"['source_1.bib/0000001211', 'source_1.bib/0000008477']"
"['source_1.bib/0000000764', 'source_1.bib/0000007010']"
"['source_1.bib/0000004010', 'source_1.bib/0000008941']"
"['source_1.bib/0000004391', 'source_1.bib/0000004871', 'source_1.bib/0000005340']"
"['source_1.bib/0000004270', 'source_1.bib/0000006414']"
"['source_1.bib/0000003218', 'source_1.bib/0000007585']"
"['source_1.bib/0000002757', 'source_1.bib/0000008864']"
"['source_1.bib/0000002918', 'source_1.bib/0000006647']"
"['source_1.bib/0000001275', 'source_1.bib/0000009031']"
"['source_1.bib/0000003545', 'source_1.bib/0000008535']"
"['source_1.bib/0000002779', 'source_1.bib/0000007831']"
"['source_1.bib/0000001574', 'source_1.bib/0000004910']"
"['source_1.bib/0000004196', 'source_1.bib/0000008990']"
"['source_1.bib/0000000631', 'source_1.bib/0000007038']"
"['source_1.bib/0000003932', 'source_1.bib/0000005205']"
"['source_1.bib/0000003002', 'source_1.bib/0000007566']"
"['source_1.bib/0000001386', 'source_1.bib/0000006882']"
"['source_1.bib/0000000773', 'source_1.bib/0000005642']"
"['source_1.bib/0000002667', 'source_1.bib/0000008621']"
"['source_1.bib/0000002938', 'source_1.bib/0000006238', 'source_1.bib/0000006280']"
"['source_1.bib/0000001918', 'source_1.bib/0000006894']"
"['source_1.bib/0000000650', 'source_1.bib/0000007960']"
"['source_1.bib/0000004387', 'source_1.bib/0000008094']"
"['source_1.bib/0000001652', 'source_1.bib/0000006374']"
"['source_1.bib/0000004155', 'source_1.bib/0000005466']"
"['source_1.bib/0000004545', 'source_1.bib/0000007874']"
"['source_1.bib/0000001030', 'source_1.bib/0000006681', 'source_1.bib/0000006839']"
"['source_1.bib/0000003068', 'source_1.bib/0000006264', 'source_1.bib/0000006391']"
"['source_1.bib/0000002550', 'source_1.bib/0000007066']"
"['source_1.bib/0000001694', 'source_1.bib/0000005206']"
"['source_1.bib/0000004653', 'source_1.bib/0000004909']"
"['source_1.bib/0000001281', 'source_1.bib/0000004962']"
"['source_1.bib/0000000818', 'source_1.bib/0000006408']"
"['source_1.bib/0000000707', 'source_1.bib/0000007361']"
"['source_1.bib/0000001749', 'source_1.bib/0000005707']"
"['source_1.bib/0000007545', 'source_1.bib/0000007579']"
"['source_1.bib/0000001816', 'source_1.bib/0000008274']"
"['source_1.bib/0000001467', 'source_1.bib/0000006764']"
"['source_1.bib/0000004704', 'source_1.bib/0000007447']"
"['source_1.bib/0000002428', 'source_1.bib/0000009075']"
"['source_1.bib/0000003446', 'source_1.bib/0000008453']"
"['source_1.bib/0000000433', 'source_1.bib/0000005372']"
"['source_1.bib/0000000347', 'source_1.bib/0000006268', 'source_1.bib/0000006393']"
"['source_1.bib/0000002979', 'source_1.bib/0000005236']"
"['source_1.bib/0000001738', 'source_1.bib/0000005929', 'source_1.bib/0000006009']"
"['source_1.bib/0000001737', 'source_1.bib/0000005928', 'source_1.bib/0000005986']"
"['source_1.bib/0000001616', 'source_1.bib/0000006230', 'source_1.bib/0000006286']"
"['source_1.bib/0000001967', 'source_1.bib/0000005354']"
"['source_1.bib/0000003651', 'source_1.bib/0000006530']"
"['source_1.bib/0000002920', 'source_1.bib/0000007369']"
"['source_1.bib/0000003958', 'source_1.bib/0000006249']"
"['source_1.bib/0000001488', 'source_1.bib/0000004884']"
"['source_1.bib/0000003104', 'source_1.bib/0000004990']"
"['source_1.bib/0000001673', 'source_1.bib/0000007005']"
"['source_1.bib/0000000928', 'source_1.bib/0000005138']"
"['source_1.bib/0000004420', 'source_1.bib/0000005028']"
"['source_1.bib/0000000511', 'source_1.bib/0000008230']"
"['source_1.bib/0000001374', 'source_1.bib/0000006210']"
"['source_1.bib/0000001851', 'source_1.bib/0000004833']"
"['source_1.bib/0000003600', 'source_1.bib/0000007473']"
"['source_1.bib/0000000827', 'source_1.bib/0000004958']"
"['source_1.bib/0000004243', 'source_1.bib/0000005957']"
"['source_1.bib/0000001543', 'source_1.bib/0000007357']"
"['source_1.bib/0000000733', 'source_1.bib/0000006550']"
"['source_1.bib/0000004600', 'source_1.bib/0000005099']"
"['source_1.bib/0000000714', 'source_1.bib/0000005909', 'source_1.bib/0000006011']"
"['source_1.bib/0000002967', 'source_1.bib/0000008681']"
"['source_1.bib/0000001544', 'source_1.bib/0000006224', 'source_1.bib/0000006288']"
"['source_1.bib/0000002009', 'source_1.bib/0000007818']"
"['source_1.bib/0000003901', 'source_1.bib/0000006963']"
"['source_1.bib/0000004595', 'source_1.bib/0000005283']"
"['source_1.bib/0000002532', 'source_1.bib/0000004747']"
"['source_1.bib/0000003902', 'source_1.bib/0000007168']"
"['source_1.bib/0000001739', 'source_1.bib/0000006261', 'source_1.bib/0000006344']"
"['source_1.bib/0000002016', 'source_1.bib/0000005288']"
"['source_1.bib/0000003319', 'source_1.bib/0000005705']"
"['source_1.bib/0000001974', 'source_1.bib/0000007716']"
"['source_1.bib/0000001377', 'source_1.bib/0000006896']"
"['source_1.bib/0000004638', 'source_1.bib/0000005902']"
"['source_1.bib/0000001196', 'source_1.bib/0000008121']"
"['source_1.bib/0000000885', 'source_1.bib/0000006443']"
"['source_1.bib/0000004967', 'source_1.bib/0000004978']"
"['source_1.bib/0000004186', 'source_1.bib/0000005958']"
"['source_1.bib/0000003342', 'source_1.bib/0000007759']"
"['source_1.bib/0000003077', 'source_1.bib/0000008140']"
"['source_1.bib/0000004095', 'source_1.bib/0000008388']"
"['source_1.bib/0000001099', 'source_1.bib/0000008334']"
"['source_1.bib/0000001387', 'source_1.bib/0000008591']"
"['source_1.bib/0000000559', 'source_1.bib/0000005748']"
"['source_1.bib/0000002903', 'source_1.bib/0000006686', 'source_1.bib/0000006818']"
"['source_1.bib/0000004200', 'source_1.bib/0000008867']"
"['source_1.bib/0000000877', 'source_1.bib/0000008825']"
"['source_1.bib/0000001509', 'source_1.bib/0000008581']"
"['source_1.bib/0000000673', 'source_1.bib/0000007140']"
"['source_1.bib/0000000703', 'source_1.bib/0000004771']"
"['source_1.bib/0000003489', 'source_1.bib/0000005199']"
"['source_1.bib/0000004269', 'source_1.bib/0000004800']"
"['source_1.bib/0000001842', 'source_1.bib/0000004942']"
