merged_origins
"['source_1.bib/0000000004', 'source_1.bib/0000002045']"
"['source_1.bib/0000000912', 'source_1.bib/0000001847']"
"['source_1.bib/0000000902', 'source_1.bib/0000001850']"
"['source_1.bib/0000000914', 'source_1.bib/0000001851']"
"['source_1.bib/0000001047', 'source_1.bib/0000001853', 'source_1.bib/0000002731']"
"['source_1.bib/0000000935', 'source_1.bib/0000001854', 'source_1.bib/0000002712']"
"['source_1.bib/0000000932', 'source_1.bib/0000001855', 'source_1.bib/0000002736', 'source_1.bib/0000003264']"
"['source_1.bib/0000001041', 'source_1.bib/0000001856', 'source_1.bib/0000003254']"
"['source_1.bib/0000000947', 'source_1.bib/0000001857']"
"['source_1.bib/0000000950', 'source_1.bib/0000001860']"
"['source_1.bib/0000000964', 'source_1.bib/0000001861', 'source_1.bib/0000002703']"
"['source_1.bib/0000000963', 'source_1.bib/0000001862']"
"['source_1.bib/0000000959', 'source_1.bib/0000001863']"
"['source_1.bib/0000000969', 'source_1.bib/0000001864', 'source_1.bib/0000002733', 'source_1.bib/0000003260']"
"['source_1.bib/0000000937', 'source_1.bib/0000001865']"
"['source_1.bib/0000000975', 'source_1.bib/0000001866', 'source_1.bib/0000002717']"
"['source_1.bib/0000000977', 'source_1.bib/0000001867']"
"['source_1.bib/0000000983', 'source_1.bib/0000001868', 'source_1.bib/0000002708']"
"['source_1.bib/0000000988', 'source_1.bib/0000001869']"
"['source_1.bib/0000000992', 'source_1.bib/0000001870', 'source_1.bib/0000002729', 'source_1.bib/0000003276']"
"['source_1.bib/0000001013', 'source_1.bib/0000001875', 'source_1.bib/0000002756', 'source_1.bib/0000003275']"
"['source_1.bib/0000000995', 'source_1.bib/0000001878']"
"['source_1.bib/0000001055', 'source_1.bib/0000001879']"
"['source_1.bib/0000001164', 'source_1.bib/0000001881', 'source_1.bib/0000002082', 'source_1.bib/0000002810', 'source_1.bib/0000003277']"
"['source_1.bib/0000001062', 'source_1.bib/0000001882', 'source_1.bib/0000002819']"
"['source_1.bib/0000001079', 'source_1.bib/0000001883', 'source_1.bib/0000002824']"
"['source_1.bib/0000001081', 'source_1.bib/0000001884', 'source_1.bib/0000002825', 'source_1.bib/0000003279']"
"['source_1.bib/0000001086', 'source_1.bib/0000001885', 'source_1.bib/0000003286']"
"['source_1.bib/0000001082', 'source_1.bib/0000001886', 'source_1.bib/0000002804', 'source_1.bib/0000003283']"
"['source_1.bib/0000001090', 'source_1.bib/0000001887', 'source_1.bib/0000002812']"
"['source_1.bib/0000001093', 'source_1.bib/0000001888', 'source_1.bib/0000002820', 'source_1.bib/0000003287']"
"['source_1.bib/0000001098', 'source_1.bib/0000001889', 'source_1.bib/0000002808', 'source_1.bib/0000003281']"
"['source_1.bib/0000001102', 'source_1.bib/0000001891', 'source_1.bib/0000002822', 'source_1.bib/0000003289']"
"['source_1.bib/0000001158', 'source_1.bib/0000001895', 'source_1.bib/0000002847', 'source_1.bib/0000003284']"
"['source_1.bib/0000001125', 'source_1.bib/0000001896']"
"['source_1.bib/0000001141', 'source_1.bib/0000001899']"
"['source_1.bib/0000000289', 'source_1.bib/0000001681', 'source_1.bib/0000002180', 'source_1.bib/0000003103']"
"['source_1.bib/0000001130', 'source_1.bib/0000001901']"
"['source_1.bib/0000001147', 'source_1.bib/0000001902', 'source_1.bib/0000003290']"
"['source_1.bib/0000001155', 'source_1.bib/0000001904', 'source_1.bib/0000002846']"
"['source_1.bib/0000001165', 'source_1.bib/0000001906', 'source_1.bib/0000002834', 'source_1.bib/0000003298']"
"['source_1.bib/0000001167', 'source_1.bib/0000001907']"
"['source_1.bib/0000001178', 'source_1.bib/0000001909']"
"['source_1.bib/0000001180', 'source_1.bib/0000001910']"
"['source_1.bib/0000001185', 'source_1.bib/0000001911']"
"['source_1.bib/0000001186', 'source_1.bib/0000001912', 'source_1.bib/0000002907', 'source_1.bib/0000003301']"
"['source_1.bib/0000001197', 'source_1.bib/0000001913']"
"['source_1.bib/0000001209', 'source_1.bib/0000001915']"
"['source_1.bib/0000001231', 'source_1.bib/0000001916']"
"['source_1.bib/0000001234', 'source_1.bib/0000001917', 'source_1.bib/0000002919', 'source_1.bib/0000003312']"
"['source_1.bib/0000001239', 'source_1.bib/0000001918', 'source_1.bib/0000003313']"
"['source_1.bib/0000001257', 'source_1.bib/0000001919']"
"['source_1.bib/0000001258', 'source_1.bib/0000001920', 'source_1.bib/0000002897', 'source_1.bib/0000003324']"
"['source_1.bib/0000001259', 'source_1.bib/0000001921', 'source_1.bib/0000002960']"
"['source_1.bib/0000001263', 'source_1.bib/0000001922']"
"['source_1.bib/0000001266', 'source_1.bib/0000001923']"
"['source_1.bib/0000001273', 'source_1.bib/0000001926', 'source_1.bib/0000002962', 'source_1.bib/0000003319']"
"['source_1.bib/0000001275', 'source_1.bib/0000001927', 'source_1.bib/0000002964', 'source_1.bib/0000003317']"
"['source_1.bib/0000001280', 'source_1.bib/0000001928']"
"['source_1.bib/0000001270', 'source_1.bib/0000001929', 'source_1.bib/0000002958']"
"['source_1.bib/0000001285', 'source_1.bib/0000001930', 'source_1.bib/0000002896']"
"['source_1.bib/0000001289', 'source_1.bib/0000001931']"
"['source_1.bib/0000001294', 'source_1.bib/0000001932']"
"['source_1.bib/0000001300', 'source_1.bib/0000001933']"
"['source_1.bib/0000001311', 'source_1.bib/0000001934', 'source_1.bib/0000002948', 'source_1.bib/0000003334']"
"['source_1.bib/0000001309', 'source_1.bib/0000001935', 'source_1.bib/0000003326']"
"['source_1.bib/0000001322', 'source_1.bib/0000001936', 'source_1.bib/0000003333']"
"['source_1.bib/0000001333', 'source_1.bib/0000001938']"
"['source_1.bib/0000001342', 'source_1.bib/0000001942']"
"['source_1.bib/0000001344', 'source_1.bib/0000001943']"
"['source_1.bib/0000001343', 'source_1.bib/0000001945']"
"['source_1.bib/0000001363', 'source_1.bib/0000001946']"
"['source_1.bib/0000001380', 'source_1.bib/0000001947']"
"['source_1.bib/0000001385', 'source_1.bib/0000001948', 'source_1.bib/0000003012']"
"['source_1.bib/0000001384', 'source_1.bib/0000001949', 'source_1.bib/0000003013', 'source_1.bib/0000003351']"
"['source_1.bib/0000001387', 'source_1.bib/0000001950', 'source_1.bib/0000003009', 'source_1.bib/0000003354']"
"['source_1.bib/0000001404', 'source_1.bib/0000001953', 'source_1.bib/0000003359']"
"['source_1.bib/0000001411', 'source_1.bib/0000001955', 'source_1.bib/0000003018', 'source_1.bib/0000003360']"
"['source_1.bib/0000001425', 'source_1.bib/0000001956']"
"['source_1.bib/0000001430', 'source_1.bib/0000001957', 'source_1.bib/0000003017', 'source_1.bib/0000003369']"
"['source_1.bib/0000001432', 'source_1.bib/0000001958']"
"['source_1.bib/0000001452', 'source_1.bib/0000001961']"
"['source_1.bib/0000001455', 'source_1.bib/0000001962', 'source_1.bib/0000003026']"
"['source_1.bib/0000001456', 'source_1.bib/0000001963']"
"['source_1.bib/0000001457', 'source_1.bib/0000001965', 'source_1.bib/0000003030']"
"['source_1.bib/0000001459', 'source_1.bib/0000001966']"
"['source_1.bib/0000001464', 'source_1.bib/0000001967', 'source_1.bib/0000003039', 'source_1.bib/0000003380']"
"['source_1.bib/0000001473', 'source_1.bib/0000001968']"
"['source_1.bib/0000001483', 'source_1.bib/0000001973', 'source_1.bib/0000003044', 'source_1.bib/0000003389']"
"['source_1.bib/0000001484', 'source_1.bib/0000001974', 'source_1.bib/0000002080', 'source_1.bib/0000003043', 'source_1.bib/0000003391']"
"['source_1.bib/0000001486', 'source_1.bib/0000001975']"
"['source_1.bib/0000001487', 'source_1.bib/0000001976', 'source_1.bib/0000003041', 'source_1.bib/0000003392']"
"['source_1.bib/0000001497', 'source_1.bib/0000001980', 'source_1.bib/0000003045', 'source_1.bib/0000003397']"
"['source_1.bib/0000001495', 'source_1.bib/0000001981']"
"['source_1.bib/0000001498', 'source_1.bib/0000001983', 'source_1.bib/0000003049', 'source_1.bib/0000003403']"
"['source_1.bib/0000001499', 'source_1.bib/0000001984', 'source_1.bib/0000003048']"
"['source_1.bib/0000001501', 'source_1.bib/0000001986']"
"['source_1.bib/0000001507', 'source_1.bib/0000001988', 'source_1.bib/0000003047', 'source_1.bib/0000003405']"
"['source_1.bib/0000001510', 'source_1.bib/0000001989']"
"['source_1.bib/0000001511', 'source_1.bib/0000001991']"
"['source_1.bib/0000001512', 'source_1.bib/0000001993', 'source_1.bib/0000003408']"
"['source_1.bib/0000001513', 'source_1.bib/0000001994', 'source_1.bib/0000003050']"
"['source_1.bib/0000001521', 'source_1.bib/0000001997']"
"['source_1.bib/0000001527', 'source_1.bib/0000001999']"
"['source_1.bib/0000001524', 'source_1.bib/0000002000', 'source_1.bib/0000003052', 'source_1.bib/0000003419']"
"['source_1.bib/0000001528', 'source_1.bib/0000002002']"
"['source_1.bib/0000001531', 'source_1.bib/0000002003', 'source_1.bib/0000003056', 'source_1.bib/0000003426']"
"['source_1.bib/0000001532', 'source_1.bib/0000002004', 'source_1.bib/0000003057', 'source_1.bib/0000003430']"
"['source_1.bib/0000000135', 'source_1.bib/0000002006']"
"['source_1.bib/0000000149', 'source_1.bib/0000002011']"
"['source_1.bib/0000000190', 'source_1.bib/0000002019']"
"['source_1.bib/0000000003', 'source_1.bib/0000002020']"
"['source_1.bib/0000000015', 'source_1.bib/0000002021']"
"['source_1.bib/0000000010', 'source_1.bib/0000002023']"
"['source_1.bib/0000000002', 'source_1.bib/0000002025']"
"['source_1.bib/0000000017', 'source_1.bib/0000002026']"
"['source_1.bib/0000000001', 'source_1.bib/0000002031', 'source_1.bib/0000003060']"
"['source_1.bib/0000000023', 'source_1.bib/0000002034']"
"['source_1.bib/0000000014', 'source_1.bib/0000002035']"
"['source_1.bib/0000000036', 'source_1.bib/0000002036']"
"['source_1.bib/0000000025', 'source_1.bib/0000002037']"
"['source_1.bib/0000000166', 'source_1.bib/0000002040']"
"['source_1.bib/0000000019', 'source_1.bib/0000002044']"
"['source_1.bib/0000000238', 'source_1.bib/0000002046']"
"['source_1.bib/0000000414', 'source_1.bib/0000002051', 'source_1.bib/0000002343']"
"['source_1.bib/0000002052', 'source_1.bib/0000002314']"
"['source_1.bib/0000000024', 'source_1.bib/0000002054']"
"['source_1.bib/0000000022', 'source_1.bib/0000002056']"
"['source_1.bib/0000000399', 'source_1.bib/0000002059', 'source_1.bib/0000002334', 'source_1.bib/0000003065']"
"['source_1.bib/0000000265', 'source_1.bib/0000002063']"
"['source_1.bib/0000000128', 'source_1.bib/0000002068', 'source_1.bib/0000003067']"
"['source_1.bib/0000000184', 'source_1.bib/0000002069']"
"['source_1.bib/0000000324', 'source_1.bib/0000002072']"
"['source_1.bib/0000000347', 'source_1.bib/0000002073', 'source_1.bib/0000002315']"
"['source_1.bib/0000002081', 'source_1.bib/0000002706', 'source_1.bib/0000003259']"
"['source_1.bib/0000000052', 'source_1.bib/0000002083']"
"['source_1.bib/0000000281', 'source_1.bib/0000002088']"
"['source_1.bib/0000000310', 'source_1.bib/0000002089', 'source_1.bib/0000003071']"
"['source_1.bib/0000000202', 'source_1.bib/0000002091']"
"['source_1.bib/0000000051', 'source_1.bib/0000002098']"
"['source_1.bib/0000000138', 'source_1.bib/0000002099', 'source_1.bib/0000003075']"
"['source_1.bib/0000000322', 'source_1.bib/0000002100', 'source_1.bib/0000002338']"
"['source_1.bib/0000000256', 'source_1.bib/0000002101', 'source_1.bib/0000003069']"
"['source_1.bib/0000000042', 'source_1.bib/0000002102']"
"['source_1.bib/0000000041', 'source_1.bib/0000002103']"
"['source_1.bib/0000000408', 'source_1.bib/0000002105']"
"['source_1.bib/0000000248', 'source_1.bib/0000002110']"
"['source_1.bib/0000000063', 'source_1.bib/0000002117']"
"['source_1.bib/0000002119', 'source_1.bib/0000003090']"
"['source_1.bib/0000000058', 'source_1.bib/0000002120']"
"['source_1.bib/0000000336', 'source_1.bib/0000002121', 'source_1.bib/0000002319']"
"['source_1.bib/0000000251', 'source_1.bib/0000002123']"
"['source_1.bib/0000000084', 'source_1.bib/0000002124']"
"['source_1.bib/0000000205', 'source_1.bib/0000002125']"
"['source_1.bib/0000000213', 'source_1.bib/0000002126']"
"['source_1.bib/0000000062', 'source_1.bib/0000002127']"
"['source_1.bib/0000000115', 'source_1.bib/0000002128']"
"['source_1.bib/0000000107', 'source_1.bib/0000002129']"
"['source_1.bib/0000000313', 'source_1.bib/0000002132']"
"['source_1.bib/0000001596', 'source_1.bib/0000002137']"
"['source_1.bib/0000000232', 'source_1.bib/0000001561', 'source_1.bib/0000002139']"
"['source_1.bib/0000000073', 'source_1.bib/0000002143']"
"['source_1.bib/0000000069', 'source_1.bib/0000002145']"
"['source_1.bib/0000000083', 'source_1.bib/0000002148']"
"['source_1.bib/0000000222', 'source_1.bib/0000002150']"
"['source_1.bib/0000000086', 'source_1.bib/0000002152']"
"['source_1.bib/0000000090', 'source_1.bib/0000002154']"
"['source_1.bib/0000000216', 'source_1.bib/0000002155']"
"['source_1.bib/0000000196', 'source_1.bib/0000002159']"
"['source_1.bib/0000000182', 'source_1.bib/0000002160']"
"['source_1.bib/0000000428', 'source_1.bib/0000002161']"
"['source_1.bib/0000000229', 'source_1.bib/0000002165']"
"['source_1.bib/0000000284', 'source_1.bib/0000002166']"
"['source_1.bib/0000002167', 'source_1.bib/0000003104']"
"['source_1.bib/0000000181', 'source_1.bib/0000002168']"
"['source_1.bib/0000000113', 'source_1.bib/0000002169']"
"['source_1.bib/0000000329', 'source_1.bib/0000002172']"
"['source_1.bib/0000000409', 'source_1.bib/0000002174']"
"['source_1.bib/0000000244', 'source_1.bib/0000002176']"
"['source_1.bib/0000000197', 'source_1.bib/0000002188']"
"['source_1.bib/0000000111', 'source_1.bib/0000002191']"
"['source_1.bib/0000000114', 'source_1.bib/0000002192']"
"['source_1.bib/0000000165', 'source_1.bib/0000002193']"
"['source_1.bib/0000000108', 'source_1.bib/0000002196']"
"['source_1.bib/0000000125', 'source_1.bib/0000002197']"
"['source_1.bib/0000000282', 'source_1.bib/0000002200']"
"['source_1.bib/0000000774', 'source_1.bib/0000001810', 'source_1.bib/0000002203', 'source_1.bib/0000003210']"
"['source_1.bib/0000000226', 'source_1.bib/0000002204']"
"['source_1.bib/0000000155', 'source_1.bib/0000002211']"
"['source_1.bib/0000000194', 'source_1.bib/0000002212']"
"['source_1.bib/0000000279', 'source_1.bib/0000002213']"
"['source_1.bib/0000000261', 'source_1.bib/0000002221']"
"['source_1.bib/0000000378', 'source_1.bib/0000002223']"
"['source_1.bib/0000000417', 'source_1.bib/0000002233']"
"['source_1.bib/0000000401', 'source_1.bib/0000001693', 'source_1.bib/0000002234', 'source_1.bib/0000003129']"
"['source_1.bib/0000000421', 'source_1.bib/0000002235']"
"['source_1.bib/0000000415', 'source_1.bib/0000002237', 'source_1.bib/0000003132']"
"['source_1.bib/0000000443', 'source_1.bib/0000001697', 'source_1.bib/0000002238', 'source_1.bib/0000003141']"
"['source_1.bib/0000000586', 'source_1.bib/0000002239']"
"['source_1.bib/0000000168', 'source_1.bib/0000002240']"
"['source_1.bib/0000000495', 'source_1.bib/0000002244', 'source_1.bib/0000003151']"
"['source_1.bib/0000000483', 'source_1.bib/0000002245']"
"['source_1.bib/0000000534', 'source_1.bib/0000002248']"
"['source_1.bib/0000000489', 'source_1.bib/0000001714', 'source_1.bib/0000002251', 'source_1.bib/0000003149']"
"['source_1.bib/0000000172', 'source_1.bib/0000002253']"
"['source_1.bib/0000000478', 'source_1.bib/0000002257']"
"['source_1.bib/0000000602', 'source_1.bib/0000002260']"
"['source_1.bib/0000000515', 'source_1.bib/0000001739', 'source_1.bib/0000002261']"
"['source_1.bib/0000000362', 'source_1.bib/0000002264']"
"['source_1.bib/0000000198', 'source_1.bib/0000002275']"
"['source_1.bib/0000000419', 'source_1.bib/0000001683', 'source_1.bib/0000002276']"
"['source_1.bib/0000000391', 'source_1.bib/0000002279']"
"['source_1.bib/0000000403', 'source_1.bib/0000002281']"
"['source_1.bib/0000000632', 'source_1.bib/0000001773', 'source_1.bib/0000002285', 'source_1.bib/0000003191']"
"['source_1.bib/0000002298', 'source_1.bib/0000002299']"
"['source_1.bib/0000000690', 'source_1.bib/0000002310']"
"['source_1.bib/0000000381', 'source_1.bib/0000002313']"
"['source_1.bib/0000000410', 'source_1.bib/0000002317']"
"['source_1.bib/0000000383', 'source_1.bib/0000002321']"
"['source_1.bib/0000000286', 'source_1.bib/0000002329']"
"['source_1.bib/0000000306', 'source_1.bib/0000002330']"
"['source_1.bib/0000000327', 'source_1.bib/0000002340']"
"['source_1.bib/0000000338', 'source_1.bib/0000002341']"
"['source_1.bib/0000000558', 'source_1.bib/0000002370']"
"['source_1.bib/0000000446', 'source_1.bib/0000002371', 'source_1.bib/0000003137']"
"['source_1.bib/0000000453', 'source_1.bib/0000002374']"
"['source_1.bib/0000000546', 'source_1.bib/0000001732', 'source_1.bib/0000002376', 'source_1.bib/0000003160']"
"['source_1.bib/0000002379', 'source_1.bib/0000003144']"
"['source_1.bib/0000000547', 'source_1.bib/0000002381']"
"['source_1.bib/0000000512', 'source_1.bib/0000002382']"
"['source_1.bib/0000000509', 'source_1.bib/0000001726', 'source_1.bib/0000002383', 'source_1.bib/0000003159']"
"['source_1.bib/0000000572', 'source_1.bib/0000002389']"
"['source_1.bib/0000000564', 'source_1.bib/0000002390']"
"['source_1.bib/0000000597', 'source_1.bib/0000002391']"
"['source_1.bib/0000000581', 'source_1.bib/0000002392']"
"['source_1.bib/0000000606', 'source_1.bib/0000002394', 'source_1.bib/0000002464']"
"['source_1.bib/0000000553', 'source_1.bib/0000002396']"
"['source_1.bib/0000000490', 'source_1.bib/0000002402']"
"['source_1.bib/0000002404', 'source_1.bib/0000003136']"
"['source_1.bib/0000000482', 'source_1.bib/0000002407']"
"['source_1.bib/0000000488', 'source_1.bib/0000002408']"
"['source_1.bib/0000000561', 'source_1.bib/0000002409', 'source_1.bib/0000003156']"
"['source_1.bib/0000000462', 'source_1.bib/0000002412']"
"['source_1.bib/0000000450', 'source_1.bib/0000002416']"
"['source_1.bib/0000000565', 'source_1.bib/0000002418', 'source_1.bib/0000003152']"
"['source_1.bib/0000001721', 'source_1.bib/0000002431']"
"['source_1.bib/0000000687', 'source_1.bib/0000002465']"
"['source_1.bib/0000000686', 'source_1.bib/0000002467']"
"['source_1.bib/0000000744', 'source_1.bib/0000002470']"
"['source_1.bib/0000000619', 'source_1.bib/0000001765', 'source_1.bib/0000002014', 'source_1.bib/0000002471']"
"['source_1.bib/0000000719', 'source_1.bib/0000002474']"
"['source_1.bib/0000000726', 'source_1.bib/0000002478']"
"['source_1.bib/0000000728', 'source_1.bib/0000002479']"
"['source_1.bib/0000000743', 'source_1.bib/0000002480']"
"['source_1.bib/0000000754', 'source_1.bib/0000002481']"
"['source_1.bib/0000000621', 'source_1.bib/0000002482']"
"['source_1.bib/0000000756', 'source_1.bib/0000002484']"
"['source_1.bib/0000000700', 'source_1.bib/0000002486']"
"['source_1.bib/0000000710', 'source_1.bib/0000002487']"
"['source_1.bib/0000000739', 'source_1.bib/0000002488']"
"['source_1.bib/0000000704', 'source_1.bib/0000002489']"
"['source_1.bib/0000000688', 'source_1.bib/0000002490']"
"['source_1.bib/0000002492', 'source_1.bib/0000003197']"
"['source_1.bib/0000000663', 'source_1.bib/0000002494']"
"['source_1.bib/0000000651', 'source_1.bib/0000002496']"
"['source_1.bib/0000000761', 'source_1.bib/0000002497']"
"['source_1.bib/0000000661', 'source_1.bib/0000002502']"
"['source_1.bib/0000000750', 'source_1.bib/0000002503']"
"['source_1.bib/0000000665', 'source_1.bib/0000002504']"
"['source_1.bib/0000000737', 'source_1.bib/0000002505']"
"['source_1.bib/0000000681', 'source_1.bib/0000002506']"
"['source_1.bib/0000000662', 'source_1.bib/0000001763', 'source_1.bib/0000002507']"
"['source_1.bib/0000000680', 'source_1.bib/0000002508']"
"['source_1.bib/0000000640', 'source_1.bib/0000002511']"
"['source_1.bib/0000002513', 'source_1.bib/0000003199']"
"['source_1.bib/0000000649', 'source_1.bib/0000002517']"
"['source_1.bib/0000000722', 'source_1.bib/0000002519']"
"['source_1.bib/0000000725', 'source_1.bib/0000002520']"
"['source_1.bib/0000000630', 'source_1.bib/0000002521']"
"['source_1.bib/0000000717', 'source_1.bib/0000002522']"
"['source_1.bib/0000000721', 'source_1.bib/0000002523']"
"['source_1.bib/0000000645', 'source_1.bib/0000001798', 'source_1.bib/0000002527', 'source_1.bib/0000003201']"
"['source_1.bib/0000000685', 'source_1.bib/0000002528']"
"['source_1.bib/0000000622', 'source_1.bib/0000002531', 'source_1.bib/0000003187']"
"['source_1.bib/0000002533', 'source_1.bib/0000003180']"
"['source_1.bib/0000000695', 'source_1.bib/0000002534', 'source_1.bib/0000003183']"
"['source_1.bib/0000000788', 'source_1.bib/0000002573']"
"['source_1.bib/0000000765', 'source_1.bib/0000002574']"
"['source_1.bib/0000000800', 'source_1.bib/0000002577']"
"['source_1.bib/0000000888', 'source_1.bib/0000002578']"
"['source_1.bib/0000000816', 'source_1.bib/0000002579']"
"['source_1.bib/0000000921', 'source_1.bib/0000002580', 'source_1.bib/0000003238']"
"['source_1.bib/0000000780', 'source_1.bib/0000002583']"
"['source_1.bib/0000000805', 'source_1.bib/0000002584']"
"['source_1.bib/0000000803', 'source_1.bib/0000002585']"
"['source_1.bib/0000000878', 'source_1.bib/0000002588']"
"['source_1.bib/0000000841', 'source_1.bib/0000002592']"
"['source_1.bib/0000000846', 'source_1.bib/0000002593']"
"['source_1.bib/0000000802', 'source_1.bib/0000002595']"
"['source_1.bib/0000000819', 'source_1.bib/0000002596']"
"['source_1.bib/0000000847', 'source_1.bib/0000002598']"
"['source_1.bib/0000000801', 'source_1.bib/0000002599']"
"['source_1.bib/0000000839', 'source_1.bib/0000001820', 'source_1.bib/0000002600', 'source_1.bib/0000003246']"
"['source_1.bib/0000000768', 'source_1.bib/0000002602']"
"['source_1.bib/0000000786', 'source_1.bib/0000002603']"
"['source_1.bib/0000000844', 'source_1.bib/0000002604', 'source_1.bib/0000003224']"
"['source_1.bib/0000000885', 'source_1.bib/0000002607']"
"['source_1.bib/0000000835', 'source_1.bib/0000002608']"
"['source_1.bib/0000000907', 'source_1.bib/0000002609', 'source_1.bib/0000003248']"
"['source_1.bib/0000000833', 'source_1.bib/0000002610']"
"['source_1.bib/0000000859', 'source_1.bib/0000002611']"
"['source_1.bib/0000000777', 'source_1.bib/0000002612']"
"['source_1.bib/0000000815', 'source_1.bib/0000002614']"
"['source_1.bib/0000000915', 'source_1.bib/0000002617', 'source_1.bib/0000003244']"
"['source_1.bib/0000000814', 'source_1.bib/0000002618']"
"['source_1.bib/0000000872', 'source_1.bib/0000002624']"
"['source_1.bib/0000000894', 'source_1.bib/0000002625']"
"['source_1.bib/0000000797', 'source_1.bib/0000002626']"
"['source_1.bib/0000002627', 'source_1.bib/0000003225']"
"['source_1.bib/0000000796', 'source_1.bib/0000002629']"
"['source_1.bib/0000000876', 'source_1.bib/0000002631']"
"['source_1.bib/0000000869', 'source_1.bib/0000002632']"
"['source_1.bib/0000000842', 'source_1.bib/0000002633', 'source_1.bib/0000003226']"
"['source_1.bib/0000000790', 'source_1.bib/0000002634']"
"['source_1.bib/0000000861', 'source_1.bib/0000002635']"
"['source_1.bib/0000000904', 'source_1.bib/0000002636']"
"['source_1.bib/0000000895', 'source_1.bib/0000002637']"
"['source_1.bib/0000000778', 'source_1.bib/0000002638']"
"['source_1.bib/0000000825', 'source_1.bib/0000002641', 'source_1.bib/0000003223']"
"['source_1.bib/0000000807', 'source_1.bib/0000002645']"
"['source_1.bib/0000000909', 'source_1.bib/0000002646']"
"['source_1.bib/0000000804', 'source_1.bib/0000002648']"
"['source_1.bib/0000000843', 'source_1.bib/0000002649']"
"['source_1.bib/0000000809', 'source_1.bib/0000002652', 'source_1.bib/0000003236']"
"['source_1.bib/0000000945', 'source_1.bib/0000002700']"
"['source_1.bib/0000000979', 'source_1.bib/0000002701']"
"['source_1.bib/0000000949', 'source_1.bib/0000002702']"
"['source_1.bib/0000000961', 'source_1.bib/0000002704']"
"['source_1.bib/0000001032', 'source_1.bib/0000002705']"
"['source_1.bib/0000000974', 'source_1.bib/0000002707']"
"['source_1.bib/0000000981', 'source_1.bib/0000002710']"
"['source_1.bib/0000000938', 'source_1.bib/0000002713']"
"['source_1.bib/0000000946', 'source_1.bib/0000002715']"
"['source_1.bib/0000001005', 'source_1.bib/0000002716']"
"['source_1.bib/0000000939', 'source_1.bib/0000002718']"
"['source_1.bib/0000001020', 'source_1.bib/0000002719', 'source_1.bib/0000003268']"
"['source_1.bib/0000000942', 'source_1.bib/0000002720']"
"['source_1.bib/0000000966', 'source_1.bib/0000002721']"
"['source_1.bib/0000001025', 'source_1.bib/0000002722']"
"['source_1.bib/0000001026', 'source_1.bib/0000002723']"
"['source_1.bib/0000000934', 'source_1.bib/0000002724']"
"['source_1.bib/0000000930', 'source_1.bib/0000002725']"
"['source_1.bib/0000000929', 'source_1.bib/0000002727']"
"['source_1.bib/0000000943', 'source_1.bib/0000002728']"
"['source_1.bib/0000000967', 'source_1.bib/0000002732']"
"['source_1.bib/0000001022', 'source_1.bib/0000002734']"
"['source_1.bib/0000001024', 'source_1.bib/0000002735']"
"['source_1.bib/0000000993', 'source_1.bib/0000002747']"
"['source_1.bib/0000001040', 'source_1.bib/0000002748']"
"['source_1.bib/0000001034', 'source_1.bib/0000002749', 'source_1.bib/0000003274']"
"['source_1.bib/0000000944', 'source_1.bib/0000002751', 'source_1.bib/0000003257']"
"['source_1.bib/0000000948', 'source_1.bib/0000002754']"
"['source_1.bib/0000001014', 'source_1.bib/0000002755']"
"['source_1.bib/0000000955', 'source_1.bib/0000002757']"
"['source_1.bib/0000001046', 'source_1.bib/0000002758', 'source_1.bib/0000003258']"
"['source_1.bib/0000002767', 'source_1.bib/0000002771']"
"['source_1.bib/0000001061', 'source_1.bib/0000002801']"
"['source_1.bib/0000001162', 'source_1.bib/0000002802']"
"['source_1.bib/0000001119', 'source_1.bib/0000002806']"
"['source_1.bib/0000001084', 'source_1.bib/0000002807']"
"['source_1.bib/0000001160', 'source_1.bib/0000002809']"
"['source_1.bib/0000001121', 'source_1.bib/0000002811']"
"['source_1.bib/0000001063', 'source_1.bib/0000002813']"
"['source_1.bib/0000001068', 'source_1.bib/0000002814']"
"['source_1.bib/0000001138', 'source_1.bib/0000001900', 'source_1.bib/0000002815', 'source_1.bib/0000003294']"
"['source_1.bib/0000001131', 'source_1.bib/0000002817']"
"['source_1.bib/0000001085', 'source_1.bib/0000002818']"
"['source_1.bib/0000001163', 'source_1.bib/0000002821']"
"['source_1.bib/0000001078', 'source_1.bib/0000002826']"
"['source_1.bib/0000001135', 'source_1.bib/0000002827']"
"['source_1.bib/0000001154', 'source_1.bib/0000002828']"
"['source_1.bib/0000001144', 'source_1.bib/0000002829']"
"['source_1.bib/0000001091', 'source_1.bib/0000002830']"
"['source_1.bib/0000001133', 'source_1.bib/0000002831']"
"['source_1.bib/0000001099', 'source_1.bib/0000002832']"
"['source_1.bib/0000001146', 'source_1.bib/0000002833']"
"['source_1.bib/0000001111', 'source_1.bib/0000002835']"
"['source_1.bib/0000001095', 'source_1.bib/0000002836', 'source_1.bib/0000003282']"
"['source_1.bib/0000001066', 'source_1.bib/0000002837', 'source_1.bib/0000003278']"
"['source_1.bib/0000001087', 'source_1.bib/0000002838']"
"['source_1.bib/0000001077', 'source_1.bib/0000002839']"
"['source_1.bib/0000001083', 'source_1.bib/0000002841']"
"['source_1.bib/0000001096', 'source_1.bib/0000002842', 'source_1.bib/0000003288']"
"['source_1.bib/0000001080', 'source_1.bib/0000002844']"
"['source_1.bib/0000001149', 'source_1.bib/0000002845']"
