"journal","title_variant","source","note"
"Journal of Modern Turkish Studies","Modern Türklük Araştırmaları Dergisi","crossref",
"Journal of Neotropical Biology","Revista de Biologia Neotropical","crossref",
"Journal of Northwestern Polytechnical University","Xibei Gongye Daxue Xuebao","crossref",
"Journal of Oriental Studies","Şarkiyat Mecmuası","crossref",
"Journal of Orofacial Orthopedics","Fortschritte der Kieferorthopädie","crossref",
"Journal of Parents and Teachers","Padres y Maestros","crossref",
"Journal of Pedagogy","Pedagogický casopis","crossref",
"Journal of Pediatric Infection","Çocuk Enfeksiyon Dergisi","crossref",
"Journal of Penal Law and Criminology","Ceza Hukuku ve Kriminoloji Dergisi","crossref",
"Journal of Physical Education","Revista de Educação Física","crossref",
"Journal of Propulsion Technology","Tuijin Jishu","crossref",
"Journal of Propulsion Technology","Tuijin Jishu","crossref",
"Journal of Psychology","Zeitschrift für Psychologie","crossref",
"Journal of Public Finance Studies","Maliye Çalışmaları Dergisi","crossref",
"Journal of Social Policy","Ревија за социјална политика","crossref",
"Journal of Social Policy Conferences","Sosyal Siyaset Konferansları Dergisi","crossref",
"Journal of Social Policy Conferences","Sosyal Siyaset Konferansları Dergisi","crossref",
"Journal of Social Studies","Jurnal Studi Sosial","crossref",
"Journal of the Canadian Health Libraries Association","Journal de l Association de bilbiothèques de la santé du Canada","crossref",
"Journal of the Canadian Linguistic Association","Revue de l Association canadienne de linguistique","crossref",
"Journal of the Faculty of Economics","İktisat Fakültesi Mecmuası","crossref",
"Journal of the Faculty of Philosophy in Sarajevo","Radovi Filozofskog fakulteta u Sarajevu","crossref",
"Journal of the History of International Law","Revue d’histoire du droit international","crossref",
"Journal of the Humanities and Social Sciences of Southeast Asia","Bijdragen tot de taal- land- en volkenkunde","crossref",
"Journal of Theatre Criticism and Dramaturgy","Tiyatro Eleştirmenliği ve Dramaturji Bölümü Dergisi","crossref",
"Journal of Tropical Pathology","Revista de Patologia Tropical","crossref",
"Journal of Turkish Language and Literature","Türk Dili ve Edebiyatı Dergisi","crossref",
"Journal of Turkology","Türkiyat Mecmuası","crossref",
"Journal of Word Formation","Zeitschrift für Wortbildung","crossref",
"JOURNAL OF WORLD OF TURKS","ZEITSCHRIFT FÜR DIE WELT DER TÜRKEN","crossref",
"Justice","Pravosudie","crossref",
"Klimik Journal","Klimik Dergisi","crossref",
"Konsthistorisk tidskrift","Journal of Art History","crossref",
"Labour","Le Travail","crossref",
"Language Meaning and Form","Valoda nozīme un forma","crossref",
"Latin American Journal of Behavioral Medicine","Revista Latinoamericana de Medicina Conductual","crossref",
"Leisure","Loisir","crossref",
"Lexicographica - International Annual for Lexicography","Internationales Jahrbuch für Lexikographie","crossref",
"Lipid","Fett","crossref",
"LISA e-journal","Revue LISA","crossref",
"Litera Journal of Language Literature and Culture Studies","Litera Dil Edebiyat ve Kültür Araştırmaları Dergisi","crossref",
"Materials and Corrosion","Werkstoffe und Korrosion","crossref",
"MEDICA REVIEW International Medical Humanities Review","Revista Internacional de Humanidades Médicas","crossref",
"Medical Journal of Bakirkoy","Bakirkoy Tip Dergisi","crossref",
"Medical Journal of Umraniye","Umraniye Tip Dergisi","crossref",
"Mexican Journal of Eating Disorders","Revista Mexicana de Trastornos Alimentarios","crossref",
"Mexican Studies","Estudios Mexicanos","crossref",
"Migration and Ethnic Themes","Migracijske i etničke teme","crossref",
"Millenium Yearbook","Millenium Jahrbuch","crossref",
"Mitteilungen der Internationalen Gesellschaft für Musikwissenschaft","Bulletin de la Société internationale de musicologie","crossref",
"Music Scholarship","Problemy Muzykal noj Nauki","crossref",
"Nahrung","Food","crossref",
"Naše gospodarstvo","Our economy","crossref",
"NATURAL SCIENCE EDUCATION","GAMTAMOKSLINIS UGDYMAS","crossref",
"Netherlands Yearbook for History of Art","Nederlands Kunsthistorisch Jaarboek Online","crossref",
"New Journal of Interdisciplinary Research","Nouveau cahier de la recherche interdisciplinaire","crossref",
"New West Indian Guide","Nieuwe West-Indische Gids","crossref",
"Nordic Journal of Francophone Studies","Revue nordique des études francophones","crossref",
"Nursing in the 21st Century","Pielegniarstwo XXI wieku","crossref",
"Observatorio Reports","Informes del Observatorio","crossref",
"Observatorio Studies","Estudios del Observatorio","crossref",
"Observatorio Studies","Estudios del Observatorio","crossref",
"Observatorio Studies","Estudios del Observatorio","crossref",
"Open Journal of Education","Studi sulla Formazione","crossref",
"Osteology","Osteologie","crossref",
"Panafrican Journal of Translation and Interpretation","TAFSIRI Revue panafricaine de traduction et d interprétation","crossref",
"Periodical for social issues","Pregled časopis za društvena pitanja","crossref",
"Pharmacy Medical Journal","Jurnal Farmasi Medica","crossref",
"Plastic Surgery & Burns","Chirurgia Plastyczna i Oparzenia","crossref",
"Poe Studies","Dark Romanticism","crossref",
"PORTUGUESE JOURNAL OF ASIAN STUDIES","DAXIYANGGUO - REVISTA PORTUGUESA DE ESTUDOS ASIÁTICOS","crossref",
"Portuguese Journal of Political Science","Revista Portuguesa de Ciência Política","crossref",
"Potchefstroom Electronic Law Journal","Potchefstroomse Elektroniese Regsblad","crossref",
"Problems of Agricultural Economics","Zagadnienia Ekonomiki Rolnej","crossref",
"Problems of Small Agricultural Holdings","Problemy Drobnych Gospodarstw Rolnych","crossref",
"Problems of Territory s Development","Проблемы развития территории","crossref",
"Proceedings of Rijeka Faculty of Economics Journal of Economics and Business","Zbornik radova Ekonomskog fakulteta u Rijeci časopis za ekonomsku teoriju i praksu","crossref",
"Progress of Physics","Fortschritte der Physik","crossref",
"Projectics","Projectique","crossref",
"Projectics","Proyéctica","crossref",
"Psychological Writings","Escritos de Psicología","crossref",
"Psychology science and practice","Психологија наука и практика","crossref",
"Public economics","Économie publique","crossref",
"PUBLIC HEALTH AND LIFE ENVIRONMENT","ЗДОРОВЬЕ НАСЕЛЕНИЯ И СРЕДА ОБИТАНИЯ - ЗНиСО","crossref",
"Public Sciences & Policies","Ciências e Políticas Públicas","crossref",
"Quaternary Studies","Estudos do Quaternário","crossref",
"Questions Liturgiques","Studies in Liturgy","crossref",
"Quetelet Journal","Revue Quetelet","crossref",
"Recent Period Turkish Studies","Yakın Dönem Türkiye Araştırmaları","crossref",
"Research in Complementary Medicine","Forschende Komplementärmedizin","crossref",
"Revista Brasileira de Ginecologia e Obstetrícia","RBGO Gynecology and Obstetrics","crossref",
"Revista de Historia Económica","Journal of Iberian and Latin American Economic History","crossref",
"Revue belge de Musicologie","Belgisch Tijdschrift voor Muziekwetenschap","crossref",
"Revue de l Institut International de Statistique","Review of the International Statistical Institute","crossref",
"Revue suisse de travail social","Schweizerische Zeitschrift für Soziale Arbeit","crossref",
"Rheumatology","Reumatologia","crossref",
"Ricoeur Studies","Études Ricoeuriennes","crossref",
"Romanian Journal of Civil Engineering","Revista Romana de Inginerie Civila","crossref",
"Romanian Journal of Geography","Revue Roumaine de Géographie","crossref",
"Russian Journal of Cybernetics","Успехи кибернетики","crossref",
"Russian Sociological Review","Sotsiologicheskoe Obozrenie","crossref",
"Scandinavian Jewish Studies","Nordisk Judaistik","crossref",
"Security Dialogues","Безбедносни дијалози","crossref",
"Sino-Iberoamerican Interaction","Interacción Sino-Iberoamericana","crossref",
"Slovak Ethnology","Slovenský národopis","crossref",
"Social area","Социальное пространство","crossref",
"Social Education","Sociální pedagogika","crossref",
"Social history","Histoire sociale","crossref",
"SOCIAL REVIEW International Social Sciences Review","Revista Internacional de Ciencias Sociales","crossref",
"Social Security Theory Law Practice","Zabezpieczenie Społeczne Teoria Prawo Praktyka","crossref",
"Social Studies","Sociální studia","crossref",
"Social Work","Maatskaplike Werk","crossref",
"Socialist Studies","Études Socialistes","crossref",
"Society and Leisure","Loisir et Société","crossref",
"Sociocultural Pragmatics","Pragmática Sociocultural","crossref",
"Sociolinguistica - International Yearbook of European Sociolinguistics","Internationales Jahrbuch für europäische Soziolinguistik","crossref",
"SOCIOLOGY AND SOCIETY","SOCIOLÓGIA A SPOLOČNOSŤ","crossref",
"Sociosphere","Социосфера","crossref",
"Song and Popular Culture","Lied und populäre Kultur","crossref",
"Spanish Journal of Applied Linguistics","Revista Española de Lingüística Aplicada","crossref",
"Spanish Journal of Finance and Accounting","Revista Española de Financiación y Contabilidad","crossref",
"Spatial Research and Planning","Raumforschung und Raumordnung","crossref",
"Speech","Govor","crossref",
"Sport Science","Sporto mokslas","crossref",
"Steps","Shagi","crossref",
"Studies in Oral Folk Literature","Estudis de Literatura Oral Popular","crossref",
"Studies in Ottoman Science","Osmanlı Bilimi Araştırmaları","crossref",
"Studies in Psychology","Psikoloji Çalışmaları","crossref",
"Studies in Religion","Sciences Religieuses","crossref",
"Swedish Journal of Music Research","Svensk tidskrift för musikforskning","crossref",
"Swiss Journal of Integrative Medicine","Schweizerische Zeitschrift für Ganzheitsmedizin","crossref",
"Symbolic Goods","Biens Symboliques","crossref",
"Teaching German","Die Unterrichtspraxis","crossref",
"TECHNO REVIEW International Technology Science and Society Review","Revista Internacional de Tecnología Ciencia y Sociedad","crossref",
"Territorial development issues","Вопросы территориального развития","crossref",
"The Anatolian Journal of Cardiology","Anadolu Kardiyoloji Dergisi","crossref",
"The Annals of ”Dunarea de Jos” University of Galati Fascicle XX Sociology","Analele Universității „Dunărea de Jos” din Galați Fascicula XX Sociologie","crossref",
"The Annual of the Faculty of Philosophy in Skopje","Годишен зборник на Филозофскиот факултет","crossref",
"The Archives of Automotive Engineering","Archiwum Motoryzacji","crossref",
"The Canadian Journal of Linguistics","La revue canadienne de linguistique","crossref",
"The Canadian Review of Art Education","Revue canadienne d’éducation artistique","crossref",
"The Geographical Yearbook","Geografijos metraštis","crossref",
"The Historical Review","La Revue Historique","crossref",
"The Journal of Information and Documentation Studies","Bilgi ve Belge Araştırmaları Dergisi","crossref",
"The Journal of Linguistics","Dilbilim Dergisi","crossref",
"The Journal of South-Eastern European Studies","Güneydoğu Avrupa Araştırmaları Dergisi","crossref",
"The Legacy","Ka Ho oilina","crossref",
"The Legal History Review","Revue d Histoire du Droit","crossref",
"The Legal History Review","Tijdschrift voor Rechtsgeschiedenis","crossref",
"The Legal Studies","Studia Prawnicze","crossref",
"The Medical Bulletin of Sisli Hospital","SiSli Etfal Hastanesi Tip Bulteni","crossref",
"The Northern Mariner","Le marin du nord","crossref",
"The Slovak Theatre","Slovenske divadlo","crossref",
"The Sociological review","Социолошка ревија","crossref",
"The Spanish American Text","El texto hispanoamericano","crossref",
"The Tocqueville Review","La revue Tocqueville","crossref",
"The Welsh History Review","Cylchgrawn Hanes Cymru","crossref",
"The Welsh Journal of Education","Cylchgrawn Addysg Cymru","crossref",
"Theological Views – Religious and Scientific Journal","Теолошки погледи – версконаучни часопис","crossref",
"Theory of Science","Teorie vědy","crossref",
"Tourism","Turyzm","crossref",
"Treatises and Documents Journal of Ethnic Studies","Razprave in Gradivo Revija za narodnostna vprašanja","crossref",
"Turkish Journal of Child and Adolescent Mental Health","Çocuk ve Gençlik Ruh Sağlığı Dergisi","crossref",
"Turkish Journal of History","Tarih Dergisi","crossref",
"Turkish Journal of Physiotherapy and Rehabilitation","Türk Fizyoterapi ve Rehabilitasyon Dergisi","crossref",
"Turkish Journal of Plastic Surgery","Türk Plastik Rekonstrüktif ve Estetik Cerrahi Dergisi","crossref",
"Turkish Journal of Radiology","Türk Radyoloji Dergisi","crossref",
"Turkish Journal of Urology","Türk Üroloji Dergisi","crossref",
"Turkish Urology Seminars","Türk Üroloji Seminerleri","crossref",
"Vallejian Medical Journal","REVISTA MÉDICA VALLEJIANA","crossref",
"VISUAL REVIEW International Visual Culture Review","Revista Internacional de Cultura Visual","crossref",
"Wales Journal of Education","Cylchgrawn Addysg Cymru","crossref",
"Water and Landscape","Agua y Territorio","crossref",
"Yearbook of Oriental Studies","Rocznik Orientalistyczny","crossref",
"ZAMM ‐ Journal of Applied Mathematics and Mechanics","Zeitschrift für Angewandte Mathematik und Mechanik","crossref",
"Chinese Journal of Oncology","Chung-Hua Chung Liu Tsa Chih","user_specified",
"International journal of cancer","Journal international du cancer","user_specified",
"Chinese journal of tuberculosis and respiratory diseases","Zhonghua jiehe he huxi zazhi","user_specified",
"Chinese journal of tuberculosis and respiratory diseases","Zhonghua jie he he hu xi za zhi","user_specified",
"Chinese Journal of Tuberculosis & Respiratory Diseases","Chung-Hua Chieh Ho Ho Hu Hsi Tsa Chih","user_specified",
"Chinese journal of integrated traditional and Western medicine","Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi","user_specified",
"Chinese journal of lung cancer","Zhongguo fei ai za zhi","user_specified",
"Chinese journal of gastrointestinal surgery","Zhonghua wei chang wai ke za zhi","user_specified",
"Chinese Journal of Oncology","Chung-Hua Chung Liu Tsa Chih","user_specified",
"Chinese Journal of Reparative & Reconstructive Surgery","Chung-Kuo Hsiu Fu Chung Chien Wai Ko Tsa Chih","user_specified",
"Shandong Journal of Traditional Chinese Medicine","Shan Dong Zhong Yi Za Zhi","user_specified",
"Chinese Journal of Parasitology & Parasitic Diseases","Chung-Kuo Chi Sheng Chung Hsueh Yu Chi Sheng Chung Ping Tsa Chih","user_specified",
"Chinese Medical Journal","Chung-Hua i Hsueh Tsa Chih","user_specified",
"Chinese Journal of Ophthalmology","Chung-Hua Yen Ko Tsa Chih","user_specified",
"Chinese acupuncture and moxibustion","Zhongguo zhen jiu","user_specified",
"Advances in gerontology","Uspekhi gerontologii","user_specified",
"Review of Swiss medicine practice","Schweizerische Rundschau fur Medizin Praxis","user_specified",
"Chinese journal of integrated traditional and Western medicine","Zhongguo Zhong xi yi jie he za zhi","user_specified",
"Chinese journal of applied physiology","Zhongguo ying yong sheng li xue za zhi","user_specified",
"Psychiatry and neurology in Japan","Seishin shinkeigaku zasshi","user_specified",
"Journal of Central South University Medical sciences","Zhong nan da xue xue bao","user_specified",
"Psychiatry","Psychiatrike","user_specified",
"Acupuncture research","Zhen ci yan jiu","user_specified",
"Journal of Southern Medical University","Nan fang yi ke da xue xue bao","user_specified",
"Turkish journal of psychiatry","Turk psikiyatri dergisi","user_specified",
"Acta pharmaceutica Sinica","Yao xue xue bao","user_specified",
"Acta pharmaceutica Sinica","Yaoxue xuebao","user_specified",
"Journal of Chinese medicinal materials","Zhong yao cai","user_specified",
"Japanese journal of toxicology","Chudoku kenkyu","user_specified",
"Journal of molecular cell biology","Fen zi xi bao sheng wu xue bao","user_specified",
"Japanese journal of alcohol studies and drug dependence","Nihon Arukoru Yakubutsu Igakkai zasshi","user_specified",
"Journal of Chinese integrative medicine","Zhong xi yi jie he xue bao","user_specified",
"Chinese journal of industrial hygiene and occupational diseases","Zhonghua lao dong wei sheng zhi ye bing za zhi","user_specified",
"Chinese journal of burns","Zhonghua shao shang za zhi","user_specified",
"Chinese journal of epidemiology","Zhonghua liu xing bing xue za zhi","user_specified",
"Zoological research","Dong wu xue yan jiu","user_specified",
"Chinese journal of gastrointestinal surgery","Zhonghua Weichang Waike Zazhi","user_specified",
"Chinese journal of cardiovascular diseases","Zhonghua xin xue guan bing za zhi","user_specified",
"Chinese Journal of Experimental Ophthalmology","Zhonghua Shiyan Yanke Zazhi","user_specified",
"Chinese journal of traumatology","Zhonghua chuang shang za zhi","user_specified",
"Chinese acupuncture & moxibustion","Zhongguo zhen jiu","user_specified",
"Journal of the Japanese Association for Thoracic Surgery","Nippon Kyobu Geka Gakkai Zasshi","user_specified",
"Journal of Japan Surgical Society","Nippon Geka Gakkai Zasshi","user_specified",
"Japanese Journal of Clinical Medicine","Nippon Rinsho","user_specified",
"Journal of Japan Society for Cancer Therapy","Nippon Gan Chiryo Gakkai Shi","user_specified",
"Nippon Acta Radiologica","Nippon Igaku Hoshasen Gakkai Zasshi","user_specified",
"Journal of Sichuan University","Sichuan da xue xue bao","user_specified",
"Acta Academiae Medicinae Sinicae","Zhongguo Yi Xue Ke Xue Yuan Xue Bao","user_specified",
"Acupuncture research","Zhen ci yan jiu","user_specified",
"Acta Mechanica Sinica","Lixue Xuebao","user_specified",
"Advances in gerontology","Uspekhi gerontologii","user_specified",
"Africa Development","Afrique et Developpement","user_specified",
"Nonlinear Analysis","Analyse Non Lineaire","user_specified",
"Archives Animal Breeding","Archiv für Tierzucht","user_specified",
"Mineral Processing","Aufbereitungs-Technik","user_specified",
"Semiconductor Optoelectronics","Bandaoti Guangdian","user_specified",
"Expolosion and Shock Waves","Baozha Yu Chongji","user_specified",
"Acta Scientiarum Naturalium Universitatis Pekinensis","Beijing Daxue Xuebao","user_specified",
"Journal of Beijing University of Technology","Beijing Gongye Daxue Xuebao","user_specified",
"Journal of Beijing University of Aeronautics and Astronautics","Beijing Hangkong Hangtian Daxue Xuebao","user_specified",
"Journal of Beijing University of Chemical Technology","Beijing Huagong Daxue Xuebao","user_specified",
"Journal of Beijing Jiaotong University","Beijing Jiaotong Daxue Xuebao","user_specified",
"Transaction of Beijing Institute of Technology","Beijing Ligong Daxue Xuebao","user_specified",
"Journal of Beijing Forestry University","Beijing Linye Daxue Xuebao","user_specified",
"Journal of Beijing University of Posts And Telecommunications","Beijing Youdian Xueyuan Xuebao","user_specified",
"Contributions to Tobacco Research","Beitrage zur Tabakforschung International/","user_specified",
"Concrete Precasting Plant and Technology","Betonwerk und Fertigteil-Technik","user_specified",
"Chinese journal of virology","Bing du xue bao","user_specified",
"Acta Armamentarii","Binggong Xuebao","user_specified",
"BMS Bulletin of Sociological Methodology","Bulletin de Methodologie Sociologique","user_specified",
"Technical Bulletin","Boletin Tecnico","user_specified",
"Journal of Mining and Safety Engineering","Caikuang yu Anquan Gongcheng Xuebao","user_specified",
"Materials Review","Cailiao Daobao","user_specified",
"Journal of Materials Engineering","Cailiao Gongcheng","user_specified",
"Material Science and Technology","Cailiao Kexue yu Gongyi","user_specified",
"Transactions of Materials and Heat Treatment","Cailiao Rechuli Xuebao","user_specified",
"Chinese Journal of Materials Research","Cailiao Yanjiu Xuebao","user_specified",
"Canadian Biosystems Engineering","Le Genie des biosystems au Canada","user_specified",
"Canadian Geographer","Geographie Canadien","user_specified",
"Canadian Journal of History","Annales canadiennes d'histoire","user_specified",
"Canadian Journal on Aging","La Revue canadienne du vieillissment","SCIM",
"Canadian Public Policy","Analyse de Politiques","SCIM",
"Journal of Chang'an University","Chang'an Daxue Xuebao","SCIM",
"Journal of Yangtze River Scientific Research Institute","Changjiang Kexueyuan Yuanbao","SCIM",
"Geographical Review of Japan","Chirigaku Hyoron","SCIM",
"Journal of Chongqing University","Chongqing Daxue Xuebao","SCIM",
"Journal of Ship Mechanics","Chuan Bo Li Xue","SCIM",
"Journal of Chung Cheng Institute of Technology","Chung Cheng Ling Hsueh Pao","SCIM",
"Journal of the Chinese Institute of Engineers","Chung-kuo Kung Ch'eng Hsueh K'an","SCIM",
"China Pulp and Paper","Chung-kuo Tsao Chih","SCIM",
"Journal of Dalian Maritime University","Dalian Haishi Daxue Xuebao","SCIM",
"Journal of Dalian University of Technology","Dalian Ligong Daxue Xuebao","SCIM",
"Journal of Ballistics","Dandao Xuebao","SCIM",
"Chinese Journal of Radio Science","Dianbo Kexue Xuebao","SCIM",
"Transactions of China Electrotechnical Society","Diangong Jishu Xuebao","SCIM",
"Electric Machines and Control","Dianji yu Kongzhi Xuebao","SCIM",
"Electric Power Construction","Dianli Jianshe","SCIM",
"Power System Protection and Control","Dianli Xitong Baohu yu Kongzhi","SCIM",
"Automation of Electric Power Systems","Dianli Xitong Zidonghua","SCIM",
"Electric Power Automation Equipment","Dianli Zidonghua Shebei ","SCIM",
"Journal of the University of Electronic Science and Technology of China","Dianzi Keji Daxue Xuebao","SCIM",
"Journal of Electronics and Information Technology","Dianzi Yu Xinxi Xuebao","SCIM",
"Earth Science - Journal of China University of Geosciences","Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao","SCIM",
"Zoological research","Dong wu xue yan jiu","SCIM",
"Journal of Northeastern University","Dongbei Daxue Xuebao","SCIM",
"Journal of Chinese Society of Power Engineering","Dongli Gongcheng Xuebao","SCIM",
"Journal of Southeast University","Dongnan Daxue Xuebao (Ziran Kexue Ban)","SCIM",
"Durkheimian Studies","Etudes durkheimiennes","SCIM",
"Two Homelands","Dve domovini ","SCIM",
"Euroheat and Power","Fernwarme International","SCIM",
"European Journal of Wood and Wood Products","Holz als Roh - und Werkstoff","SCIM",
"European Review of History","Revue Europeenne d'Histoire","SCIM",
"Journal of Textile Research","Fangzhi Xuebao","SCIM",
"Materials Science and Engineering of Powder Metallurgy","Fenmo Yejin Cailiao Kexue yu Gongcheng","SCIM",
"Powder Metallurgy Technology","Fenmo Yejin Jishu","SCIM",
"Acta Materiae Compositae Sinica","Fuhe Cailiao Xuebao","SCIM",
"Journal of the Japan Society of Powder and Powder Metallurgy","Funtai Oyobi Fummatsu Yakin","SCIM",
"Journal of Chemical Engineering of Chinese Universities","Gao Xiao Hua Xue Gong Cheng Xue Bao","SCIM",
"High Voltage Engineering","Gaodianya Jishu","SCIM",
"Polymeric Materials Science and Engineering","Gaofenzi Cailiao Kexue Yu Gongcheng","SCIM",
"High Technology Letters","Gaojishu Tongxin","SCIM",
"High Voltage Apparatus","Gaoya Dianqi","SCIM",
"Chinese Journal of High Pressure Physics","Gaoya Wuli Xuebao","SCIM",
"Gender and Research","Gender a Vyzkum ","SCIM",
"Dili Zhishi","Geographical Knowledge","SCIM",
"Netherlands Journal of Geosciences","Geologie en Mijnbouw","SCIM",
"Engineering Mechanics","Gong Cheng Li Xue","SCIM",
"Chinese Journal of Engineering","Gongcheng Kexue Xuebao","SCIM",
"Advanced Engineering Science","Gongcheng Kexue Yu Jishu","SCIM",
"Journal of Functional Materials","Gongneng Cailiao","SCIM",
"Mineral Resources Management","Gospodarka Surowcami Mineralnymi ","SCIM",
"State, Religion and Church in Russia and Worldwide","Gosudarstvo, Religiia, Tserkov' v Rossii i za Rubezhom","SCIM",
"Spectroscopy and Spectral Analysis","Guang Pu Xue Yu Guang Pu Fen Xi","SCIM",
"Opto-Electronic Engineering","Guangdian Gongcheng","SCIM",
"Journal of Optoelectronics Laser","Guangdianzi Jiguang","SCIM",
"Optics and Precision Engineering","Guangxue Jingmi Gongcheng","SCIM",
"Optical Technique","Guangxue Jishu","SCIM",
"Acta Optica Sinica","Guangxue Xuebao","SCIM",
"Acta Photonica Sinica","Guangzi Xuebao","SCIM",
"The Chinese Journal of Process Engineering","Guocheng Gongcheng Xuebao","SCIM",
"Journal of National University of Defense Technology","Guofang Keji Daxue Xuebao","SCIM",
"Research & Progress of Solid State Electronics","Guti Dianzixue Yanjiu Yu Jinzhan","SCIM",
"Journal of Solid Rocket Technology","Guti Huojian Jishu","SCIM",
"Acta Mechanica Solida Sinica","Guti Lixue Xuebao","SCIM",
"Journal of Aeronautical Materials","Hangkong Cailiao Xuebao","SCIM",
"Journal of Aerospace Power","Hangkong Dongli Xuebao","SCIM",
"Acta Aeronautica et Astronautica Sinica","Hangkong Xuebao","SCIM",
"Transactions of the China Welding Institution","Hanjie Xuebao","SCIM",
"Chinese Journal of Energetic Materials","Hanneng Cailiao","SCIM",
"Journal of Harbin Engineering University","Harbin Gongcheng Daxue Xuebao","SCIM",
"Journal of Harbin Institute of Technology","Harbin Gongye Daxue Xuebao","SCIM",
"Nuclear Techniques","He Jishu","SCIM",
"Journal of Nuclear and Radiochemistry","He-Huaxue yu Fangshe Huaxue","SCIM",
"Heat and Mass Transfer","Waerme- und Stoffuebertragung","SCIM",
"China Synthetic Resin and Plastics","Hecheng Shuzhi Ji Suliao","SCIM",
"Nuclear Electronics and Detection Technology","Hedianzixue Yu Tance Jishu","SCIM",
"Nuclear Power Engineering","Hedongli Gongcheng","SCIM",
"Nuclear Fusion and Plasma Physics","Hejubian Yu Dengliziti Wuli","SCIM",
"Historical Social Research","Historische Sozialforschung","SCIM",
"Journal of Infrared and Millimeter Waves","Hongwai Yu Haomibo Xuebao","SCIM",
"Croatian Meteorological Journal","Hrvatski Meteoroloski Casopis","SCIM",
"Journal of Xi'an Jiaotong University","Hsi-An Chiao Tung Ta Hsueh","SCIM",
"Theological Studies","HTS Teologiese Studies ","SCIM",
"Journal of East China University of Science and Technology","Huadong Ligong Daxue Xuebao ","SCIM",
"Chemical Industry and Engineering Progress","Huagong Jinzhan","SCIM",
"CIESC Journal","Huagong Xuebao","SCIM",
"Journal of South China University of Technology","Huanan Ligong Daxue Xuebao","SCIM",
"Acta Scientiae Circumstantiae","Huanjing Kexue Xuebao ","SCIM",
"Environmental Science","Huanjing Kexue","SCIM",
"Chemical Reaction Engineering and Technology","Huaxue Fanying Gongcheng Yu Gongyi","SCIM",
"Chemical Engineering","Huaxue Gongcheng","SCIM",
"Journal of Huazhong University of Science and Technology","Huazhong Keji Daxue Xuebao (Ziran Kexue Ban)","SCIM",
"Journal of Hunan University Natural Sciences","Hunan Daxue Xuebao","SCIM",
"Chinese Journal of Explosives and Propellants","Huozhayao Xuebao","SCIM",
"Journal of Lake Sciences","Hupo Kexue","SCIM",
"International orthodontics ","Collége europèen d'orthodontie","SCIM",
"IHI Engineering Review","Ishikawajima-Harima Giho","SCIM",
"Journal of Thermal Science and Technology","Isi Bilimi Ve Teknigi Dergisi","SCIM",
"Review of Regional Research","Jahrbuch für Regional Wissenschaft","SCIM",
"Journal of Jiangsu University","Jiangsu Daxue Xuebao (Ziran Kexue Ban) ","SCIM",
"Journal of Building Materials","Jianzhu Cailiao Xuebao","SCIM",
"Journal of Building Structures","Jianzhu Jiegou Xuebao","SCIM",
"Journal of Transportation Systems Engineering and Information Technology","Jiaotong Yunshu Xitong Gongcheng Yu Xinxi","SCIM",
"Journal of PLA University of Science and Technology","Jiefangjun Ligong Daxue Xuebao","SCIM",
"Acta Metrologica Sinica","Jiliang Xuebao","SCIM",
"Journal of Jilin University","Jilin Daxue Xuebao (Diqiu Kexue Ban)","SCIM",
"Journal of Jilin University","Jilin Daxue Xuebao (Gongxueban)","SCIM",
"Diamond and Abrasives Engineering","Jingangshi yu Moliao Moju Gongcheng","SCIM",
"Fine Chemicals","Jingxi Huagong","SCIM",
"Heat Treatment of Metals","Jinshu Rechuli","SCIM",
"Acta Metallurgica Sinica","Jinshu Xuebao","SCIM",
"Chinese Journal of Computational Mechanics","Jisuan Lixue Xuebao","SCIM",
"Chinese Journal of Computational Physics","Jisuan Wuli","SCIM",
"Journal of Computer-Aided Design and Computer Graphics","Jisuanji Fuzhu Sheji Yu Tuxingxue Xuebao","SCIM",
"Computer Integrated Manufacturing Systems","Jisuanji Jicheng Zhizao Xitong","SCIM",
"Chinese Journal of Computers","Jisuanji Xuebao","SCIM",
"Computer Research and Development","Jisuanji Yanjiu yu Fazhan","SCIM",
"Chinese Journal of Mechanical Engineering","Jixie Gongcheng Xuebao","SCIM",
"Journal of Mechanical Strength","Jixie Qiandu","SCIM",
"Journal of Applied Engineering Science","Istrazivanja i Projektovanja za Privredu","SCIM",
"Journal of Economics","Zeitschrift für Nationalokonomie","SCIM",
"Journal of Hydraulic Research","De Recherches Hydrauliques","SCIM",
"Journal of the Chinese Society of Mechanical Engineers, Transactions of the Chinese Institute of Engineers, Series C","Chung-Kuo Chi Hsueh Kung Ch'eng Hsuebo Pao","SCIM",
"Iron and Steel","Kang T'ieh","SCIM",
"Chemical Journal of Chinese Universities","Kao Teng Hsueh Hsiao Hua Heush Hsueh Pao","SCIM",
"Journal of Light Metal Welding and Construction","Keikinzoku Yosetsu","SCIM",
"Journal of Japan Institute of Light Metals","Keikinzoku","SCIM",
"Journal of Chemists and Chemical Engineers","Kemija u industriji","SCIM",
"Journal of Mechanical Engineering Laboratory","Kikai Gijutsu Kenkyusho Shoho","SCIM",
"Annals of the High Performance Paper Society, Japan","Kinoshi Kenkyu Kaishi","SCIM",
"Acta Aerodynamica Sinica","Kongqi Donglixue Xuebao","SCIM",
