ID,ENTRYTYPE,doi,year,volume,number,url,journal,title,author,pages,abstract,language,dblp_key
000382,article,10.25300/MISQ/2018/14688,2018,42,3,https://misq.umn.edu/board-independence-and-firm-performance-in-the-it-industry-the-moderating-role-of-new-entry-threats.html?SID=a8c3ub0214v89bip4a0qktvs05,MIS Quarterly,Board Independence and Firm Performance in the IT Industry: The Moderating Role of New Entry Threats,"Pan, Yang and Huang, Peng and Gopal, Anandasivam",979--1000,,,
000383,article,10.25300/MISQ/2018/13668,2018,42,2,https://misq.umn.edu/built-to-learn-how-work-practices-affect-employee-learning-during-healthcare-information-technology-implementation.html,MIS Quarterly,Built to Learn: How Work Practices Affect Employee Learning During Healthcare Information Technology Implementation,"Avgar, Ariel and Tambe, Prasanna and Hitt, Lorin M.",645--659,,,
000384,article,10.2307/25148713,2006,30,1,,MIS Quarterly,Editor's Comments: Necessary Changes,Saunders,,,,
000385,article,10.2307/23042795,2011,35,3,,MIS Quarterly,Information Systems Research Behaviors: What Are the Normative Standards?,Allen and Ball and Smith,,,,
000386,article,10.2307/25148841,2008,32,2,,MIS Quarterly,Managing the Knowledge Supply Chain: An Organizational Learning Model of Information Technology Offshore Outsourcing,Cha and Pingry and Thatcher,281,,,
000387,article,10.2307/3250938,2000,24,2,,MIS Quarterly,Information Technology Development Creativity: A Case Study of Attempted Radical Change,"Cooper, Randolph B.",245,,,
000388,article,10.2307/25148860,2008,32,3,,MIS Quarterly,Dressing Your Online Auction Business for Success: An Experiment Comparing Two eBay Businesses,Gregg and Walczak,653,,,
000389,article,10.25300/MISQ/2019/14346,2019,43,2,https://misq.umn.edu/using-retweets-when-shaping-our-online-persona-topic-modeling-approach.html,MIS Quarterly,Using Retweets When Shaping Our Online Persona: Topic Modeling Approach,"Geva, Hilah and Oestreicher-Singer, Gal and Saar-Tsechansky, Maytal",501--524,,,
000390,article,10.25300/MISQ/2017/41.1.03,2017,41,1,https://misq.umn.edu/a-configural-approach-to-coordinating-expertise-in-software-development-teams.html,MIS Quarterly,A Configural Approach to Coordinating Expertise in Software Development Teams,"Kudaravalli, Srinivas and Faraj, Samer and Johnson, Steven L.",43--64,,,
000391,article,10.2307/249535,1992,16,3,,MIS Quarterly,Factors Affecting Software Developers' Performance: An Integrated Approach,"Rasch, Ronald H. and Tosi, Henry L.",395,,,
000392,article,10.2307/249411,1999,23,1,,MIS Quarterly,Structuring Time and Task in Electronic Brainstorming,"Dennis, Alan R. and Aronson, Jay E. and Heninger, William G. and Walker, Edward D.",95,,,
000393,article,10.2307/25148801,2007,31,3,,MIS Quarterly,Editor's Comments: A Camel Going through the Eye of a Needle,Saunders and Benbasat,,,,
000394,article,10.2307/248696,1989,13,1,,MIS Quarterly,Assessing the Value of a Quality Assurance Certificate for Software: An Exploratory Investigation,"Jobber, David and Saunders, John and Gilding, Brian and Hooley, Graham and Hatton-Smooker, Jon",,,,
000395,article,10.2307/249004,1989,13,3,,MIS Quarterly,Reconstructing the Systems Development Organization,"Swanson, E. Burton and Beath, Cynthia M.",293,,,
000396,article,10.2307/249500,1997,21,3,,MIS Quarterly,Bank of America: The Crest and Trough of Technological Leadership,"McKenney, James L. and Mason, Richard O. and Copeland, Duncan G.",,,,
000397,article,10.25300/MISQ/2018/14146,2018,42,1,https://misq.umn.edu/making-rigorous-research-relevant-innovating-statistical-action-research.html,MIS Quarterly,Making Rigorous Research Relevant: Innovating Statistical Action Research,"Durcikova, Alexandra and Lee, Allen S. and Brown, Susan A.",241--263,,,
000398,article,10.25300/MISQ/2013/37.2.14,2013,37,2,https://misq.umn.edu/visions-and-voices-on-emerging-challenges-in-digital-business-strategy.html,MIS Quarterly,Visions and Voices on Emerging Challenges in Digital Business Strategy,"Bharadwaj, Anandhi and El Sawy, Omar A. and Pavlou, Paul A. and Venkatraman, N.",633--661,,,
000399,article,10.2307/248930,1989,13,2,,MIS Quarterly,Preparing IS Students to Deal with Ethical Issues,"Couger, J. Daniel",,,,
000400,article,10.2307/25148829,2008,32,1,,MIS Quarterly,"Information Technology Governance in Information Technology Investment Decision Processes: The Impact of Investment Characteristics, External Environment, and Internal Context",Xue and Liang and Boulton,67,,,
000401,article,10.2307/25148859,2008,32,3,,MIS Quarterly,Emotional Dissonance and the Information Technology Professional,Rutner and Hardgrave and McKnight,635,,,
000402,article,10.25300/MISQ/2021/16027,2021,45,1,https://misq.umn.edu/from-representation-to-mediation-a-new-agenda-for-conceptual-modeling-research-in-a-digital-world.html,MIS Quarterly,From Representation to Mediation: A New Agenda for Conceptual Modeling Research in a Digital World,"Recker, Jan and Lukyanenko, Roman and Jabbari, Mohammad and Samuel, Binny M. and Castellanos, Arturo",269--300,,,
000403,article,10.25300/MISQ/2020/14494,2020,44,1,https://misq.umn.edu/the-evolution-of-information-systems-architecture-an-agent-based-simulation-model.html,MIS Quarterly,https://misq.org/the-evolution-of-information-systems-architecture-an-agent-based-simulation-model.html,"Haki, Kazem and Beese, Jannis and Aier, Stephan and Winter, Robert",155--184,,,
000404,article,10.25300/MISQ/2015/39.3.11,2015,39,3,https://misq.umn.edu/friendship-in-online-peer-to-peer-lending-pipes-prisms-and-relational-herding.html,MIS Quarterly,"Friendship in Online Peer-to-Peer Lending: Pipes, Prisms, and Relational Herding","Liu, De and Brass, Daniel J. and Lu, Yong and Chen, Dongyu",729--742,,,
000405,article,10.25300/MISQ/2013/37.1.06,2013,37,1,https://misq.umn.edu/data-model-development-for-fire-related-extreme-events-an-activity-theory-approach1.html,MIS Quarterly,Data Model Development for Fire Related Extreme Events: An Activity Theory Approach,"Chen, Rui and Sharman, Raj and Rao, H. Raghav and Upadhyaya, Shambhu J.",125--147,,,
000406,article,10.2307/249187,1986,10,4,,MIS Quarterly,Service Support Levels: An Organized Approach to End-User Computing,"Leithelser, Robert L. and Wetherbe, James C.",,,,
000407,article,10.25300/MISQ/2018/14083,2018,42,3,https://misq.umn.edu/nudging-moods-to-induce-unplanned-purchases-in-imperfect-mobile-personalization-contexts.html?SID=a8c3ub0214v89bip4a0qktvs05,MIS Quarterly,Nudging Moods to Induce Unplanned Purchases in Imperfect Mobile Personalization Contexts,"Ho, Shuk Ying and Lim, Kai H.",757--778,,,
000408,article,10.2307/249395,1998,22,2,,MIS Quarterly,The Merchant of Prato-Revisited: Toward a Third Rationality of Information Systems,"Kumar, Kuldeep and van Dissel, Han G. and Bielli, Paola",,,,
000409,article,10.2307/249454,1991,15,4,,MIS Quarterly,Educational Needs as Perceived by IS and End-User Personnel: A Survey of Knowledge and Skill Requirements,"Nelson, R. Ryan",503,,,
000410,article,10.2307/23042804,2011,35,3,,MIS Quarterly,Arguing the Value of Virtual Worlds: Patterns of Discursive Sensemaking of an Innovative Technology,Berente and Hansen and Pike and Bateman,685,,,
000411,article,10.25300/MISQ/2015/39.3.05,2015,39,3,https://misq.umn.edu/information-technology-use-as-a-learning-mechanism-the-impact-of-it-use-on-knowledge-transfer-effectiveness-absorptive-capacity-and-franchisee-performance.html,MIS Quarterly,"Information Technology Use as a Learning Mechanism: The Impact of IT Use on Knowledge Transfer Effectiveness, Absorptive Capacity, and Franchisee Performance","Iyengar, Kishen and Sweeney, Jeffrey R. and Montealegre, Ramiro",615--641,,,
000412,article,10.25300/MISQ/2013/37.2.10,2013,37,2,https://misq.umn.edu/design-capital-and-design-moves-the-logic-of-digital-business-strategy.html,MIS Quarterly,Design Capital and Design Moves: The Logic of Digital Business Strategy,"Woodard, C. Jason and Ramasubbu, Narayan and Tschang, F. Ted and Sambamurthy, V.",537--564,,,
000413,article,10.25300/MISQ/2020/15630,2020,44,2,https://misq.umn.edu/complementarity-and-cannibalization-of-offline-to-online-targeting-a-field-experiment-on-omnichannel-commerce.html,MIS Quarterly,Complementarity and Cannibalization of Offline-to-Online Targeting: A Field Experiment on Omnichannel Commerce,"Luo, Xueming and Zhang, Yuchi and Zeng, Fue and Qu, Zhe",957--982,,,
000414,article,10.2307/249273,1985,9,1,,MIS Quarterly,Personal Information Systems for Strategic Scanning in Turbulent Environments: Can the CEO Go On-Line?,"Sawy, Omar A. El",53,,,
000415,article,10.2307/249661,1996,20,3,,MIS Quarterly,Sustaining Process Improvement and Innovation in the Information Services Function: Lessons Learned at the Bose Corporation,"Harkness, Warren L. and Kettinger, William J. and Segars, Albert H.",,,,
000416,article,10.2307/25148683,2005,29,2,,MIS Quarterly,Running in Packs to Develop Knowledge-Intensive Technologies,"de Ven, Van",365,,,
000417,article,10.2307/25148816,2007,31,4,,MIS Quarterly,Through the Eyes of Experts: A Socio-Cognitive Perspective on the Automation of Fingerprint Work,Davis and Hufnagel,,,,
000418,article,10.2307/249783,1990,14,4,,MIS Quarterly,The Marriage of Retail Marketing and Information Systems Technology: The Zellers Club Z Experience,"Wightman, Kenneth R.",,,,
000419,article,10.2307/249244,1984,8,1,,MIS Quarterly,A Comparative Examination of Systems Analysis Techniques,"Colter, Mel A.",,,,
000420,article,10.2307/248993,1982,6,,,MIS Quarterly,Inter-Organization Information Sharing Systems,"Barrett, Stephanie and Konsynski, Benn",93,,,
000421,article,10.25300/MISQ/2014/38.3.06,2014,38,3,https://misq.umn.edu/estimating-returns-to-training-in-the-knowledge-economy-a-firm-level-analysis-of-small-and-medium-enterprises.html,MIS Quarterly,Estimating Returns to Training in the Knowledge Economy: A Firm-Level Analysis of Small and Medium Enterprises,"Mehra, Amit and Langer, Nishtha and Bapna, Ravi and Gopal, Ram",757--771,,,
000422,article,10.25300/MISQ/2016/40.1.06,2016,40,1,https://misq.umn.edu/when-does-repository-kms-use-lift-performance-the-role-of-alternative-knowledge-sources-and-task-environments.html,MIS Quarterly,When Does Repository KMS Use Lift Performance? The Role of Alternative Knowledge Sources and Task Environments,"Kim, Seung Hyun and Mukhopadhyay, Tridas and Kraut, Robert E.",133--156,,,
000423,article,10.2307/20721418,2010,34,1,,MIS Quarterly,Job Characteristics and Job Satisfaction: Understanding the Role of Enterprise Resource Planning System Implementation,Morris and Venkatesh,143,,,
000424,article,10.2307/41703465,2012,36,2,,MIS Quarterly,Efficiency or Innovation: How Do Industry Environments Moderate the Effects of Firms' IT Asset Portfolios?,Xue and Ray and Sambamurthy,509,,,
000425,article,10.25300/MISQ/2019/13042,2019,43,1,https://misq.umn.edu/see-no-evil-hear-no-evil-dissecting-the-impact-of-online-hacker-forums.html,MIS Quarterly,"See No Evil, Hear No Evil? Dissecting the Impact of Online Hacker Forums","Yue, Wei T. and Wang, Qiu-Hong and Hui, Kai-Lung",73--95,,,
000426,article,10.2307/23042802,2011,35,3,,MIS Quarterly,Control Over Virtual Worlds by Game Companies: Issues and Recommendations,Roquilly,653,,,
000427,article,10.2307/41703490,2012,36,3,,MIS Quarterly,Does PLS Have Advantages for Small Sample Size or Non-Normal Data?,Goodhue and Lewis and Thompson,981,,,
000428,article,10.2307/25148741,2006,30,3,,MIS Quarterly,Academic Data Collection in Electronic Environments: Defining Acceptable Use of Internet Resources,Allen and Burk and Davis,599,,,
000429,article,10.2307/3250978,2000,24,1,,MIS Quarterly,A Confessional Account of an Ethnography about Knowledge Work,"Schultze, Ulrike",3,,,
000430,article,10.2307/25148815,2007,31,4,,MIS Quarterly,Toward a Deeper Understanding of System Usage in Organizations: A Multilevel Perspective,Burton-Jones and Gallivan,657,,,
000431,article,10.25300/MISQ/2013/37.1.01,2013,37,1,https://misq.umn.edu/beyond-deterrence-an-expanded-view-of-employee-computer-abuse.html,MIS Quarterly,Beyond Deterrence: An Expanded View of Employee Computer Abuse,"Willison, Robert and Warkentin, Merrill",1--20,,,
000432,article,10.2307/41409968,2011,35,4,,MIS Quarterly,"Freedom of Choice, Ease of Use, and the Formation of Interface Preferences",Murray and Häubl,955,,,
000433,article,10.25300/MISQ/2020/14193,2020,44,3,https://misq.umn.edu/how-information-technology-matters-in-societal-change-an-affordance-based-institutional-perspective.html,MIS Quarterly,How Information Technology Matters in Societal Change: An Affordance-Based Institutional Perspective,"Faik, Isam and Barrett, Michael and Oborn, Eivor",1359--1390,,,
000434,article,10.2307/41409962,2011,35,4,,MIS Quarterly,Network Effects: The Influence of Structural Capital on Open Source Project Success,Singh and Tan and Mookerjee,813,,,
000435,article,10.25300/MISQ/2014/38.3.09,2014,38,3,,MIS Quarterly,Dynamic Reconfiguration in Planetary Exploration: A Sociomaterial Ethnography,"Mazmanian, Melissa and Cohn, Marisa and Dourish, Paul",831--848,,,
000436,article,10.2307/20650305,2009,33,3,,MIS Quarterly,Estimating the Effect of Common Method Variance: The Method—Method Pair Technique with an Illustration from TAM Research,Sharma and Yetton and Crawford,473,,,
000437,article,10.2307/25148793,2007,31,2,,MIS Quarterly,Foreword: Special Issue on Information Systems in Developing Countries,Walsham and Robey and Sahay,,,,
000438,article,10.2307/41703491,2012,36,3,,MIS Quarterly,Assessing Common Method Bias: Problems with the ULMC Technique,Chin and Thatcher and Wright,1003,,,
000439,article,10.2307/25148772,2006,30,,,MIS Quarterly,Can Vendors Influence Switching Costs and Compatibility in an Environment with Open Standards?,Chen and Forman,541,,,
000440,article,10.25300/MISQ/2020/14818,2020,44,2,https://misq.umn.edu/the-bright-and-dark-sides-of-technostress-a-mixed-methods-study-involving-healthcare-it.html,MIS Quarterly,The Bright and Dark Sides of Technostress: A Mixed-Methods Study Involving Healthcare IT,"Califf, Christopher B. and Sarker, Saonee and Sarker, Suprateek",809--856,,,
000441,article,10.25300/MISQ/2014/38.1.04,2014,38,1,https://misq.umn.edu/explaining-data-driven-document-classifications.html,MIS Quarterly,Explaining Data-Driven Document Classifications,"Martens, David and Provost, Foster",73--99,,,
000442,article,10.2307/248698,1989,13,1,,MIS Quarterly,A Scientific Methodology for MIS Case Studies,"Lee, Allen S.",33,,,
000443,article,10.2307/249327,1981,5,4,,MIS Quarterly,Manager or Technician? The Nature of the Information Systems Manager's Job,"Ives, Blake and Olson, Margrethe H.",,,,
000444,article,10.2307/25148645,2004,28,3,,MIS Quarterly,Managing Risk in Software Process Improvement: An Action Research Approach,Iversen and Mathiassen and Nielsen,395,,,
000445,article,10.2307/3250937,2000,24,2,,MIS Quarterly,Options Analysis of Software Platform Decisions: A Case Study,"Taudes, Alfred and Feurstein, Markus and Mild, Andreas",227,,,
000446,article,10.2307/249384,1991,15,2,,MIS Quarterly,A Model of Users' Perspective on Change: The Case of Information Systems Technology Implementation,"Joshi, Kailash",229,,,
000447,article,10.25300/MISQ/2019/13649,2019,43,1,https://misq.umn.edu/managing-the-crowds-the-effect-of-prize-guarantees-and-in-process-feedback-on-participation-in-crowdsourcing-contests.html,MIS Quarterly,Managing the Crowds: The Effect of Prize Guarantees and In-Process Feedback on Participation in Crowdsourcing Contests,"Jian, Lian and Yang, Sha and Ba, Sulin and Lu, Li and Jiang, Li Crystal",97--112,,,
000448,article,10.2307/249773,1993,17,3,,MIS Quarterly,The IS Expectation Gap: Industry Expectations versus Academic Preparation,"Trauth, Eileen M. and Farwell, Douglas W. and Lee, Denis",293,,,
000449,article,10.2307/41410418,2012,36,1,,MIS Quarterly,Value Cocreation and Wealth Spillover in Open Innovation Alliances,Han and Oh and Im and Chang and Oh and Pinsonneault,291,,,
000450,article,10.25300/MISQ/2014/38.2.05,2014,38,2,https://misq.umn.edu/an-economic-analysis-of-online-advertising-using-behavioral-targeting.html,MIS Quarterly,An Economic Analysis of Online Advertising Using Behavioral Targeting,"Chen, Jianqing and Stallaert, Jan",429--449,,,
000451,article,10.25300/MISQ/2020/15477,2020,44,2,https://misq.umn.edu/is-cybersecurity-a-team-sport-a-multilevel-examination-of-workgroup-information-security-effectiveness.html,MIS Quarterly,Is Cybersecurity a Team Sport? A Multilevel Examination of Workgroup Information Security Effectiveness,"Yoo, Chul Woo and Goo, Jahyun and Rao, H. Raghav",907--931,,,
000452,article,10.25300/MISQ/2021/16085/,2021,45,1,https://misq.umn.edu/peer-effects-in-competitive-environments-field-experiments-on-information-provision-and-interventions.html,MIS Quarterly,Peer Effects in Competitive Environments: Field Experiments on Information Provision and Interventions,"Li, Zhuoxin and Wang, Gang and Wang, Harry (Jiannan)",163--191,,,
000453,article,10.25300/MISQ/2017/41.2.01,2017,41,2,,MIS Quarterly,Creating High-Value Real-World Impact through Systematic Programs of Research,"Nunamaker, Jay F. and Twyman, Nathan W. and Giboney, Justin Scott and Briggs, Robert O.",335--351,,,
000454,article,10.2307/30036527,2003,27,2,,MIS Quarterly,The Identity Crisis within the Is Discipline: Defining and Communicating the Discipline's Core Properties,Benbasat and Zmud,183,,,
000455,article,10.2307/25148780,2007,31,1,,MIS Quarterly,The Relationship between Organizational Culture and the Deployment of Systems Development Methodologies,Iivari and Huisman,35,,,
000456,article,10.25300/MISQ/2013/37.3.09,2013,37,3,https://misq.umn.edu/methodological-implications-of-critical-realism-for-mixed-methods-research.html,MIS Quarterly,Methodological Implications of Critical Realism for Mixed-Methods Research,"Zachariadis, Markos and Scott, Susan and Barrett, Michael",855--879,,,
000457,article,10.25300/MISQ/2014/38.1.07,2014,38,1,https://misq.umn.edu/contribution-behavior-in-virtual-communities-cogntiive-emotional-and-social-influences.html,MIS Quarterly,"Contribution Behavior in Virtual Communities: Cogntiive, Emotional, and Social Influences","Tsai, Hsien-Tung and Bagozzi, Richard P.",143--163,,,
000458,article,10.25300/MISQ/2015/39.3.07,2015,39,3,https://misq.umn.edu/comparing-potential-and-actual-innovators-an-empirical-study-of-mobile-data-services-innovation.html,MIS Quarterly,Comparing Potential and Actual Innovators: An Empirical Study of Mobile Data Services Innovation,"Kankanhalli, Atreyi and Ye, Hua (Jonathan) and Teo, Hock Hai",667--682,,,
000459,article,10.2307/248912,1983,7,2,,MIS Quarterly,The Effectiveness of External Information Channels in Facilitating Innovation within Software Development Groups,"Zmud, Robert W.",,,,
000460,article,10.2307/3250947,2000,24,4,,MIS Quarterly,Data Warehousing Supports Corporate Strategy at First American Corporation,"Cooper, Brian L. and Watson, Hugh J. and Wixom, Barbara H. and Goodhue, Dale L.",547,,,
000461,article,10.2307/249127,1988,12,4,,MIS Quarterly,Convincing Top Management of the Strategic Potential of Information Systems,"Lederer, Albert L. and Mendelow, Aubrey L.",525,,,
000462,article,10.2307/249561,1996,20,4,,MIS Quarterly,Change Agentry - The Next IS Frontier,"Markus, M. Lynne and Benjamin, Robert I.",385,,,
000464,article,10.25300/MISQ/2016/40.2.02,2016,40,2,https://misq.umn.edu/are-social-media-emancipatory-or-hegemonic-societal-effects-of-mass-media-digitization-in-the-case-of-the-sopa-discourse.html,MIS Quarterly,Are Social Media Emancipatory or Hegemonic? Societal Effects of Mass Media Digitization in the Case of the SOPA Discourse,"Miranda, Shaila M. and Young, Amber and Yetgin, Emre",303--329,,,
000465,article,10.2307/25750690,2010,34,3,,MIS Quarterly,Information Security Policy Compliance: An Empirical Study of Rationality-Based Beliefs and Information Security Awareness,Bulgurcu and Cavusoglu and Benbasat,523,,,
000466,article,10.2307/249509,1993,17,1,,MIS Quarterly,Small-Firm Computing: Motivators and Inhibitors,"Cragg, Paul B. and King, Malcolm",47,,,
000467,article,10.2307/249475,1996,20,2,,MIS Quarterly,"Productivity, Business Profitability, and Consumer Surplus: Three Different Measures of Information Technology Value","Hitt, Lorin M. and Brynjolfsson, Erik",121,,,
000468,article,10.2307/249750,1999,23,2,,MIS Quarterly,The Implications of Information Technology Infrastructure for Business Process Redesign,"Broadbent, Marianne and Weill, Peter and Clair, Don St.",159,,,
000469,article,10.2307/249574,1992,16,2,,MIS Quarterly,"Threats to Information Systems: Today's Reality, Yesterday's Understanding","Loch, Karen D. and Carr, Houston H. and Warkentin, Merrill E.",173,,,
000470,article,10.2307/20721430,2010,34,2,,MIS Quarterly,Information About Information: A Taxonomy of Views,McKinney and Yoos,329,,,
000471,article,10.2307/249513,1993,17,1,,MIS Quarterly,Learning Styles and End-User Training: A First Step,"Bostrom, Robert P. and Olfman, Lorne and Sein, Maung K.",118,,,
000472,article,10.2307/249609,1994,18,1,,MIS Quarterly,Strategic Information Systems Revisited: A Study in Sustainability and Performance,"Kettinger, William J. and Grover, Varun and Guha, Subashish and Segars, Albert H.",31,,,
000473,article,10.2307/249447,1991,15,4,,MIS Quarterly,Information Architecture: In Search of Efficient Flexibility,"Allen, Brandt R. and Boynton, Andrew C.",435,,,
000474,article,10.2307/41703481,2012,36,3,,MIS Quarterly,Principles for Conducting Critical Realist Case Study Research in Information Systems,Wynn and Williams,787,,,
000475,article,10.2307/249543,1996,20,1,,MIS Quarterly,An Empirical Examination of the Value of Creativity Support Systems on Idea Generation,"Massetti, Brenda",83,,,
000476,article,10.25300/MISQ/2015/39.2.05,2015,39,2,https://misq.umn.edu/coping-with-information-technology-mixed-emotions-vacillation-and-nonconforming-use-patterns.html,MIS Quarterly,"Coping with Information Technology: Mixed Emotions, Vacillation, and Nonconforming Use Patterns","Stein, Mari-Klara and Newell, Sue and Wagner, Erica L. and Galliers, Robert D.",367--392,,,
000477,article,10.25300/MISQ/2016/40.3.08,2016,40,3,https://misq.umn.edu/senior-executives-it-management-responsibilities-serious-it-related-deficiencies-and-ceo-cfo-turnover.html,MIS Quarterly,Senior Executives' IT Management Responsibilities: Serious IT-Related Deficiencies and CEO/CFO Turnover,"Masli, Adi and Richardson, Vernon J. and Weidenmier Watson, Marcia and Zmud, Robert W.",687--708,,,
000478,article,10.2307/30036522,2003,27,1,,MIS Quarterly,CIO Lateral Influence Behaviors: Gaining Peers' Commitment to Strategic Information Systems,Enns and Huff and Higgins,155,,,
000479,article,10.25300/MISQ/2016/40.4.02,2016,40,4,https://misq.umn.edu/a-tree-based-approach-for-addressing-self-selection-in-impact-studies-with-big-data.html,MIS Quarterly,A Tree-Based Approach for Addressing Self-Selection in Impact Studies with Big Data,"Yahav, Inbal and Shmueli, Galit and Mani, Deepa",819--848,,,
000480,article,10.25300/MISQ/2020/15685,2020,44,4,https://misq.umn.edu/constant-checking-is-not-addiction-a-grounded-theory-of-it-mediated-state-tracking.html,MIS Quarterly,Constant Checking Is Not Addiction: A Grounded Theory of IT-Mediated State-Tracking,"Gerlach, Jin P. and Cenfetelli, Ronald T.",1705--1732,,,
000481,article,10.2307/3250980,2000,24,1,,MIS Quarterly,Factors That Influence the Social Dimension of Alignment between Business and Information Technology Objectives,"Reich, Blaize Horner and Benbasat, Izak",81,,,
000482,article,10.2307/30036551,2003,27,4,,MIS Quarterly,The Value Relevance of Announcements of Transformational Information Technology Investments,Dehning and Richardson and Zmud,637,,,
000483,article,10.2307/41409963,2011,35,4,,MIS Quarterly,Technostress: Technological Antecedents and Implications,Ayyagari and Grover and Purvis,831,,,
000484,article,10.25300/MISQ/2017/41.1.13,2017,41,1,https://misq.umn.edu/platform-ecosystems-how-developers-invert-the-firm.html,MIS Quarterly,Platform Ecosystems: How Developers Invert the Firm,"Parker, Geoffrey and Van Alstyne, Marshall and Jiang, Xiaoyue",255--266,,,
000485,article,10.25300/MISQ/2015/39.3.03,2015,39,3,https://misq.umn.edu/vocal-minority-and-silent-majority-how-do-online-ratings-reflect-population-perceptions-of-quality.html,MIS Quarterly,Vocal Minority and Silent Majority: How Do Online Ratings Reflect Population Perceptions of Quality?,"Gao, Guodong (Gordon) and Greenwood, Brad N. and Agarwal, Ritu and McCullough, Jeffrey S.",565--589,,,
000486,article,10.2307/25148846,2008,32,2,,MIS Quarterly,Transformational Technologies and the Creation of New Work Practices: Making Implicit Knowledge Explicit in Task-Based Offshoring,Leonardi and Bailey,411,,,
000487,article,10.2307/41703468,2012,36,2,,MIS Quarterly,Enacting Clan Control in Complex IT Projects: A Social Capital Perspective,Chua and Lim and Soh and Sia,577,,,
000488,article,10.2307/249688,1995,19,2,,MIS Quarterly,Computer Self-Efficacy: Development of a Measure and Initial Test,"Compeau, Deborah R. and Higgins, Christopher A.",189,,,
000489,article,10.2307/249431,1991,15,1,,MIS Quarterly,Executive Information Systems: A Framework for Development and a Survey of Current Practices,"Watson, Hugh J. and Rainer, R. Kelly and Koh, Chang E.",,,,
000490,article,10.2307/249113,1985,9,2,,MIS Quarterly,Critical Success Factor Analysis as a Methodology for MIS Planning,"Shank, Michael E. and Boynton, Andrew C. and Zmud, Robert W.",121,,,
000491,article,10.2307/20721419,2010,34,1,,MIS Quarterly,The Formation and Value of IT-Enabled Resources: Antecedents and Consequences of Synergistic Relationships,Nevo and Wade,163,,,
000492,article,10.2307/25148760,2006,30,4,,MIS Quarterly,The Effects of Personalization and Familiarity on Trust and Adoption of Recommendation Agents,Komiak and Benbasat,941,,,
000493,article,10.25300/MISQ/2017/41.3.13,2017,41,3,https://misq.umn.edu/information-technology-outsoucing-asset-transfer-and-the-role-of-contract.html,MIS Quarterly,Information Technology Outsourcing: Asset Transfer and the Role of Contract,"Chang, Young Bong and Gurbaxani, Vijay and Ravindran, Kiron",959--973,,,
000494,article,10.25300/MISQ/2013/37.1.04,2013,37,1,https://misq.umn.edu/it-mediated-customer-service-content-and-delivery-in-electronic-governments-an-empirical-investigation-of-the-antecedents-of-service-quality.html,MIS Quarterly,IT-Mediated Customer Service Content and Delivery in Electronic Governments: An Empirical Investigation of the Antecedents of Service Quality,"Tan, Chee-Wee and Benbasat, Izak and Cenfetelli, Ronald T.",77--109,,,
000495,article,10.25300/MISQ/2015/39.4.8,2015,39,4,https://misq.umn.edu/campus-emergency-notification-systems-an-examination-of-factors-affecting-compliance-with-alerts.html,MIS Quarterly,Campus Emergency Notification Systems: An Examination of Factors Affecting Compliance with Alerts,"Han, Wencui and Ada, Serkan and Sharman, Raj and Rao, H. Raghav",909--929,,,
000496,article,10.2307/25148757,2006,30,4,,MIS Quarterly,Understanding the Impact of Web Personalization on User Information Processing and Decision Outcomes,Tam and Ho,865,,,
000497,article,10.2307/248832,1987,11,1,,MIS Quarterly,Measuring the Effectiveness of Computer-Based Information Systems in the Financial Services Sector,"Miller, J. and Doyle, B. A.",107,,,
000498,article,10.2307/249476,1996,20,2,,MIS Quarterly,Relational Development in Computer-Supported Groups,"Chidambaram, Laku",143,,,
000499,article,10.2307/249660,1996,20,3,,MIS Quarterly,Teledemocracy: Using Information Technology to Enhance Political Work,"Ytterstad, Pal and Watson, Richard T.",,,,
000500,article,10.2307/248951,1985,9,3,,MIS Quarterly,Alternative Measures of System Effectiveness: Associations and Implications,"Srinivasan, Ananth",243,,,
000501,article,10.25300/MISQ/2013/37.1.12,2013,37,1,https://misq.umn.edu/internet-privacy-concerns-an-integrated-conceptualization-and-four-empirical-studies.html,MIS Quarterly,Internet Privacy Concerns: An Integrated Conceptualization and Four Empirical Studies,"Hong, Weiyin and Thong, James Y. L.",275--298,,,
000502,article,10.2307/25148746,2006,30,3,,MIS Quarterly,"Electronic Marketplaces and Price Transparency: Strategy, Information Technology, and Success",Soh and Markus and Goh,705,,,
000503,article,10.2307/249687,1995,19,2,,MIS Quarterly,Service Quality: A Measure of Information Systems Effectiveness,"Pitt, Leyland F. and Watson, Richard T. and Kavan, C. Bruce",173,,,
000504,article,10.2307/25148720,2006,30,1,,MIS Quarterly,Understanding and Predicting Electronic Commerce Adoption: An Extension of the Theory of Planned Behavior,Pavlou and Fygenson,115,,,
000505,article,10.2307/249407,1999,23,1,,MIS Quarterly,Rigor and Relevance in MIS Research: Beyond the Approach of Positivism Alone,"Lee, Allen S.",29,,,
000506,article,10.2307/25148843,2008,32,2,,MIS Quarterly,Explaining Variations in Client Extra Costs between Software Projects Offshored to India,Dibbern and Winkler and Heinzl,333,,,
000507,article,10.2307/248989,1982,6,,,MIS Quarterly,Future Role of the Information Systems Executive,"Rockart, John F. and Ball, Leslie and Bullen, Christine V.",1,,,
000508,article,10.2307/23044045,2011,35,2,,MIS Quarterly,Construct Measurement and Validation Procedures in MIS and Behavioral Research: Integrating New and Existing Techniques,MacKenzie and Podsakoff and Podsakoff,293,,,
