ID,orig_ID,orig_source,url,number,volume,year,doi,ENTRYTYPE,title,journal,author,pages,abstract,language,dblp_key
C_001604,001604,crossref,,3,24,2000,10.2307/3250971,article,Understanding Software Operations Support Expertise: A Revealed Causal Mapping Approach,MIS Quarterly,"Nelson, Kay M. and Nadkarni, Sucheta and Narayanan, V. K. and Ghods, Mehdi",,,,
C_001605,001605,crossref,,4,29,2005,10.2307/25148706,article,Intellectual Property Rights and Cannibalization in Information Technology Outsourcing Contracts,MIS Quarterly,Walden,699,,,
C_001606,001606,crossref,,4,1,1977,10.2307/249021,article,The Organizational Context of User-Centered Software Designs,MIS Quarterly,"Kling, Rob",41,,,
C_001607,001607,crossref,,3,24,2000,10.2307/3250969,article,The Effect of Multimedia on Perceived Equivocality and Perceived Usefulness of Information Systems,MIS Quarterly,"Lim, Kai H. and Benbasat, Izak",449,,,
C_001608,001608,crossref,,2,17,1993,10.2307/249799,article,Metaphors and Methodologies: Living beyond the Systems Machine,MIS Quarterly,"Kendall, Julie E. and Kendall, Kenneth E.",149,,,
C_001609,001609,crossref,,4,11,1987,10.2307/248975,article,Systems Analysis and Design: Current Practices,MIS Quarterly,"Necco, Charles R. and Gordon, Carl L. and Tsai, Nancy W.",,,,
C_001610,001610,crossref,,1,23,1999,10.2307/249412,article,Ethics and Information Systems: The Corporate Domain,MIS Quarterly,"Smith, H. Jeff and Hasnas, John",109,,,
C_001611,001611,crossref,,3,12,1988,10.2307/249208,article,Critical Success Factors for Information Center Managers,MIS Quarterly,"Magal, Simha R. and Carr, Houston H. and Watson, Hugh J.",413,,,
C_001612,001612,crossref,https://misq.umn.edu/capturing-the-complexity-of-malleable-it-use-adaptive-structuration-theory-for-individuals.html,3,40,2016,10.25300/MISQ/2016/40.3.07,article,Capturing the Complexity of Malleable IT Use: Adaptive Structuration Theory for Individuals,MIS Quarterly,"Schmitz, Kurt W. and Teng, James T.C. and Webb, Kimberly J.",663--686,,,
C_001613,001613,crossref,https://misq.umn.edu/an-attraction-selection-attrition-theory-of-online-community-size-and-resilience.html,3,38,2014,10.25300/MISQ/2014/38.3.04,article,An Attraction-Selection-Attrition Theory of Online Community Size and Resilience,MIS Quarterly,"Butler, Brian S. and Bateman, Patrick J. and Gray, Peter H. and Diamant, E. Ilana",699--728,,,
C_001614,001614,crossref,,4,28,2004,10.2307/25148659,article,Business Competence of Information Technology Professionals: Conceptual Development and Influence on IT-Business Partnerships,MIS Quarterly,Bassellier and Benbasat,673,,,
C_001615,001615,crossref,,1,18,1994,10.2307/249611,article,Realizing Emancipatory Principles in Information Systems Development: The Case for ETHICS,MIS Quarterly,"Hirschheim, Rudy and Klein, Heinz K.",83,,,
C_001616,001616,crossref,,1,29,2005,10.2307/25148666,article,Vicious and Virtuous Circles in the Management of Knowledge: The Case of Infosys Technologies,MIS Quarterly,Garud and Kumaraswamy,9,,,
C_001617,001617,crossref,,3,34,2010,10.2307/25750694,article,Practicing Safe Computing: A Multimethod Empirical Examination of Home Computer User Security Behavioral Intentions,MIS Quarterly,Anderson and Agarwal,613,,,
C_001618,001618,crossref,,2,33,2009,10.2307/20650298,article,A Meta-Analysis of the Role of Environment-Based Voluntariness in Information Technology Acceptance,MIS Quarterly,Wu and Lederer,419,,,
C_001619,001619,crossref,,3,1,1977,10.2307/248710,article,MIS Problems and Failures: A Socio-Technical Perspective. Part I: The Causes,MIS Quarterly,"Bostrom, Robert P. and Heinen, J. Stephen",17,,,
C_001620,001620,crossref,,4,18,1994,10.2307/249521,article,Alignment of the IS Functions with the Enterprise: Toward a Model of Antecedents,MIS Quarterly,"Brown, Carol V. and Magill, Sharon L.",371,,,
C_001621,001621,crossref,https://misq.umn.edu/the-experts-in-the-crowd-the-role-of-experienced-investors-in-a-crowdfunding-market.html,2,43,2019,10.25300/MISQ/2019/13758,article,The Experts in the Crowd: The Role of Experienced Investors in a Crowdfunding Market,MIS Quarterly,"Keongtae, Kim and Visawanathan, Siva",347--372,,,
C_001622,001622,crossref,,4,25,2001,10.2307/3250989,article,Web-Based Virtual Learning Environments: A Research Framework and a Preliminary Assessment of Effectiveness in Basic IT Skills Training,MIS Quarterly,"Piccoli, Gabriele and Ahmad, Rami and Ives, Blake",401,,,
C_001623,001623,crossref,,2,12,1988,10.2307/248851,article,The Measurement of End-User Computing Satisfaction,MIS Quarterly,"Doll, William J. and Torkzadeh, Gholamreza",259,,,
C_001624,001624,crossref,,1,23,1999,10.2307/249403,article,Empirical Research in Information Systems: The Practice of Relevance,MIS Quarterly,"Benbasat, Izak and Zmud, Robert W.",3,,,
C_001625,001625,crossref,https://misq.umn.edu/statistical-inference-with-plsc-using-bootstrap-confidence-intervals.html?SID=a8c3ub0214v89bip4a0qktvs05,3,42,2018,10.25300/MISQ/2018/13587,article,Statistical Inference with PLSc Using Bootstrap Confidence Intervals,MIS Quarterly,"Aguirre-Urreta, Miguel I. and Rönkkö, Mikko",1001--1020,,,
C_001626,001626,crossref,,1,28,2004,10.2307/25148623,article,User Heterogeneity and Its Impact on Electronic Auction Market Design: An Empirical Exploration,MIS Quarterly,Bapna and Goes and Gupta and Jin,21,,,
C_001627,001627,crossref,https://misq.umn.edu/growing-on-steroids-rapidly-scaling-the-user-base-of-digital-ventures-through-digital-innovation.html,1,41,2017,10.25300/MISQ/2017/41.1.16,article,Growing on Steroids: Rapidly Scaling the User Base of Digital Ventures Through Digital Innovation,MIS Quarterly,"Huang, Jimmy and Henfridsson, Ola and Liu, Martin J. and Newell, Sue",301--314,,,
C_001628,001628,crossref,https://misq.umn.edu/healthcare-predictive-analytics-for-risk-profiling-in-chronic-care-a-bayesian-multitask-learning-approach.html?SID=ke47j8g6v47ngppd0eisqn12h7,2,41,2017,10.25300/MISQ/2017/41.2.07,article,Healthcare Predictive Analytics for Risk Profiling in Chronic Care: A Bayesian Multitask Learning Approach,MIS Quarterly,"Lin, Yu-Kai and Chen, Hsinchun and Brown, Randall A. and Li, Shu-Hsing and Yang, Hung-Jen",473--495,,,
C_001629,001629,crossref,,4,32,2008,10.2307/25148868,article,"Buyer Intention to Use Internet-Enabled Reverse Auctions: The Role of Asset Specificity, Product Specialization, and Non-Contractibility",MIS Quarterly,Mithas and Jones and Mitchell,705,,,
C_001630,001630,crossref,https://misq.umn.edu/a-temporally-situated-self-agency-theory-of-information-technology-reinvention.html,1,40,2016,10.25300/MISQ/2016/40.1.07,article,A Temporally Situated Self-Agency Theory of Information Technology Reinvention,MIS Quarterly,"Nevo, Saggi and Nevo, Dorit and Pinsonneault, Alain",157--186,,,
C_001631,001631,crossref,,1,36,2012,10.2307/41410402,article,"Editor's Comments: A Critical Look at the Use of PLS-SEM in ""MIS Quarterly""",MIS Quarterly,Ringle and Sarstedt and Straub,iii,,,
C_001632,001632,crossref,,3,2,1978,10.2307/249177,article,Evaluating Management Information Systems,MIS Quarterly,"King, William R. and Rodriguez, Jaime I.",43,,,
C_001633,001633,crossref,,4,19,1995,10.2307/249630,article,Information Technology and Sustained Competitive Advantage: A Resource-Based Analysis,MIS Quarterly,"Mata, Francisco J. and Fuerst, William L. and Barney, Jay B.",487,,,
C_001634,001634,crossref,,2,21,1997,10.2307/249422,article,Qualitative Research in Information Systems,MIS Quarterly,"Myers, Michael D.",241,,,
C_001635,001635,crossref,,2,21,1997,10.2307/249419,article,Measuring Information Systems Service Quality: Concerns on the Use of the SERVQUAL Questionnaire,MIS Quarterly,"van Dyke, Thomas P. and Kappelman, Leon A. and Prybutok, Victor R.",195,,,
C_001636,001636,crossref,,2,21,1997,10.2307/249417,article,Communication Richness in Electronic Mail: Critical Social Theory and the Contextuality of Meaning,MIS Quarterly,"Ngwenyama, Ojelanki K. and Lee, Allen S.",145,,,
C_001637,001637,crossref,https://misq.umn.edu/trust-and-the-strength-of-ties-in-online-social-networks-an-exploratory-field-experiment.html,1,41,2017,10.25300/MISQ/2017/41.1.06,article,Trust and the Strength of Ties in Online Social Networks: An Exploratory Field Experiment,MIS Quarterly,"Bapna, Ravi and Gupta, Alok and Rice, Sarah and Sundararajan, Arun",115--130,,,
C_001638,001638,crossref,,4,31,2007,10.2307/25148817,article,How Habit Limits the Predictive Power of Intention: The Case of Information Systems Continuance,MIS Quarterly,Limayem and Hirt and Cheung,705,,,
C_001639,001639,crossref,,3,23,1999,10.2307/249468,article,Organizational Mechanisms for Enhancing User Innovation in Information Technology,MIS Quarterly,"Nambisan, Satish and Agarwal, Ritu and Tanniru, Mohan",365,,,
C_001640,001640,crossref,,3,26,2002,10.2307/4132332,article,Evidence of the Effect of Trust Building Technology in Electronic Markets: Price Premiums and Buyer Behavior,MIS Quarterly,"Ba, Sulin and Pavlou, Paul A.",243,,,
C_001641,001641,crossref,https://misq.umn.edu/service-innovation-a-service-dominant-logic-perspective.html,1,39,2015,10.25300/MISQ/2015/39.1.07,article,Service Innovation: A Service-Dominant Logic Perspective,MIS Quarterly,"Lusch, Robert F. and Nambisan, Satish",155--175,,,
C_001642,001642,crossref,,2,32,2008,10.2307/25148842,article,Innovating or doing as Told? Status Differences and Overlapping Boundaries in Offshore Collaboration,MIS Quarterly,Levina and Vaast,307,,,
C_001643,001643,crossref,,2,23,1999,10.2307/249749,article,Social Cognitive Theory and Individual Reactions to Computing Technology: A Longitudinal Study,MIS Quarterly,"Compeau, Deborah and Higgins, Christopher A. and Huff, Sid",145,,,
C_001644,001644,crossref,,3,20,1996,10.2307/249659,article,Measuring the Extent of EDI Usage in Complex Organizations: Strategies and Illustrative Examples,MIS Quarterly,"Massetti, Brenda and Zmud, Robert W.",331,,,
C_001645,001645,crossref,,3,21,1997,10.2307/249498,article,Personal Computing Acceptance Factors in Small Firms: A Structural Equation Model,MIS Quarterly,"Igbaria, Magid and Zinatelli, Nancy and Cragg, Paul and Cavaye, Angele L. M.",279,,,
C_001646,001646,crossref,,1,27,2003,10.2307/30036521,article,Issues in Linking Information Technology Capability to Firm Performance,MIS Quarterly,Santhanam and Hartono,125,,,
C_001647,001647,crossref,https://misq.umn.edu/misq/downloads/download/editorial/616,1,39,2015,10.25300/MISQ/2015/39:1.03,article,Service Innovation in the Digital Age: Key Contributions and Future Directions,MIS Quarterly,"Barrett, Michael and Davidson, Elizabeth and Prabhu, Jaideep and Vargo, Stephen L.",135--154,,,
C_001648,001648,crossref,https://misq.umn.edu/the-needs-affordances-features-perspective-for-the-use-of-social-media.html?SID=a8c3ub0214v89bip4a0qktvs05,3,42,2018,10.25300/MISQ/2018/11492,article,The Needs–Affordances–Features Perspective for the Use of Social Media,MIS Quarterly,"Karahanna, Elena and Xin Xu, Sean and Xu, Yan and Zhang, Nan (Andy)",737--756,,,
C_001649,001649,crossref,,2,19,1995,10.2307/249686,article,The Impact of Explanation Facilities on User Acceptance of Expert Systems Advice,MIS Quarterly,"Ye, L. Richard and Johnson, Paul E.",157,,,
C_001650,001650,crossref,,4,19,1995,10.2307/249629,article,Electronic Data Interchange and Small Organizations: Adoption and Impact of Technology,MIS Quarterly,"Iacovou, Charalambos L. and Benbasat, Izak and Dexter, Albert S.",465,,,
C_001651,001651,crossref,,3,30,2006,10.2307/25148745,article,The Role of Espoused National Cultural Values in Technology Acceptance,MIS Quarterly,Srite and Karahanna,679,,,
C_001652,001652,crossref,,2,36,2012,10.2307/41703471,article,Carrots and Rainbows: Motivation and Social Practice in Open Source Software Development,MIS Quarterly,von Krogh and Haefliger and Spaeth and Wallin,649,,,
C_001653,001653,crossref,,4,24,2000,10.2307/3250951,article,Time Flies When You're Having Fun: Cognitive Absorption and Beliefs about Information Technology Usage,MIS Quarterly,"Agarwal, Ritu and Karahanna, Elena",665,,,
C_001654,001654,crossref,https://misq.umn.edu/leading-collaboration-in-online-communities.html,2,39,2015,10.25300/MISQ/2015/39.2.06,article,Leading Collaboration in Online Communities,MIS Quarterly,"Faraj, Samer and Kudaravalli, Srinivas and Wasko, Molly",393--412,,,
C_001655,001655,crossref,,1,17,1993,10.2307/249507,article,Experiences in Strategic Information Systems Planning,MIS Quarterly,"Earl, Michael J.",1,,,
C_001656,001656,crossref,,2,28,2004,10.2307/25148638,article,Back Matter,MIS Quarterly,,,,,
C_001657,001657,crossref,,4,32,2008,10.2307/25148863,article,Volume Information,MIS Quarterly,,,,,
C_001658,001658,crossref,,3,27,2003,10.2307/30036542,article,Back Matter,MIS Quarterly,,,,,
C_001659,001659,crossref,,4,33,2009,10.2307/20650330,article,Back Matter,MIS Quarterly,,,,,
C_001660,001660,crossref,,2,30,2006,10.2307/25148726,article,Front Matter,MIS Quarterly,,,,,
C_001661,001661,crossref,,2,31,2007,10.2307/25148798,article,Back Matter,MIS Quarterly,,,,,
C_001662,001662,crossref,,2,35,2011,10.2307/23044055,article,Back Matter,MIS Quarterly,,,,,
C_001663,001663,crossref,,2,34,2010,10.2307/20721435,article,Back Matter,MIS Quarterly,,,,,
C_001664,001664,crossref,,4,30,2006,10.2307/25148762,article,Back Matter,MIS Quarterly,,,,,
C_001665,001665,crossref,,4,35,2011,10.2307/41409960,article,Front Matter,MIS Quarterly,,,,,
C_001666,001666,crossref,,1,27,2003,10.2307/30036515,article,Front Matter,MIS Quarterly,,,,,
C_001667,001667,crossref,,1,31,2007,10.2307/25148776,article,Front Matter,MIS Quarterly,,,,,
C_001668,001668,crossref,,4,28,2004,10.2307/25148652,article,Front Matter,MIS Quarterly,,,,,
C_001669,001669,crossref,,2,36,2012,10.2307/41703472,article,Back Matter,MIS Quarterly,,,,,
C_001670,001670,crossref,https://misq.umn.edu/a-prescriptive-analytics-framework-for-optimal-policy-deployment-using-heterogeneous-treatment-effects.html,4,45,2021,10.25300/MISQ/2021/15684,article,A Prescriptive Analytics Framework for Optimal Policy Deployment Using Heterogeneous Treatment Effects,MIS Quarterly,"McFowland III, Edward and Gangarapu, Sandeep and Bapna, Ravi and Sun, Tianshu",1807--1832,"We define a prescriptive analytics framework that addresses the needs of a constrained decision-maker facing, ex ante, unknown costs and benefits of multiple policy levers. The framework is general in nature and can be deployed in any utility-maximizing context, public or private. It relies on randomized field experiments for causal inference, machine learning for estimating heterogeneous treatment effects, and on the optimization of an integer linear program for converting predictions into decisions. The net result is the discovery of individual-level targeting of policy interventions to maximize overall utility under a budget constraint. The framework is set in the context of the four pillars of analytics and is especially valuable for companies that already have an existing practice of running A/B tests. The key contribution of this work is to develop and operationalize a framework to exploit both within- and between-treatment arm heterogeneity in the utility response function in order to derive benefits from future (optimized) prescriptions. We demonstrate the value of this framework as compared to benchmark practices—i.e., the use of the average treatment effect, uplift modeling, as well as an extension to contextual bandits—in two different settings. Unlike these standard approaches, our framework is able to recognize, adapt to, and exploit the (potential) presence of different subpopulations that experience varying costs and benefits within a treatment arm while also exhibiting differential costs and benefits across treatment arms. As a result, we find a targeting strategy that produces an order of magnitude improvement in expected total utility for the case where significant within- and between-treatment arm heterogeneity exists.",,
C_001671,001671,crossref,https://misq.umn.edu/how-do-organizations-learn-from-information-system-incidents-a-synthesis-of-the-past-present-and-future.html,1,46,2022,10.25300/MISQ/2022/14305,article,"How Do Organizations Learn from Information System Incidents? A Synthesis of the Past, Present, and Future",MIS Quarterly,"Rezazade Mehrizi, Mohammad H. and Nicolini, Davide and Rodon, Joan",531--590,"We review the literature on how organizations learn from information system (IS) incidents. We identify three modes of learning depending on the practices that constitute the learning process, the specific actors who play roles in learning, the temporal orientation of the learning practices, and the specific contextual focus of the learning. The literature focuses primarily on learning from past experience to draw lessons for future incidents (reflective learning mode). Yet, a growing stream of literature stresses the importance of learning through engagement with present incidents (embedded learning mode), and a few studies suggest that organizations can learn prospectively to prepare for future incidents (prospective learning mode). We argue that although these three learning modes are effective, they do not adequately explain how organizations learn from IS incidents when used in isolation. Since IS incidents unfold increasingly as sets of interacting events across information systems and organizational settings, organizational learning needs to be theorized as an iterative process among these learning modes. We synthesize these three learning modes into an integrative framework and theorize about their supportive and inhibiting relations. We suggest some opportunities for future research, which would advance our understanding of how organizations learn from IS incidents.",,
C_001672,001672,crossref,https://misq.umn.edu/free-riding-in-products-with-positive-network-externalities-empirical-evidence-from-a-large-mobile-network.html,1,46,2022,10.25300/MISQ/2022/14712,article,Free-Riding in Products with Positive Network Externalities: Empirical Evidence from a Large Mobile Network,MIS Quarterly,"Belo, Rodrigo and Ferreira, Pedro",401--430,"We study the effect of peer influence on products that exhibit positive network externalities to non-adopters, i.e., products that benefit adopters’ friends even if they do not adopt. In contrast to products that exhibit positive network externalities upon adoption, this structure of incentives likely results in negative peer influence: the more friends that adopt the product, the smaller the incentive to adopt. We measure this effect empirically by using observational data from a large mobile carrier serving 5.7 million users. We estimate the effect of peer influence across five different products of this type. A naive approach to do this results in a positive estimate for peer influence due to unobserved homophily. We follow two approaches to address this issue. First, we suggest using the number of friends that end up adopting a product as a proxy for unobserved user-fixed effects. Second, we control for homophily by applying a shuffle test, i.e., we compare the effect of peer influence from the original data with the effect obtained from comparable randomly generated data without peer influence. We obtain negative estimates from both approaches, which adds robustness to our findings. Finally, we show that even for these products, the effect of peer influence associated with the first friends that adopt the product is positive because they still convey useful information that reduces uncertainty. The negative effect of peer influence arises only for subsequent friends that adopt the product. While these friends are unlikely to convey new information about the product, they decrease the economic incentive to adopt, resulting in a negative aggregate effect of peer influence.",,
C_001673,001673,crossref,https://misq.umn.edu/applying-and-extending-the-theory-of-effective-use-in-a-business-intelligence-context.html,1,46,2022,10.25300/MISQ/2022/14880,article,Applying and Extending the Theory of Effective Use in a Business Intelligence Context,MIS Quarterly,"Trieu, Van-Hau and Burton-Jones, Andrew and Green, Peter and Cockcroft, Sophie",645--678,"The benefits that organizations accrue from information systems depend on how effectively the systems are used. Yet despite the importance of knowing what it takes to use information systems effectively, little theory on the topic exists. One recent and largely untested exception is the theory of effective use (TEU). We report on a contextualization, extension, and test of TEU in the business intelligence (BI) context, a context of considerable importance in which researchers have called for such studies. We used a mixed methods, three-phase approach involving instrument development (n = 218), a two-wave cross-sectional survey (n = 437), and three sets of follow-up interviews (n = 33). The paper contributes by (1) showing how TEU can be contextualized, operationalized, and extended, (2) demonstrating that many of TEU’s predictions hold in the BI context while also revealing ways to improve the theory, and (3) offering practical insights that executives can draw on to improve the use of BI in their organizations.",,
C_001674,001674,crossref,https://misq.umn.edu/algorithmic-processes-of-social-alertness-and-social-transmission-how-bots-disseminate-information-on-twitter.html,1,46,2022,10.25300/MISQ/2021/15598,article,Algorithmic Processes of Social Alertness and Social Transmission: How Bots Disseminate Information on Twitter,MIS Quarterly,"Salge, Carolina and Karahanna, Elena and Thatcher, Jason",229--260,"Despite increased empirical attention, theory on bots and how they act to disseminate information on social media remains poorly understood. Our study leverages the conduit brokerage perspective and the findings of a multiple case study to develop a novel framework of algorithmic conduit brokerage for understanding information dissemination by bots and the design choices that may influence their actions. Algorithmic conduit brokerage encompasses two intertwined processes. The first process, algorithmic social alertness, relies on bot activity to curate and reconfigure information. Algorithmic social alertness is significant because it involves action triggers that dictate the kinds of information being searched, discovered, and retrieved by bots. The second process, algorithmic social transmission, relies on bot activity to embellish and distribute the information curated. Algorithmic social transmission is important because it can broaden the reach of information disseminated by bots through increased discoverability and directed targeting. The two algorithmic conduit brokerage processes we offer are unique to bots and distinct from the original conceptualization of conduit brokerage, which is rooted in human activity. First, since bots lack the human ability of sensemaking and are instead fueled by automation and action triggers rather than by emotions, algorithmic conduit brokerage is more invariant and reliable than human conduit brokerage. Second, automation increases the speed and scale of information curation and transfer, making algorithmic conduit brokerage not only more consistent but also faster and more extensive. Third, algorithmic conduit brokerage includes a set of new concepts (e.g., action triggers and rapid scaling) that are specific to bots and therefore not applicable to human conduit brokerage.",,
C_001675,001675,crossref,https://misq.umn.edu/new-media-advertising-and-retail-platform-openness.html,1,46,2022,10.25300/MISQ/2022/15420,article,New-Media Advertising and Retail Platform Openness,MIS Quarterly,"Chen, Jianqing and Guo, Zhiling",431--456,"We have recently witnessed two important trends in online retailing: The advent of new media (e.g., social media and search engines) has made advertising affordable for small sellers, and large online retailers (e.g., Amazon and JD.com) have opened their platforms to allow even direct competitors to sell on their platforms. We examine how new-media advertising affects retail platform openness. We develop a game-theoretic model in which a leading retailer, who has both valuation and awareness advantages, and a third-party seller, who sells an identical product, engage in price competition. We find that the availability of relatively low-cost advertising through new media plays a critical role in influencing the leading retailer to open its platform and to form a partnership with the third-party seller, which is impossible when the cost of advertising is relatively high. Low-cost advertising can increase consumer surplus either directly via the third-party seller’s advertising or indirectly via the partnership on the leading retailer’s platform. We also find that the leading retailer has a greater incentive to open its platform and that the partnership is more likely to be formed when there are network effects, when the leading retailer can control the third-party seller’s exposure on its platform, or when the leading retailer can offer a direct advertising service to the third-party seller. Meanwhile, the constraint on the third-party seller’s advertising budget can reduce the leading retailer’s incentive to open its platform, making a partnership less likely. Our analysis offers important insights into the underlying economic incentives that help explain the emerging open retail platform trend in the era of new-media advertising.",,
C_001676,001676,crossref,,,30,2006,10.2307/25148774,article,Back Matter,MIS Quarterly,,,,,
C_001677,001677,crossref,,3,28,2004,10.2307/25148649,article,Back Matter,MIS Quarterly,,,,,
C_001678,001678,crossref,,3,34,2010,10.2307/25750683,article,Front Matter,MIS Quarterly,,,,,
C_001679,001679,crossref,,3,36,2012,10.2307/41703473,article,Front Matter,MIS Quarterly,,,,,
C_001680,001680,crossref,,3,35,2011,10.2307/23042793,article,Front Matter,MIS Quarterly,,,,,
C_001681,001681,crossref,,1,36,2012,10.2307/41410401,article,Front Matter,MIS Quarterly,,,,,
C_001682,001682,crossref,,4,27,2003,10.2307/30036553,article,Back Matter,MIS Quarterly,,,,,
C_001683,001683,crossref,https://misq.umn.edu/crowdfunding-for-microfinance-institutions-the-new-hope.html,1,46,2022,10.25300/MISQ/2022/15406,article,Crowdfunding for Microfinance Institutions: The New Hope?,MIS Quarterly,"Luo, Xuechen and Ge, Ling and Wang, Chong (Alex)",373--400,"Online crowdfunding holds the promise of empowering entrepreneurs and small businesses as an innovative alternative financing channel. However, doubts have been expressed as to whether online crowdfunding can deliver its promise because of the lack of empirical evidence regarding its effects. In this study, we investigate the effects that prosocial crowdfunding has on traditional microfinance institutions (MFIs). Combining multiple data sources, including data from Kiva.org and the Microfinance Information Exchange Market (MIX Market), we examine how access to crowdfunding influences MFIs’ sustainability and interest rates. We find that after joining Kiva, MFIs’ sustainability improves and interest rates decrease. Further investigation suggests that the changes mainly result from efficiency improvement, rather than increased supply of low-cost funds. We propose that joining an online crowdfunding platform induces greater transparency and crowd monitoring, which motivates and empowers MFIs to improve operations and become more efficient.",,
C_001684,001684,crossref,https://misq.umn.edu/impact-of-customer-compensation-strategies-on-outcomes-and-the-mediating-role-of-justice-perceptions-a-longitudinal-study-of-target-s-data-breach.html,1,46,2022,10.25300/MISQ/2022/14740,article,Impact of Customer Compensation Strategies on Outcomes and the Mediating Role of Justice Perceptions: A Longitudinal Study of Target’s Data Breach,MIS Quarterly,"Hoehle, Hartmut and Venkatesh, Viswanath and Brown, Susan and Tepper, Bennett and Kude, Thomas",299--340,"Data breaches are a major threat to organizations from both financial and customer relations perspectives. We developed a nomological network linking post-breach compensation strategies to key outcomes, namely continued shopping intentions, positive word-of-mouth, and online complaining, with the effects being mediated by customers’ justice perceptions. We conducted a longitudinal field study investigating Target’s data breach in 2013 that affected more than 110 million customers. We examined customers’ expectations toward compensation immediately after the breach was confirmed (survey 1) and their experiences after reparations were made (survey 2). Evidence from polynomial regression and response surface analyses of data collected from 388 affected customers showed that customers’ justice perceptions were influenced by the actual compensation provided as well as the type and extent of compensation an organization could and should have provided (i.e., customers’ compensation expectations). Interestingly, both positive and negative expectation disconfirmation led to less favorable justice perceptions compared to when expectations were met. Justice perceptions were, in turn, associated with key outcomes. We discuss implications for research on data security, information systems, and justice theory.",,
C_001685,001685,crossref,,1,46,2022,10.25300/MISQ/2021/14962,article,Can Positive Online Social Cues Always Reduce User Avoidance of Sponsored Search Results?,MIS Quarterly,"Deng, Honglin and Wang, Weiquan and Li, Siyuan and Lim, Kai",35--70,"Online social cues that utilize user-generated data, such as user reviews and product ratings, have become one of the key factors influencing online user behavior and decisions. Online users who shared their reviews and ratings about a product (or a seller) become an abstract reference group to a focal user interested in the same product. This study focuses on sponsored search results (SSRs), a type of unsolicited information that matches users’ search queries and receives high evaluations from prior consumers. We investigate the effects of positive social cues on alleviating users’ avoidance responses toward an encountered SSR when searching for a product in a C2C e-commerce context. We synthesize the avoidance literature and identify three forms of SSR avoidance, namely, cognitive, behavioral, and affective avoidance. We apply users’ implicit concerns on SSRs to explain users’ avoidance of an encountered SSR. In addition, we extend social influence theory to online settings where abstract reference groups are posited to trigger social influence. We examine how and under what conditions the three forms of SSR avoidance can be reduced by various positive online social cues (i.e., product- and seller-related). We conduct three laboratory experiments. Results attest to users’ implicit concerns on SSRs and their avoidance of SSRs and reveal different effects of various social cues on reducing the three forms of SSR avoidance. This study uncovers the theoretical mechanisms of social influence on reducing SSR avoidance in online settings. It also offers practical implications for online search service providers to help online users’ decision making in their search process.",,
C_001686,001686,crossref,,1,46,2022,10.25300/MISQ/2021/15611,article,Heterogeneous Demand Effects of Recommendation Strategies in a Mobile Application: Evidence from Econometric Models and Machine-Learning Instruments,MIS Quarterly,"Adamopoulos, Panagiotis and Ghose, Anindya and Tuzhilin, Alexander",101--150,"In this paper, we examine the effectiveness of various recommendation strategies in the mobile channel and their impact on consumers’ utility and demand levels for individual products. We find significant differences in effectiveness among various recommendation strategies. Interestingly, recommendation strategies that directly embed social proofs for the recommended alternatives outperform other recommendations. In addition, recommendation strategies combining social proofs with higher levels of induced awareness due to the prescribed temporal diversity have an even stronger effect on the mobile channel. We also examine the heterogeneity of the demand effect across items, users, and contextual settings, further verifying empirically the aforementioned information and persuasion mechanisms and generating rich insights. We also facilitate the estimation of causal effects in the presence of endogeneity using machine-learning methods. Specifically, we develop novel econometric instruments that capture product differentiation (isolation) based on deeplearning models of user-generated reviews. Our empirical findings extend the current knowledge regarding the heterogeneous impact of recommender systems, reconcile contradictory prior results in the related literature, and have significant business implications.",,
C_001687,001687,crossref,,4,30,2006,10.2307/25148751,article,Volume Information,MIS Quarterly,,,,,
C_001688,001688,crossref,,3,34,2010,10.2307/25750695,article,Back Matter,MIS Quarterly,,,,,
C_001689,001689,crossref,,3,36,2012,10.2307/41703492,article,Back Matter,MIS Quarterly,,,,,
C_001690,001690,crossref,,1,28,2004,10.2307/25148620,article,Front Matter,MIS Quarterly,,,,,
C_001691,001691,crossref,,1,36,2012,10.2307/41410420,article,Back Matter,MIS Quarterly,,,,,
C_001692,001692,crossref,,4,31,2007,10.2307/25148812,article,Front Matter,MIS Quarterly,,,,,
C_001693,001693,crossref,https://misq.umn.edu/investigating-the-nature-of-change-in-factors-affecting-gender-equity-in-the-it-sector-a-longitudinal-study-of-women-in-ireland.html,4,45,2021,10.25300/MISQ/2022/15964,article,Investigating the Nature of Change in Factors Affecting Gender Equity in the IT Sector: A Longitudinal Study of Women in Ireland,MIS Quarterly,"Trauth, Eileen and Connolly, Regina",2055--2100,"How and why do societal, organizational and individual factors affecting gender equity in the IT field change over time? To answer this question a longitudinal investigation of the nature of change in factors affecting the position of women in the IT profession was undertaken. It was conducted in Ireland against the backdrop of fluctuations in the nation’s socio-economic status. The individual differences theory of gender and IT was used to analyze life history interviews conducted at four points in time with a total of 63 women whose stories cover the decades from the 1970s to the 2010s. What resulted is a dynamic extension of this theory through the addition of seven themes that characterize the nature of change in factors affecting women IT professionals. The effect on women of economic changes in Ireland is shown to occur through changes in other factors: environmental (i.e., policy, infrastructural, and cultural), identity (e.g., motherhood) and individual (e.g., family). The results reveal both gradual and dramatic changes in an evolving picture of women in this sector, against the back drop of the peaks and valleys of Ireland’s economy. Both transformational and enduring images emerge from this look at Ireland over five decades.",,
